"artifact","harmonic_centrality"
"org.kuali.student.common:ks-common-ui:1.2.2-M4","0.19203226333994608"
"org.marketcetera:util:2.2.0","0.19202306245939982"
"org.apache.axis2:axis2-ant-plugin:1.5.4","0.19200706510292692"
"org.apache.axis2:version:1.5.1","0.19190236169625066"
"org.pustefixframework:pustefix-core:0.17.0","0.1918742414185697"
"commons-io:commons-io:2.1","0.1918568361716399"
"org.nuiton:maven-license-plugin:3.0","0.1918527138003765"
"org.jasig.cas:cas-server-core:3.4.6","0.1918476600150487"
"org.springframework.ws:spring-ws-core:2.1.1.RELEASE","0.19181563779235036"
"org.apache.bval:bval-core:0.2-incubating","0.19179464645814553"
"org.jasig.cas:cas-server-core:3.4.10","0.1917833483071807"
"org.codehaus.xfire:xfire-core:1.2.5","0.19177911110881657"
"org.blueoxygen.cimande:cimande-core:2.0","0.1917191532545935"
"acegisecurity:acegi-security-jboss:0.9.0","0.19168974508571718"
"org.kuali.rice:rice-impl:1.0.3.2-m2","0.19165641769885378"
"org.hibernate:hibernate-core:3.5.4-Final","0.191628273237478"
"net.sf.json-lib:json-lib:2.2.2","0.19162637767622784"
"net.liftweb:lift-util:1.0","0.19162523358391761"
"org.hibernate.javax.persistence:hibernate-jpa-2.0-api:1.0.1.Final","0.1916251429430719"
"org.slf4j:slf4j-api:1.6.4","0.19157167207749737"
"org.codehaus.redback:plexus-spring:1.3-M2","0.19153800397067067"
"org.apache.poi:poi:3.0.2-FINAL","0.1915338394642163"
"org.springframework:spring-context-support:2.5","0.19153205890417832"
"org.nuiton:nuiton-utils:1.3.1","0.1915194785027481"
"se.vgregion.oppna-program-account-activation:oppna-program-account-activation-core-bc-composite-types:1.0","0.19151310668942467"
"org.ow2.orchestra.installer.izpack:izpack-geolocation-notifier:4.6.2","0.19146915533001269"
"commons-io:commons-io:2.0.1","0.1914522376156104"
"org.pustefixframework:pustefix-core:0.15.26","0.19143908466361095"
"org.apache.servicemix:servicemix-vfs:2011.01","0.19143514404772713"
"org.nuiton:nuiton-utils:1.4.1","0.19142638462906691"
"org.mule:mule-core:1.4.1","0.1913680344592318"
"org.mule:mule-core:1.4.0","0.1913448045624293"
"org.hibernate:hibernate-core:3.6.0.Final","0.19133955759943952"
"org.ow2.jasmine.monitoring:jasmine-eos-common-server:1.2.4","0.19130812359742227"
