"artifact","page_rank"
"org.mortbay.jetty:servlet-api:2.5-20081211","1.6593959999999996"
"com.sun.grizzly:grizzly-utils:1.9.18-o","1.6480995000000003"
"stax:stax-api:1.0","1.6400754999999998"
"commons-codec:commons-codec:1.2","1.6360635000000003"
"com.sun.xml.bind:jaxb-impl:2.1.12","1.6353834999999999"
"org.apache.geronimo.specs:geronimo-jacc_1.1_spec:1.0-M2","1.6353494999999996"
"org.ow2.util.asm:asm:3.1","1.6236025"
"org.slf4j:slf4j-log4j12:1.6.1","1.6232455"
"org.apache.cxf:cxf-rt-frontend-jaxrs:2.2.6","1.6226249999999998"
"joda-time:joda-time:2.0","1.622557"
"xml-resolver:xml-resolver:1.2","1.617134"
"jline:jline:0.9.94","1.5997515000000002"
"org.codehaus.jettison:jettison:1.1","1.5979154999999998"
"org.eclipse.persistence:javax.persistence:2.0.3","1.5965639999999997"
"javax.ws.rs:jsr311-api:1.0","1.592178"
"commons-pool:commons-pool:1.5.4","1.5920675"
"javax.xml.bind:jsr173_api:1.0","1.5919484999999998"
"org.antlr:stringtemplate:3.2","1.5817655"
"commons-lang:commons-lang:2.2","1.5730445"
"asm:asm-tree:3.1","1.569313"
"org.scala-lang:scala-library:2.9.1","1.5638815"
"com.thoughtworks.paranamer:paranamer:2.3","1.5622410000000002"
"joda-time:joda-time:2.1","1.5563589999999996"
"log4j:log4j:1.2.15","1.5557895000000002"
"org.codehaus.woodstox:wstx-asl:3.2.9","1.5479354999999997"
"org.slf4j:slf4j-api:1.5.10","1.541484"
"jaxen:jaxen:1.1.1","1.5334175"
"org.jdtaus.core:jdtaus-core-schemas:1.15","1.5310035"
"org.joda:joda-convert:1.1","1.529159"
"commons-codec:commons-codec:1.6","1.524195"
"antlr:antlr:2.7.6","1.5205739999999999"
"com.sun.enterprise:hk2-core:1.1.0","1.5177435000000001"
"velocity:velocity-dep:1.4","1.5158395"
"xalan:xalan:2.7.0","1.5026475000000001"
"com.google.inject:guice:2.0","1.50167"
"com.sun.mail:javax.mail:1.4.4","1.497692"
"org.ow2.easybeans:quartz:1.6.0","1.4969099999999997"
