"artifact","direct_usages"
"org.apache.maven.shared:maven-doxia-tools:1.4","1"
"org.glassfish.jersey.containers:jersey-container-grizzly2-http:2.0-m05-2","1"
"org.glassfish:javax.mail:3.0-b46","1"
"org.apache.geronimo.framework:geronimo-jmx-remoting:2.2.1","1"
"org.glassfish:javax.mail:3.0-b45","1"
"org.skyscreamer:yoga-springmvc:0.2.0","1"
"org.apache.maven.shared:maven-doxia-tools:1.2","1"
"com.sun.grizzly:grizzly-comet-webserver:1.9.18b","1"
"org.glassfish.webservices:webservices-connector:3.0.1-b08","1"
"org.mortbay.jetty:jetty-ajp:6.1.5","1"
"org.glassfish.deployment:dtds:3.0.1-b07","1"
"org.glassfish.deployment:dtds:3.0.1-b06","1"
"org.glassfish.deployment:dtds:3.0.1-b08","1"
"de.huxhorn.lilith:de.huxhorn.lilith.3rdparty.jmdns:2.0-patched","1"
"com.sun:tools:1.8.0_171","1"
"org.eclipse.tycho:sisu-equinox-embedder:0.14.1","1"
"org.jclouds.provider:cloudservers-uk:1.1.1","1"
"org.jclouds.provider:cloudservers-uk:1.1.0","1"
"org.glassfish:javax.mail:3.0-b61","1"
"org.glassfish:javax.mail:3.0-b64","1"
"org.glassfish:javax.mail:3.0-b63","1"
"org.glassfish:javax.mail:3.0-b68","1"
"org.glassfish:javax.mail:3.0-b69","1"
"org.glassfish:javax.mail:3.0-b67","1"
"geronimo-spec:geronimo-spec-jta:1.0.1B-rc2","1"
"org.ow2.jonas:jonas-webservices-jaxrpc:5.2.0-M2-SR1","1"
"org.jclouds.provider:serverlove-z1-man:1.0-beta-9d","1"
"org.ow2.jonas:jonas-security-auth:5.2.1","1"
"org.ow2.jonas:jonas-security-auth:5.2.0","1"
"org.ow2.jonas:jonas-security-auth:5.2.3","1"
"org.glassfish:javax.mail:3.0-b70","1"
"net.sf.jung:jung-graph-impl:2.0","1"
"org.whitesource:wss-agent-api:1.1.0","1"
"net.liftweb:lift-common_2.7.7:2.2-M1","1"
"org.apache.tuscany.sca:tuscany-sca-api:2.0-Beta2","1"
"org.apache.tuscany.sca:tuscany-sca-api:2.0-Beta1","1"
"net.liftweb:lift-json_2.8.1:2.2-RC1","1"
"net.liftweb:lift-json_2.8.1:2.2-RC5","1"
"org.glassfish:osgi-web-container:3.1.1-b05","1"
"org.glassfish.cluster:cluster-ssh:3.1.1","1"
"org.glassfish:osgi-web-container:3.1.1-b02","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b01","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b02","1"
"org.glassfish:osgi-web-container:3.1.1-b01","1"
"org.glassfish.hk2:core:2.1.17","1"
"org.glassfish.hk2:core:2.1.16","1"
"org.glassfish.appclient:acc-config:3.1.1-b01","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b05","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b09","1"
"org.glassfish.hk2:core:2.1.14","1"
"org.eclipse.jetty:jetty-start:8.0.0.RC0","1"
"org.glassfish.common:amx-core:3.2-b06","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b07","1"
"org.glassfish.hk2:core:2.1.12","1"
"org.glassfish.common:amx-core:3.2-b04","1"
"com.sun.grizzly:grizzly-framework:1.7.2","1"
"org.glassfish.deployment:deployment-javaee-full:3.0-b74b","1"
"org.jboss.marshalling:jboss-marshalling-river:1.3.15.GA","1"
"org.glassfish.deployment:deployment-javaee-full:3.0-b74a","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b11","1"
"org.swinglabs.swingx:swingx-autocomplete:1.6.3","1"
"org.glassfish.deployment:schemas:3.1-b35","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b17","1"
"ro.isdc.wro4j:wro4j-core:1.4.5","1"
"org.glassfish.deployment:schemas:3.1-b31","1"
"org.glassfish.main.security:websecurity:3.1.2","1"
"org.glassfish.deployment:schemas:3.1-b30","1"
"org.glassfish.deployment:schemas:3.1-b32","1"
"org.glassfish.deployment:schemas:3.1-b40","1"
"com.sun.jersey:jersey-json:1.10","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b23","1"
"org.bouncycastle:bctsp-jdk14:1.38","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b22","1"
"org.kuali.student.lum:ks-lum-ui-common:1.2.2-M4","1"
"org.codehaus.sonar:sonar-channel:2.1RC1","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b25","1"
"org.xwiki.commons:xwiki-commons-observation-api:4.4-rc-1","1"
"org.jboss.arquillian.testenricher:arquillian-testenricher-resource:1.0.0.CR4","1"
"org.jboss.arquillian.testenricher:arquillian-testenricher-resource:1.0.0.CR7","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b35","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b33","1"
"org.ow2.jonas.osgi:javaee-api:5.0.3","1"
"jaxen:jaxen:1.1.3","1"
"org.apache.maven:maven-repository-metadata:2.2.0","1"
"org.wikbook:wikbook.core:0.9.10","1"
"org.ow2.jonas.osgi:javaee-api:5.0.5","1"
"org.apache.juddi:juddi-core:3.0.1","1"
"org.ow2.jonas.osgi:javaee-api:5.0.4","1"
"org.glassfish.registration:registration-api:3.1-b17","1"
"org.glassfish.registration:registration-api:3.1-b16","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b38","1"
"org.glassfish.registration:registration-api:3.1-b12","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b39","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b36","1"
"org.apache.karaf.webconsole:org.apache.karaf.webconsole.features:2.1.1","1"
"org.glassfish.registration:registration-api:3.1-b10","1"
"org.glassfish.ejb:ejb-internal-api:3.1-b41","1"
"org.glassfish.web:jstl-connector:3.1.1-b11","1"
"org.wikbook:wikbook.core:0.9.20","1"
"org.ow2.easywsdl:easy-wsdl:1.0","1"
"org.jodd:jodd-wot:3.3.4","1"
"org.kuali.student.lum:ks-lum-ui:1.2-M4","1"
"org.eclipse.core:org.eclipse.core.jobs:3.5.0.v20100515","1"
"org.glassfish.web:jstl-connector:3.1.1-b02","1"
"org.glassfish.common:amx-core:3.2-b02","1"
"org.glassfish.common:amx-core:3.2-b01","1"
"org.glassfish.web:jstl-connector:3.1.1-b01","1"
"org.glassfish.web:jstl-connector:3.1.1-b05","1"
"org.hibernate:hibernate-search-analyzers:3.3.0.Final","1"
"com.googlecode.flyway:flyway-core:2.0.1","1"
"com.googlecode.jannocessor:jannocessor-model-api:0.6.0","1"
"org.commonjava.util:logging:1.1","1"
"org.eclipse.jetty:jetty-security:7.6.1.v20120215","1"
"org.apache.sshd:sshd-core:0.3.0","1"
"org.glassfish.web:jstl-connector:3.1.1-b10","1"
"org.apache.cactus:cactus.core.framework.wrapper.javaEE.14:1.8.0","1"
"net.liftweb:lift-common_2.8.1:2.4-M3","1"
"org.glassfish.jersey.containers:jersey-container-grizzly2-servlet:2.0-m04-2","1"
"net.liftweb:lift-common_2.8.1:2.4-M1","1"
"org.apache.cxf:cxf-rt-core:2.0.6","1"
"net.liftweb:lift-mapper:1.0","1"
"org.glassfish.registration:registration-api:3.1-b06","1"
"org.glassfish.registration:registration-api:3.1-b02","1"
"com.sun.grizzly:grizzly-portunif:1.7.0_02","1"
"org.exoplatform.ws:exo.ws.commons:2.1.8-GA","1"
"org.mortbay.jetty:jetty-html:6.1.5","1"
"org.dasein:dasein-cloud-core:2012.04.1","1"
"org.apache.maven:maven-plugin-tools-api:2.0-alpha-3","1"
"org.reflext:reflext.jlr:1.1.0-beta6","1"
"org.glassfish:javax.security.jacc:10.0-b28","1"
"org.jclouds.api:swift:1.3.2","1"
"fr.opensagres.xdocreport:fr.opensagres.xdocreport.template.freemarker:0.9.6","1"
"org.apache.wicket:wicket-datetime:6.3.0","1"
"fr.opensagres.xdocreport:fr.opensagres.xdocreport.template.freemarker:0.9.7","1"
"org.sonatype.nexus:nexus-web-utils:2.0.1","1"
"org.powermock:powermock-api-support:1.4.10","1"
"net.officefloor.core:officemodelgen:2.1.0","1"
"org.apache.geronimo.configs:tomcat7-clustering-wadi:3.0-M1","1"
"org.apache.cxf:cxf-rt-transports-http:2.3.11","1"
"de.schlichtherle.truezip:truezip-kernel:7.3","1"
"de.schlichtherle.truezip:truezip-kernel:7.2","1"
"org.glassfish.web:web-gui-plugin-common:3.2-b02","1"
"com.sun.faces.extensions:jsf-extensions-dynamic-faces:0.1","1"
"com.sun.faces.extensions:jsf-extensions-dynamic-faces:0.2","1"
"org.apache.cxf:cxf-tools-misctools:2.6.1","1"
"org.eclipse.jetty:jetty-client:7.4.0.RC0","1"
"org.jboss.osgi.spi:jbosgi-spi:3.1.0.Final","1"
"org.jbpm:jbpm-workitems:5.4.0.Final","1"
"org.glassfish.registration:registration-api:3.1-b35","1"
"org.glassfish.registration:registration-api:3.1-b31","1"
"org.slf4j:jul-to-slf4j:1.7.2","1"
"org.glassfish.registration:registration-api:3.1-b30","1"
"org.eclipse.jetty:jetty-io:8.1.3.v20120416","1"
"org.glassfish.registration:registration-api:3.1-b32","1"
"org.glassfish.registration:registration-api:3.1-b40","1"
"com.google.appengine:appengine-testing:1.5.0.1","1"
"org.glassfish.distributions:nucleus:3.0-b72","1"
"org.apache.felix:org.apache.felix.main:1.8.1","1"
"org.springframework.integration:spring-integration-file:2.0.3.RELEASE","1"
"org.ow2.jonas:jonas-security:5.1.0-M3","1"
"org.apache.jackrabbit:jackrabbit-spi:2.4.2","1"
"org.apache.axis2:axis2-transport-local:1.6.1","1"
"org.eclipse.jetty:jetty-client:7.5.0.RC0","1"
"org.glassfish.flashlight:flashlight-framework:3.2-b01","1"
"org.jclouds.provider:aws-ec2:1.3.2","1"
"org.glassfish.flashlight:flashlight-framework:3.2-b05","1"
"org.glassfish.flashlight:flashlight-framework:3.2-b04","1"
"io.airlift:jmx-http-rpc-experimental:0.65","1"
"org.sonatype.aether:aether-connector-wagon:1.13.1","1"
"org.ops4j.pax.swissbox:pax-swissbox-core:1.3.0","1"
"com.sun.xml.bind:jaxb-impl:2.2.5-2","1"
"org.xwiki.commons:xwiki-commons-component-observation:3.5-milestone-1","1"
"org.glassfish:javax.xml.stream:3.0-Prelude-Embedded-b13","1"
"org.glassfish:javax.xml.stream:3.0-Prelude-Embedded-b10","1"
"org.glassfish:javax.xml.stream:3.0-Prelude-Embedded-b11","1"
"org.jboss.as:jboss-as-domain-http-interface:7.1.1.Final","1"
"org.apache.maven.shared:maven-artifact-resolver:1.0","1"
"org.codehaus.cargo:cargo-core-uberjar:1.1.1","1"
"net.liftweb:lift-json_2.8.0:2.2-M1","1"
"org.ow2.mind:plugin-loader:0.2.3","1"
"jexcelapi:jxl:2.4.2","1"
"com.sun.grizzly:grizzly-rcm:1.9.19-beta4","1"
"com.sun.grizzly:grizzly-rcm:1.9.19-beta6","1"
"com.sun.grizzly:grizzly-rcm:1.9.19-beta7","1"
"org.codehaus.sonar:sonar-squid:2.6-RC1","1"
"com.custardsource.parfait:parfait-core:0.2.2","1"
"com.sun.grizzly:grizzly-rcm:1.9.19-beta3","1"
"org.ow2.jonas:jonas-generators-wsgen:5.1.0-RC3","1"
"org.glassfish:osgi-jpa:3.1.1-b01","1"
"org.glassfish:osgi-jpa:3.1.1-b02","1"
"org.glassfish:osgi-jpa:3.1.1-b05","1"
"com.sun.jersey:jersey-json:1.6-ea02","1"
"com.sun.jersey:jersey-json:1.6-ea04","1"
"com.sun.grizzly:grizzly-websockets:1.9.19-beta3","1"
"com.sun.grizzly:grizzly-websockets:1.9.19-beta5","1"
"com.sun.grizzly:grizzly-websockets:1.9.19-beta4","1"
"org.ow2.easybeans:easybeans-component-hsqldb:1.2.0-M5","1"
"org.ow2.easybeans:easybeans-jca-workmanager:1.0.2","1"
"com.sun.grizzly:grizzly-compat:1.9.35","1"
"org.ow2.cmi:cmi-ejb2:2.0.9","1"
"org.apache.myfaces.portlet-bridge:portlet-bridge-impl:2.0.0-alpha-2","1"
"nl.cloudfarming.client:logging:1.0.4","1"
"org.ow2.cmi:cmi-core-common:2.1.0","1"
"org.ow2.easybeans:easybeans-component-hsqldb:1.2.0-M3","1"
"nl.cloudfarming.client:logging:1.0.9","1"
"org.mongodb:mongo-java-driver:2.1","1"
"org.mongodb:mongo-java-driver:2.2","1"
"org.mongodb:mongo-java-driver:2.4","1"
"org.apache.archiva:archiva-database:1.2","1"
"org.apache.camel:camel-cxf:2.0.0","1"
"org.sqlproc:sql-processor:1.4.1","1"
"com.sun.grizzly:grizzly-websockets:1.9.19-beta7","1"
"com.sun.grizzly:grizzly-websockets:1.9.19-beta6","1"
"org.eclipse.help:org.eclipse.help:3.2.1","1"
"org.apache.struts:struts2-codebehind-plugin:2.3.7","1"
"com.sun.grizzly:grizzly-compat:1.9.14","1"
"com.dooapp:gaedo-definition:0.4.11","1"
"com.dooapp:gaedo-definition:0.4.10","1"
"org.codehaus.izpack:izpack-tools:5.0.0-beta2","1"
"org.glassfish.external:jmsra:3.0.1-b08","1"
"com.sun.jersey:jersey-grizzly2:1.11.1","1"
"org.ow2.easybeans:easybeans-component-cmi:1.2.0-M5","1"
"org.apache.tuscany.sca:tuscany-contribution-namespace:1.6.2","1"
"org.codehaus.service-conduit:sca4j-management-api:0.9.3","1"
"org.apache.geronimo.modules:geronimo-activemq:2.2.1","1"
"org.ow2.easybeans:easybeans-jpa-toplink-essentials-dependency:1.1.0-RC1","1"
"net.liftweb:lift-mapper_2.8.0:2.1-RC2","1"
"org.apache.james:james-server-util:3.0-M2","1"
"net.liftweb:lift-mapper_2.8.0:2.1-RC1","1"
"org.codehaus.service-conduit:sca4j-management-api:0.9.5","1"
"org.codehaus.service-conduit:sca4j-management-api:0.9.4","1"
"org.codehaus.service-conduit:sca4j-management-api:0.9.6","1"
"org.apache.cxf:cxf-rt-javascript:2.6.1","1"
"org.glassfish.admingui:console-web-plugin-help:3.2-b03","1"
"org.glassfish.registration:registration-api:3.0.1-b01","1"
"org.jclouds.api:cloudfiles:1.2.0","1"
"org.apache.maven.wagon:wagon-webdav-jackrabbit:1.0-beta-6","1"
"org.seleniumhq.selenium:selenium-android-driver:2.3.1","1"
"org.glassfish.registration:registration-api:3.0.1-b03","1"
"org.apache.wicket:wicket-extensions:1.3.0-rc1","1"
"org.glassfish.admingui:console-web-plugin-help:3.2-b02","1"
"org.glassfish.registration:registration-api:3.0.1-b08","1"
"com.facebook.jcommon:collections-foundation:0.1.3","1"
"org.springframework:spring-beans:2.0.4","1"
"org.springframework:spring-beans:2.0.3","1"
"org.springframework:spring-beans:2.0.7","1"
"org.ow2.easybeans:easybeans-component-hsqldb:1.1.0","1"
"com.ebmwebsourcing.easycommons:easycommons.logger:1.1","1"
"org.jbpm:jbpm-bam:5.4.0.Final","1"
"org.apache.myfaces.core.internal:myfaces-impl-shared:2.1.10","1"
"org.springframework.integration:spring-integration-core:2.1.3.RELEASE","1"
"org.apache.maven.archiva:archiva-configuration:1.0-beta-2","1"
"org.apache.maven.archiva:archiva-configuration:1.0-beta-3","1"
"org.glassfish.registration:registration-api:3.0.1-b20","1"
"org.springframework:spring-oxm:3.0.2.RELEASE","1"
"org.apache.shindig:shindig-features:1.1-BETA5-incubating","1"
"org.apache.wicket:wicket-extensions:1.4.12","1"
"sk.seges.sesam:sesam-service-support:1.2.2","1"
"org.apache.maven.archiva:archiva-xml-tools:1.0-beta-3","1"
"org.glassfish.packager:glassfish-jsf:3.0.1-b08","1"
"org.apache.maven.archiva:archiva-xml-tools:1.0-beta-2","1"
"org.codehaus.cargo:cargo-core-api-generic:1.1.3","1"
"org.apache.wicket:wicket-extensions:1.4.20","1"
"net.liftweb:lift-json_2.8.0:2.1-RC2","1"
"org.springframework.batch:spring-batch-core:2.0.3.RELEASE","1"
"net.liftweb:lift-json_2.8.0:2.1-RC1","1"
"org.ow2.easybeans:easybeans-component-statistic:1.1.0","1"
"org.glassfish.registration:registration-api:3.0.1-b14","1"
"org.glassfish.admingui:console-cluster-plugin:3.1.1","1"
"org.glassfish.registration:registration-api:3.0.1-b19","1"
"org.apache.aries.blueprint:org.apache.aries.blueprint.api:0.3","1"
"org.apache.tuscany.sca:tuscany-core-spi:2.0","1"
"org.apache.cxf:cxf-rt-ws-security:2.3.8","1"
"org.glassfish.security:webservices.security:3.0-b74","1"
"org.glassfish.security:webservices.security:3.0-b73","1"
"org.glassfish.security:webservices.security:3.0-b72","1"
"org.glassfish.external:jmxremote_optional-repackaged:3.1.1-b10","1"
"org.glassfish.external:jmxremote_optional-repackaged:3.1.1-b11","1"
"org.apache.tomcat:tribes:6.0.13","1"
"com.cedarsoft.commons:xml-commons:3.0.0","1"
"org.codehaus.plexus.security:plexus-security-keys-jdo:1.0-alpha-11","1"
"org.glassfish.external:jmxremote_optional-repackaged:3.1.1-b05","1"
"org.glassfish.external:jmxremote_optional-repackaged:3.1.1-b07","1"
"org.glassfish.web:web-core:3.0.1","1"
"org.glassfish.security:security-all:3.0-b74a","1"
"org.glassfish.core:logging:3.1.1","1"
"org.apache.camel:camel-jms:2.7.1","1"
"org.appspy.perf:org.appspy.perf.servlet:1.0","1"
"org.glassfish.external:jmxremote_optional-repackaged:3.1.1-b01","1"
"org.glassfish.external:jmxremote_optional-repackaged:3.1.1-b02","1"
"org.glassfish.security:security-all:3.0-b74b","1"
"org.apache.myfaces.tobago:tobago-core:1.0.12","1"
"org.codehaus.fabric3:fabric3-host-api:1.5","1"
"org.codehaus.fabric3:fabric3-host-api:1.4","1"
"org.apache.myfaces.tobago:tobago-core:1.0.10","1"
"commons-io:commons-io:2.5","1"
"org.ops4j.pax.web:pax-web-api:3.0.0.M1","1"
"org.apache.myfaces.tobago:tobago-core:1.0.14","1"
"org.apache.camel:camel-cxf:1.6.2","1"
"org.glassfish.packager:glassfish-jsf:3.0.1-b20","1"
"org.glassfish.admin:launcher:3.2-b01","1"
"org.slf4j:log4j-over-slf4j:1.7.2","1"
"org.jclouds.provider:elastichosts-sat-p:1.4.0","1"
"org.glassfish.deployment:dtds:3.1.1-b02","1"
"org.wicketstuff:wicketstuff-yav:1.5.0","1"
"org.glassfish.deployment:dtds:3.1.1-b01","1"
"doxia:doxia-sink-api:1.0-alpha-5","1"
"org.glassfish.admin:launcher:3.2-b04","1"
"org.seleniumhq.selenium:selenium-api:2.15.0","1"
"sk.seges.corpis:corpis-lang-api:1.2.2","1"
"org.glassfish.ejb:ejb-internal-api:3.1.1-b11","1"
"org.glassfish.admin:launcher:3.2-b06","1"
"org.glassfish.deployment:dtds:3.1.1-b07","1"
"org.codehaus.fabric3:fabric3-host-api:1.9","1"
"org.glassfish.deployment:dtds:3.1.1-b05","1"
"org.apache.geronimo.framework:geronimo-jmx-remoting:2.1.4","1"
"org.apache.tomcat:tribes:6.0.32","1"
"org.seleniumhq.selenium:selenium:2.0a7","1"
"org.codehaus.redback:redback-common-integrations:1.2-beta-1","1"
"org.codehaus.redback:redback-configuration:1.2.6","1"
"org.codehaus.redback:redback-configuration:1.2.8","1"
"org.glassfish.security:webservices.security:3.0-b64","1"
"org.glassfish.deployment:dtds:3.1.1-b11","1"
"org.glassfish.deployment:dtds:3.1.1-b10","1"
"org.glassfish.common:amx-all:3.1.1","1"
"org.glassfish.packager:glassfish-codegen:3.0-b61","1"
"org.glassfish.packager:glassfish-codegen:3.0-b63","1"
"org.glassfish.packager:glassfish-codegen:3.0-b64","1"
"org.apache.tomcat:tribes:6.0.29","1"
"org.glassfish.flashlight:flashlight-extra-jdk-packages:3.2-b01","1"
"org.glassfish.flashlight:flashlight-extra-jdk-packages:3.2-b04","1"
"org.ow2.easybeans:easybeans-deployer-tomcat-5.5:1.1.0-RC1","1"
"geronimo-spec:geronimo-spec-j2ee-jacc:${geronimo_spec_j2ee_jacc_version}","1"
"org.glassfish.ejb:ejb-timer-service-app:3.0-b74a","1"
"org.ow2.jonas:jonas-deployment:5.0.1","1"
"org.ow2.jonas:jonas-deployment:5.0.3","1"
"org.ow2.jonas:jonas-deployment:5.0.5","1"
"org.jboss:jboss-remote-naming:1.0.2.Final","1"
"org.ow2.jonas:jonas-deployment:5.0.4","1"
"org.codehaus.plexus.security:plexus-security-user-management-provider-jdo:1.0-alpha-11","1"
"org.glassfish.ejb:ejb-internal-api:3.1.1-b09","1"
"org.apache.openejb:openejb-client:3.0.1","1"
"org.apache.karaf:org.apache.karaf.util:2.2.10","1"
"org.codehaus.redback:redback-configuration:1.2.1","1"
"org.codehaus.redback:redback-configuration:1.2.2","1"
"org.glassfish.ejb:ejb-internal-api:3.1.1-b01","1"
"org.glassfish.ejb:ejb-internal-api:3.1.1-b02","1"
"org.glassfish.ejb:ejb-internal-api:3.1.1-b05","1"
"org.glassfish.ejb:ejb-internal-api:3.1.1-b04","1"
"org.glassfish.ejb:ejb-internal-api:3.1.1-b07","1"
"log4j:log4j:${log4j_version}","1"
"org.specs2:specs2-scalaz-core_2.8.2:5.1-SNAPSHOT","1"
"org.apache.maven:maven-plugin-registry:2.0.1","1"
"org.apache.archiva:archiva-transaction:1.2","1"
"se.vgregion.vertikala-prioriteringar:vertikala-prioriteringar-core-bc-composite-svc:1.0","1"
"com.redhat.rhevm.api:rhevm-api:0.9-milestone6.5","1"
"org.apache.maven:maven-plugin-registry:2.0.7","1"
"com.redhat.rhevm.api:rhevm-api:0.9-milestone6.6","1"
"net.sourceforge.jadex:jadex-kernel-micro:2.0-rc8","1"
"net.liftweb:lift-webkit_2.8.1:2.3-M1","1"
"org.apache.maven:maven-plugin-registry:2.0.9","1"
"org.scalatest:scalatest_2.10.0-RC2:1.8-B2","1"
"org.apache.maven:maven-plugin-registry:2.0.4","1"
"com.redhat.rhevm.api:rhevm-api:0.9-milestone6.2","1"
"net.sourceforge.jadex:jadex-kernel-micro:2.0-rc9","1"
"org.apache.maven:maven-plugin-registry:2.0.6","1"
"com.redhat.rhevm.api:rhevm-api:0.9-milestone6.3","1"
"org.apache.maven:maven-plugin-registry:2.0.5","1"
"com.redhat.rhevm.api:rhevm-api:0.9-milestone6.4","1"
"org.fluentlenium:fluentlenium-core:0.7.1","1"
"org.glassfish.hk2.external:bean-validator:1.0.55","1"
"org.ow2.util:util-plan-monitor-impl:1.0.21","1"
"org.glassfish.hk2.external:bean-validator:1.0.50","1"
"org.jclouds.provider:stratogen-vcloud-mycloud:1.4.0","1"
"org.apache.maven:maven-plugin-registry:2.1.0","1"
"org.ow2.jonas.jonas-itests-applications-jaxws-add:module-addbean:5.3.0-M1","1"
"org.glassfish.hk2.external:bean-validator:1.0.58","1"
"org.eclipse.persistence:org.eclipse.persistence.moxy:2.4.1","1"
"org.apache.geronimo.framework:geronimo-core:3.0-M1","1"
"org.glassfish.admingui:console-common:3.0.1-b08","1"
"org.glassfish.admingui:console-web-plugin:3.1-b31","1"
"org.glassfish.external:jaxr-ra:3.1.1-b10","1"
"org.glassfish.admingui:console-web-plugin:3.1-b30","1"
"org.glassfish.hk2.external:bean-validator:1.0.66","1"
"org.glassfish.hk2.external:bean-validator:1.0.64","1"
"org.glassfish.hk2.external:bean-validator:1.0.61","1"
"org.glassfish.security:ejb.security:3.0-b64","1"
"asm:asm:3.0_RC1","1"
"org.hibernate:hibernate-annotations:3.2.0.ga","1"
"org.eclipse.jgit:org.eclipse.jgit:0.5.1.51-g96b2e76","1"
"org.glassfish.hk2.external:bean-validator:1.0.60","1"
"com.github.axet:wget:1.0.12","1"
"org.glassfish.external:jaxr-ra:3.1.1-b01","1"
"org.glassfish.admingui:console-web-plugin:3.1-b40","1"
"org.ow2.cmi:cmi-lb:2.1.0","1"
"org.glassfish.admingui:console-web-plugin:3.1-b06","1"
"org.ow2.cmi:cmi-lb:2.1.1","1"
"org.apache.shindig:shindig-common:3.0.0-beta4","1"
"org.jclouds.driver:jclouds-jsch:1.0-beta-9d","1"
"org.grails:grails-bootstrap:2.1.0.RC3","1"
"org.ow2.jonas.osgi:javaee-api:5.1.0","1"
"org.ow2.jonas.osgi:javaee-api:5.1.2","1"
"org.ow2.jonas.osgi:javaee-api:5.1.1","1"
"geronimo:geronimo-axis-builder:${geronimo_version}","1"
"org.ow2.jonas.osgi:javaee-api:5.1.4","1"
"org.ow2.jonas.osgi:javaee-api:5.1.3","1"
"org.codehaus.plexus:plexus-container-default:1.0-beta-3.0.1","1"
"org.ow2.jonas.osgi:javaee-api:5.1.6","1"
"org.ow2.jonas.osgi:javaee-api:5.1.5","1"
"org.apache.openwebbeans:openwebbeans-impl:1.0.0-M4","1"
"org.glassfish.common:annotation-framework:3.1","1"
"org.glassfish.common:annotation-framework:3.0","1"
"org.glassfish.ejb:ejb-container:3.2-b04","1"
"org.glassfish.admingui:console-web-plugin:3.1-b12","1"
"org.glassfish.ejb:ejb-container:3.2-b02","1"
"org.ow2.easybeans:easybeans-deployer-tomcat-6.0:1.0.0-JONAS","1"
"org.glassfish.admingui:console-web-plugin:3.1-b10","1"
"org.eclipse.core:org.eclipse.core.jobs:3.2.0","1"
"org.glassfish.admingui:console-web-plugin:3.1-b17","1"
"org.glassfish.admingui:console-common:3.0.1-b20","1"
"org.jvnet.hudson.plugins:instant-messaging:1.6","1"
"org.glassfish.hk2.external:bean-validator:1.0.48","1"
"org.glassfish.hk2.external:bean-validator:1.0.47","1"
"org.apache.felix:org.apache.felix.framework:4.0.2","1"
"com.redhat.rhevm.api:rhevm-api:0.9-milestone3","1"
"javax:javaee-web-api:6.0","1"
"org.ow2.easybeans:easybeans-jpa-default-hibernate:1.1.0-M1b-JONAS","1"
"org.jclouds.provider:elastichosts-sat-p:1.3.2","1"
"org.jclouds.provider:openhosting-east1:1.5.0-alpha.2","1"
"org.apache.servicemix.bundles:org.apache.servicemix.bundles.serp:1.13.1_2","1"
"org.slf4j:log4j-over-slf4j:1.6.6","1"
"org.glassfish.common:btrace-jars:3.0-b72","1"
"org.glassfish.jersey.core:jersey-common:2.0-m05-1","1"
"org.glassfish.common:btrace-jars:3.0-b71","1"
"org.glassfish.common:btrace-jars:3.0-b74","1"
"org.codehaus.jackson:jackson-core-asl:0.9.9","1"
"org.glassfish.common:btrace-jars:3.0-b73","1"
"com.googlecode.jannocessor:jannocessor-model-api:0.7.3","1"
"org.apache.sshd:sshd-core:0.4.0","1"
"org.glassfish:osgi-web-container:3.0-b74a","1"
"ro.isdc.wro4j:wro4j-core:1.3.7","1"
"org.glassfish:osgi-web-container:3.0-b74b","1"
"org.glassfish.common:btrace-jars:3.0-b69","1"
"com.mysema.querydsl:querydsl-core:1.1.0","1"
"org.glassfish.common:btrace-jars:3.0-b61","1"
"org.glassfish.common:btrace-jars:3.0-b63","1"
"org.cometd.java:cometd-java-server:2.5.0","1"
"org.apache.juddi:uddi-ws:3.0.1","1"
"org.glassfish.common:btrace-jars:3.0-b64","1"
"org.wicketstuff:misc:1.4.10","1"
"com.sun.jersey.glassfish.v3:jersey-gfv3-core:1.8","1"
"org.glassfish.hk2.external:bean-validator:1.0.74","1"
"org.glassfish.hk2.external:bean-validator:1.0.72","1"
"org.ow2.easybeans:easybeans-jpa-toplink-essentials-glue:1.0.0-JONAS","1"
"org.apache.maven:maven-repository-metadata:2.1.0","1"
"org.domdrides:domdrides-core:1.1","1"
"org.apache.geronimo.daytrader:daytrader-wsappclient:2.1.7","1"
"org.apache.myfaces.tobago:tobago-core:1.0.26","1"
"org.springframework.ldap:spring-ldap-core-tiger:1.3.0.RELEASE","1"
"org.apache.geronimo.configs:tomcat6-deployer:2.2","1"
"org.sonatype.nexus:nexus-repository-metadata-api:1.1","1"
"org.glassfish.hk2.external:bean-validator:1.0.71","1"
"org.eclipse.tycho:org.eclipse.tycho.p2.resolver.shared:0.14.1","1"
"org.ow2.util:util-plan-monitor-impl:1.0.35","1"
"org.ow2.jonas:jonas-security-auth:5.2.0-M2-SR1","1"
