artifact,union_find
activemq:activemq-gbean-management:3.2.2,1026
geronimo:geronimo-management:${geronimo_management_version},1026
org.codehaus.service-conduit:sca4j-generic-runtime-impl:0.9.5,30125
org.codehaus.service-conduit:sca4j-fabric:0.9.5,30125
org.codehaus.service-conduit:sca4j-standard-intents:0.9.5,30125
org.codehaus.service-conduit:sca4j-spi:0.9.5,30125
org.codehaus.service-conduit:sca4j-introspection-spi:0.9.5,30125
org.codehaus.service-conduit:sca4j-transform-api:0.9.5,30125
org.codehaus.service-conduit:sca4j-xmlfactory:0.9.5,30125
org.codehaus.service-conduit:sca4j-scdl:0.9.5,30125
org.codehaus.service-conduit:sca4j-pojo:0.9.5,30125
org.codehaus.service-conduit:sca4j-transform:0.9.5,30125
org.codehaus.service-conduit:sca4j-loader:0.9.5,30125
org.codehaus.service-conduit:sca4j-introspection:0.9.5,30125
org.codehaus.service-conduit:sca4j-introspection-cdi:0.9.5,30125
javax.enterprise:cdi-api:1.0-SP1,30125
org.jboss.interceptor:jboss-interceptor-api:1.1,30125
org.codehaus.service-conduit:sca4j-system:0.9.5,30125
org.codehaus.service-conduit:sca4j-jmx:0.9.5,30125
org.apache.geronimo.specs:geronimo-annotation_1.0_spec:1.1,30125
org.quartz-scheduler:quartz:1.8.3,30125
org.slf4j:slf4j-api:1.5.10,30125
org.codehaus.service-conduit:sca4j-generic-runtime-api:0.9.5,30125
org.codehaus.service-conduit:sca4j-api:0.9.5,30125
org.codehaus.service-conduit.spec:sca-caa-apis:1.1-CD04,30125
org.codehaus.service-conduit:sca4j-host-api:0.9.5,30125
javax.persistence:persistence-api:1.0,30125
org.codehaus.service-conduit:sca4j-monitor-api:0.9.5,30125
org.codehaus.service-conduit:sca4j-management-api:0.9.5,30125
org.codehaus.service-conduit:sca4j-monitor:0.9.5,30125
org.codehaus.service-conduit:sca4j-thread-pool:0.9.5,30125
org.codehaus.service-conduit:sca4j-proxy:0.9.5,30125
org.codehaus.service-conduit:sca4j-java:0.9.5,30125
org.codehaus.service-conduit:sca4j-policy:0.9.5,30125
org.codehaus.service-conduit:sca4j-util:0.9.5,30125
org.glassfish.flashlight:flashlight-agent:3.0-b29,1060
org.glassfish.persistence.cmp:cmp-enhancer:3.1-b01,30125
org.glassfish.persistence.cmp:cmp-model:3.1-b01,30125
org.glassfish.persistence.cmp:cmp-utility:3.1-b01,30125
org.glassfish.persistence:persistence-common:3.1-b01,30125
org.glassfish.deployment:dol:3.1-b01,30125
com.sun.enterprise:hk2:1.0.18,30125
com.sun.enterprise:hk2-core:1.0.18,30125
com.sun.enterprise:config:1.0.18,30125
com.sun.enterprise:auto-depends:1.0.18,30125
org.glassfish:javax.servlet:3.1-b01,30125
org.glassfish:javax.annotation:3.1-b01,30125
org.glassfish:javax.transaction:3.1-b01,30125
org.glassfish:javax.enterprise.deploy:3.1-b01,30125
org.glassfish:javax.resource:3.1-b01,30125
org.glassfish:javax.ejb:3.1-b01,30125
org.glassfish.common:common-util:3.1-b01,30125
org.glassfish.deployment:deployment-common:3.1-b01,30125
org.glassfish.hk2.external:asm-all-repackaged:1.0.18,30125
org.glassfish.common:glassfish-api:3.1-b01,30125
com.sun.enterprise:config-types:1.0.18,30125
org.glassfish.common:annotation-framework:3.1-b01,30125
org.glassfish.connectors:connectors-internal-api:3.1-b01,30125
org.glassfish.admin:config-api:3.1-b01,30125
com.sun.grizzly:grizzly-config:1.9.19-beta3,30125
com.sun.enterprise:osgi-adapter:1.0.18,30125
com.sun.grizzly:grizzly-websockets:1.9.19-beta3,30125
org.glassfish.transaction:transaction-internal-api:3.1-b01,30125
org.glassfish.common:internal-api:3.1-b01,30125
org.glassfish.common:container-common:3.1-b01,30125
org.glassfish.common:glassfish-naming:3.1-b01,30125
org.glassfish.admin:admin-util:3.1-b01,30125
org.glassfish.security:security:3.1-b01,30125
org.glassfish:javax.security.auth.message:3.1-b01,30125
org.glassfish:javax.security.jacc:3.1-b01,30125
org.glassfish.ejb:ejb-internal-api:3.1-b01,30125
org.glassfish.external:ldapbp-repackaged:3.1-b01,30125
com.sun.grizzly:grizzly-utils:1.9.19-beta3,30125
com.sun.grizzly:grizzly-lzma:1.9.19-beta3,30125
com.sun.grizzly:grizzly-http:1.9.19-beta3,30125
com.sun.grizzly:grizzly-framework:1.9.19-beta3,30125
com.sun.grizzly:grizzly-rcm:1.9.19-beta3,30125
com.sun.grizzly:grizzly-portunif:1.9.19-beta3,30125
com.sun.grizzly:grizzly-comet:1.9.19-beta3,30125
org.glassfish.appclient:appclient-scripts:3.0.1-b09,1104
org.ow2.easybeans.osgi:easybeans-osgi-annotations:1.0.0.RC2-JONAS,1106
asm:asm:3.0_RC1,1106
com.cedarsoft.commons.old:string-conversion:1.6.3,1107
org.ow2.jonas.osgi:saaj-ri:5.3.0-RC1,30125
com.sun.xml.messaging.saaj:saaj-impl:1.3.2,30125
org.geomajas:geomajas-api-experimental:1.8.0,30125
org.geomajas:geomajas-api:1.8.0,30125
javax.validation:validation-api:1.0.0.GA,30125
com.vividsolutions:jts:1.11,30125
xerces:xercesImpl:2.4.0,30125
org.opengis:geoapi-pending:2.3-M1,30125
net.java.dev.jsr-275:jsr-275:1.0-beta-2,30125
org.opengis:geoapi:2.3-M1,30125
org.slf4j:slf4j-api:1.6.0,30125
org.apache.myfaces.tobago:maven-theme-plugin:1.0.35,30125
junit:junit:4.6,30125
fr.velossity.osgi:ServiceAPI4WBStep4:1.0.8,1121
org.ow2.jonas:jonas-ejb-container:5.0.3,30125
org.ow2.jonas:jonas-commons:5.0.3,30125
org.ow2.jonas.osgi:javaee-api:5.0.3,30125
org.ow2.spec.ee:ow2-ejb-3.0-spec:1.0-M1,30125
org.ow2.spec.ee:ow2-jpa-1.0-spec:1.0-M1,30125
org.ow2.spec.ee:ow2-connector-1.5-spec:1.0-M1,30125
org.ow2.spec.ee:ow2-jta-1.1-spec:1.0-M1,30125
org.ow2.spec.ee:ow2-deployment-1.2-spec:1.0-M1,30125
org.ow2.spec.ee:ow2-jsr77-1.1-spec:1.0-M1,30125
org.apache.axis:axis-saaj:1.4,30125
org.apache.geronimo.specs:geronimo-jaxr_1.0_spec:1.1,30125
javax.security:jacc:1.1,30125
org.apache.geronimo.specs:geronimo-jms_1.1_spec:1.1.1,30125
org.apache.axis2:axis2-jaxws-api:1.3,30125
xom:xom:1.0,30125
xerces:xmlParserAPIs:2.6.2,30125
com.ibm.icu:icu4j:2.6.1,30125
org.apache.ws.commons.axiom:axiom-api:1.2.5,30125
org.apache.ws.commons.axiom:axiom-impl:1.2.5,30125
org.apache.ws.commons.axiom:axiom-dom:1.2.5,30125
xalan:xalan:2.7.0,30125
org.codehaus.woodstox:wstx-asl:3.2.1,30125
xerces:xercesImpl:2.8.1,30125
org.apache.axis2:axis2-saaj-api:1.3,30125
javax.faces:jsf-api:1.2_08,30125
org.objectweb.monolog:monolog-wrapper-p6spy:2.1.9,30125
org.ow2.bundles:ow2-util-log:1.0.6,30125
org.ow2.util:util-log:1.0.7,30125
org.ow2.bundles:ow2-util-file:1.0.6,30125
org.ow2.util:util-file:1.0.7,30125
org.ow2.jonas:jonas-bootstrap-loader:5.0.3,30125
org.ow2.jonas:jonas-version:5.0.3,30125
org.ow2.jonas:jonas-deployment:5.0.3,30125
commons-digester:commons-digester:1.7,30125
org.apache.tomcat:servlet-api:6.0.14,30125
org.ow2.jonas:jonas-deployment-api:5.0.3,30125
org.ow2.bundles:ow2-util-ee-deploy-api:1.0.6,30125
org.ow2.bundles:ow2-util-ee-deploy-impl:1.0.6,30125
org.ow2.util:util-ee-deploy-impl:1.0.7,30125
org.ow2.util:util-archive-impl:1.0.7,30125
org.ow2.util:util-url:1.0.7,30125
org.ow2.util:util-xml:1.0.7,30125
org.ow2.bundles:ow2-util-ee-metadata-war-impl:1.0.6,30125
org.ow2.util:util-ee-metadata-war-impl:1.0.7,30125
org.ow2.util:util-ee-metadata-war-api:1.0.7,30125
org.ow2.util:util-ee-metadata-common-api:1.0.7,30125
org.ow2.util:util-ee-metadata-common-impl:1.0.7,30125
xml-apis:xml-apis:1.3.03,30125
org.ow2.easybeans:easybeans-api:1.0.0-JONAS,30125
org.ow2.util:util-pool-api:1.0.7,30125
org.ow2.easybeans:easybeans-deployment:1.0.0-JONAS,30125
org.ow2.util:util-scan-impl:1.0.7,30125
org.ow2.util:util-scan-api:1.0.7,30125
org.ow2.util:util-pool-impl:1.0.7,30125
org.ow2.util:util-xmlconfig:1.0.7,30125
org.ow2.easybeans:easybeans-util:1.0.0-JONAS,30125
org.objectweb.monolog:monolog-api:2.1.9,30125
org.ow2.jonas:jonas-ejb-container-svc:5.0.3,30125
org.ow2.jonas:jonas-services-api:5.0.3,30125
org.ow2.util:util-ee-deploy-api:1.0.6,30125
org.ow2.util:util-archive-api:1.0.6,30125
commons-modeler:commons-modeler:2.0,30125
mx4j:mx4j-jmx:2.1.1,30125
org.ow2.jonas:jonas-management-javaee:5.0.3,30125
org.ow2.bundles:ow2-util-i18n:1.0.6,30125
org.ow2.util:util-i18n:1.0.7,30125
org.ow2.jonas:jonas-timer:5.0.3,30125
org.ow2.jonas:jonas-security-auth:5.0.3,30125
org.ow2.jonas:jonas-security:5.0.3,30125
org.objectweb.jorm:jorm-api:2.9.3-patch,30125
org.objectweb.jorm:jorm-runtime:2.9.3-patch,30125
org.objectweb.jorm:jorm-core:2.9.3-patch,30125
org.objectweb.jorm:jorm-rdb-adapter:3.2.2,30125
org.objectweb.perseus:perseus-cache:1.5.4,30125
org.objectweb.perseus:perseus-persistence:1.6.1,30125
org.objectweb.perseus:perseus-concurrency:1.6,30125
org.objectweb.medor:medor:1.7.1,30125
org.objectweb.medor:medor-exp:1.6.3,30125
org.ow2.jonas:jonas-security-propagation:5.0.3,30125
org.objectweb.monolog:monolog-core:2.1.9,30125
org.ow2.jonas:jonas-naming:5.0.3,30125
org.ow2.jonas:jonas-security-jacc:5.0.3,30125
org.ow2.jonas:jonas-security-jacc-handlers:5.0.3,30125
org.codehaus.plexus:plexus-archiver:2.1.1,30125
junit:junit:4.8.2,30125
org.codehaus.plexus:plexus-utils:3.0,30125
org.codehaus.plexus:plexus-io:2.0.3,30125
org.sonatype.sisu.assembler:sisu-assembler:1.0.4,30125
org.sonatype.p2.bridge:org.sonatype.p2.bridge.api:1.0.4,30125
org.sonatype.p2.bridge:org.sonatype.p2.bridge.model:1.0.4,30125
org.codehaus.plexus:plexus-component-annotations:1.5.4,30125
org.sonatype.aether:aether-api:1.7,30125
org.sonatype.aether:aether-util:1.7,30125
org.sonatype.sisu:sisu-inject-plexus:1.4.2,30125
org.codehaus.plexus:plexus-classworlds:2.2.3,30125
org.sonatype.sisu:sisu-inject-bean:1.4.2,30125
org.sonatype.sisu:sisu-guice:2.1.7,30125
org.jvnet.hudson.main:maven-agent:1.332,30125
org.jvnet.hudson.main:maven-interceptor:1.332,30125
org.apache.maven:maven-core:2.0.9,30125
org.apache.maven:maven-settings:2.0.9,30125
org.apache.maven:maven-plugin-parameter-documenter:2.0.9,30125
org.apache.maven.wagon:wagon-webdav:1.0-beta-2,30125
slide:slide-webdavlib:2.1,30125
de.zeigermann.xml:xml-im-exporter:1.1,30125
org.apache.maven.reporting:maven-reporting-api:2.0.9,30125
org.apache.maven.doxia:doxia-sink-api:1.0-alpha-10,30125
org.apache.maven:maven-profile:2.0.9,30125
org.apache.maven:maven-model:2.0.9,30125
org.apache.maven:maven-artifact:2.0.9,30125
org.apache.maven:maven-repository-metadata:2.0.9,30125
org.apache.maven:maven-error-diagnostics:2.0.9,30125
org.apache.maven:maven-project:2.0.9,30125
org.apache.maven:maven-plugin-registry:2.0.9,30125
org.apache.maven:maven-plugin-api:2.0.9,30125
org.apache.maven:maven-plugin-descriptor:2.0.9,30125
org.apache.maven:maven-artifact-manager:2.0.9,30125
org.apache.maven:maven-monitor:2.0.9,30125
org.codehaus.plexus:plexus-utils:1.5.1,30125
commons-httpclient:commons-httpclient:3.1-rc1,30125
commons-logging:commons-logging:1.0.4,30125
commons-codec:commons-codec:1.2,30125
org.jvnet:animal-sniffer-annotation:1.0,30125
org.eclipse.jetty:jetty-deploy:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-webapp:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-servlet:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-security:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-server:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-continuation:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-http:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-io:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-xml:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-util:7.3.1.v20110307,30125
org.eclipse.jetty:jetty-jmx:7.3.1.v20110307,30125
ch.semafor:gendas:1.0.1,30125
org.slf4j:slf4j-log4j12:1.6.1,30125
org.hibernate:hibernate-annotations:3.4.0.GA,30125
org.hibernate:ejb3-persistence:1.0.2.GA,30125
org.hibernate:hibernate-commons-annotations:3.1.0.GA,30125
org.hibernate:hibernate-core:3.3.0.SP1,30125
org.hibernate:hibernate-entitymanager:3.4.0.GA,30125
javassist:javassist:3.4.GA,30125
org.springframework:spring-core:2.5.6,30125
org.springframework:spring-context:2.5.6,30125
org.springframework:spring-beans:2.5.6,30125
org.springframework:spring-aop:2.5.6,30125
org.springframework:spring-jdbc:2.5.6,30125
org.springframework:spring-tx:2.5.6,30125
org.springframework:spring-orm:2.5.6,30125
org.aspectj:aspectjweaver:1.6.0,30125
net.sf.ehcache:ehcache-core:2.3.0,30125
c3p0:c3p0:0.9.1.2,30125
com.thoughtworks.inproctester:inproctester-resteasy:1.0.12,30125
org.jboss.resteasy:resteasy-jaxrs:2.2.2.GA,30125
org.jboss.resteasy:jaxrs-api:2.2.2.GA,30125
org.scannotation:scannotation:1.0.3,30125
javassist:javassist:3.12.1.GA,30125
commons-httpclient:commons-httpclient:3.1,30125
org.apache.httpcomponents:httpclient:4.0.3,30125
org.apache.httpcomponents:httpcore:4.0.1,30125
com.thoughtworks.inproctester:inproctester-jetty:1.0.12,30125
org.eclipse.jetty:test-jetty-servlet:7.4.2.v20110526,30125
org.eclipse.jetty:jetty-webapp:7.4.2.v20110526,30125
org.eclipse.jetty:jetty-xml:7.4.2.v20110526,30125
org.eclipse.jetty:jetty-util:7.4.2.v20110526,30125
org.eclipse.jetty:jetty-servlet:7.4.2.v20110526,30125
org.eclipse.jetty:jetty-security:7.4.2.v20110526,30125
org.eclipse.jetty:jetty-server:7.4.2.v20110526,30125
org.eclipse.jetty:jetty-continuation:7.4.2.v20110526,30125
org.eclipse.jetty:jetty-http:7.4.2.v20110526,30125
org.eclipse.jetty:jetty-io:7.4.2.v20110526,30125
org.apache.camel:camel-example-bam:2.7.3,30125
org.apache.camel:camel-bam:2.7.3,30125
org.apache.camel:camel-core:2.7.3,30125
org.fusesource.commonman:commons-management:1.0,30125
org.apache.camel:camel-spring:2.7.3,30125
org.springframework:spring-tx:3.0.5.RELEASE,30125
org.springframework:spring-orm:3.0.5.RELEASE,30125
org.springframework:spring-jdbc:3.0.5.RELEASE,30125
org.apache.geronimo.specs:geronimo-jpa_3.0_spec:1.1.1,30125
org.apache.camel:camel-jaxb:2.7.3,30125
com.sun.xml.bind:jaxb-impl:2.1.13,30125
org.apache.camel:camel-juel:2.7.3,30125
org.apache.geronimo.specs:geronimo-el_1.0_spec:1.0.1,30125
de.odysseus.juel:juel:2.1.2,30125
org.springframework:spring-core:3.0.5.RELEASE,30125
org.hibernate:hibernate-entitymanager:3.2.1.ga,30125
org.hibernate:hibernate-annotations:3.2.1.ga,30125
javassist:javassist:3.3.GA,30125
jboss:jboss-archive-browsing:5.0.0alpha-200607201-119,30125
org.hibernate:hibernate:3.2.6.ga,30125
org.apache.geronimo.specs:geronimo-jta_1.1_spec:1.1.1,30125
commons-dbcp:commons-dbcp:1.3,30125
org.codehaus.enunciate:enunciate-core:1.8.1,30125
org.codehaus.enunciate:enunciate-core-rt:1.8.1,30125
org.codehaus.enunciate:enunciate-core-annotations:1.8.1,30125
xfire:xfire-jsr181-api:1.0-M1,30125
javax.ws.rs:jsr311-api:1.0,30125
javax.xml.ws:jaxws-api:2.0,30125
ant:ant:1.6.2,30125
net.sf.apt-jelly:apt-jelly-freemarker:2.5,30125
net.sf.apt-jelly:apt-jelly-core:2.5,30125
freemarker:freemarker:2.3.6,30125
org.ow2.mind:adl-parser:0.2,30125
org.objectweb.fractal.fractaladl:ast-core:2.6.1,30125
dtdparser:dtdparser:1.21,30125
asm:asm:3.0,30125
org.glassfish.connectors:descriptors:3.0-b42,1329
com.mysema.rdf:rdfbean-core:1.3.9,30125
com.mysema.querydsl:querydsl-collections:1.9.6,30125
com.mysema.querydsl:querydsl-core:1.9.6,30125
com.mysema.commons:mysema-commons-lang:0.1.9,30125
com.mysema.codegen:codegen:0.2.4,30125
com.mysema.querydsl:querydsl-apt:1.9.6,30125
com.mysema.commons:mysema-commons-l10n:0.1.5,30125
joda-time:joda-time:1.6,30125
org.glassfish.admingui:war:3.0-Prelude-Embedded-b13,30125
org.glassfish.admingui:console-core:3.0-Prelude-Embedded-b13,30125
com.sun.jsftemplating:jsftemplating-dynafaces:0.1,30125
com.sun.woodstock:webui-jsf-suntheme:4.3.0.7,30125
com.sun.woodstock:webui-jsf:4.3.0.7,30125
commons-fileupload:commons-fileupload:1.0,30125
com.sun.woodstock.dependlibs:json:2.0,30125
org.glassfish.transaction:jts:3.1-b36,30125
org.glassfish:javax.transaction:3.1-b36,30125
org.glassfish:javax.resource:3.1-b36,30125
org.glassfish.transaction:transaction-internal-api:3.1-b36,30125
org.glassfish.transaction:jta:3.1-b36,30125
org.glassfish.common:internal-api:3.1-b36,30125
org.glassfish.common:glassfish-api:3.1-b36,30125
org.glassfish.common:scattered-archive-api:3.1-b36,30125
org.glassfish.common:common-util:3.1-b36,30125
org.glassfish.admin:config-api:3.1-b36,30125
com.sun.corba:glassfish-corba-orb:3.1.0-b019,30125
com.sun.corba:glassfish-corba-newtimer:3.1.0-b019,30125
com.sun.corba:glassfish-corba-codegen:3.1.0-b019,30125
com.sun.corba:glassfish-corba-asm:3.1.0-b019,30125
org.glassfish.orb:orb-connector:3.1-b36,30125
org.glassfish.deployment:dol:3.1-b36,30125
org.glassfish:javax.servlet:3.1-b36,30125
org.glassfish:javax.annotation:3.1-b36,30125
org.glassfish:javax.enterprise.deploy:3.1-b36,30125
org.glassfish.deployment:deployment-common:3.1-b36,30125
org.glassfish.common:annotation-framework:3.1-b36,30125
org.glassfish:javax.ejb:3.1-b36,30125
org.glassfish.admin:monitoring-core:3.1-b36,30125
org.glassfish.common:stats77:3.1-b36,30125
org.glassfish.flashlight:flashlight-framework:3.1-b36,30125
org.glassfish.flashlight:flashlight-agent:3.1-b36,30125
org.glassfish.cluster:gms-bootstrap:3.1-b36,30125
org.shoal:shoal-gms-api:1.5.25,30125
xfire:xfire-demo:0.1,30125
dom4j:dom4j:1.5,30125
jaxme:jaxme-api:0.3,30125
msv:xsdlib:20030807,30125
msv:relaxngDatatype:20030807,30125
pull-parser:pull-parser:2,30125
javax.xml:jsr173:1.0,30125
httpunit:httpunit:1.5.1,30125
ognl:ognl:2.5.1,30125
javax.servlet:servlet-api:2.3,30125
xfire:xfire:1.0-alpha-1,30125
xfire:xfire-aegis:1.0-alpha-1,30125
xfire:xfire-plexus:1.0-alpha-1,30125
xfire:xfire-java:1.0-alpha-1,30125
xmlbeans:xmlbeans-jsr173-api:2.0-dev,30125
wsdl4j:wsdl4j:1.4,30125
wsdl4j:wsdl4j-qname:1.4,30125
wstx:wstx:1.0-RC3,30125
classworlds:classworlds:1.1-alpha-1,30125
jaxen:jaxen:1.1-beta-4,30125
jdom:jdom:b10,30125
xerces:xercesImpl:2.6.2,30125
xom:xom:1.0b3,30125
xalan:xalan:2.6.0,30125
org.ccil.cowan.tagsoup:tagsoup:0.9.7,30125
plexus:plexus:0.17-SNAPSHOT,30125
plexus:plexus-servlet:1.0-beta-2-SNAPSHOT,30125
xpp3:xpp3:1.1.3.3,30125
xstream:xstream:1.0-SNAPSHOT,30125
org.glassfish.external:commons-codec-repackaged:3.0-b37,30125
commons-codec:commons-codec:20041127.091804,30125
org.eclipse.jetty:jetty-servlets:7.5.0.RC1,30125
org.eclipse.jetty:jetty-continuation:7.5.0.RC1,30125
org.eclipse.jetty:jetty-client:7.5.0.RC1,30125
org.eclipse.jetty:jetty-http:7.5.0.RC1,30125
org.eclipse.jetty:jetty-io:7.5.0.RC1,30125
org.eclipse.jetty:jetty-util:7.5.0.RC1,30125
org.glassfish.docs.man:manpages:3.1-b04,1410
org.apache.tomcat:jsp-api:6.0.24,1413
org.apache.tomcat:el-api:6.0.24,1413
org.apache.tomcat:servlet-api:6.0.24,1413
com.sun.enterprise:auto-depends-plugin:0.3.74,30125
com.sun.enterprise:auto-depends:0.3.74,30125
com.sun.enterprise:tiger-types-osgi:0.3.74,30125
com.sun.xml.bind:jaxb-xjc:2.1.3,30125
com.sun.xml.bind:jaxb-impl:2.1.3,30125
org.openengsb.domain:openengsb-domain-notification:1.1.0.M1,1419
org.jibx.schema.org.hr_xml.ns:org.jibx.schema.org.hr_xml.ns._2_4.HR_XML_2_4.StandAlone.BackgroundCheck:1.0.0,30125
org.jibx:jibx-run:1.2.3,30125
joda-time:joda-time:1.6.2,30125
xpp3:xpp3:1.1.3.4.O,30125
org.jibx:jibx-extras:1.2.3,30125
org.jdom:jdom:1.1,30125
com.sun.jersey.samples:jmaki-backend:1.10-b01,30125
com.sun.jersey:jersey-json:1.10-b01,30125
org.codehaus.jettison:jettison:1.1,30125
com.sun.xml.bind:jaxb-impl:2.2.3-1,30125
javax.xml.bind:jaxb-api:2.2.2,30125
org.codehaus.jackson:jackson-core-asl:1.8.3,30125
org.codehaus.jackson:jackson-mapper-asl:1.8.3,30125
org.codehaus.jackson:jackson-jaxrs:1.8.3,30125
org.codehaus.jackson:jackson-xc:1.8.3,30125
com.sun.jersey:jersey-core:1.10-b01,30125
com.sun.jersey:jersey-servlet:1.10-b01,30125
com.sun.jersey:jersey-server:1.10-b01,30125
org.soitoolkit.commons.poms:soitoolkit-default-parent:0.1.9,1438
org.apache.servicemix.samples.bridge:bridge-sa-itest:3.3.2,30125
org.apache.servicemix.samples.bridge:bridge-sa:3.3.2,30125
org.apache.servicemix.samples.bridge:bridge-http-su:3.3.2,30125
org.apache.servicemix:servicemix-http:2010.01,30125
org.apache.servicemix.samples.bridge:bridge-eip-su:3.3.2,30125
org.apache.servicemix:servicemix-eip:2010.01,30125
org.apache.servicemix.samples.bridge:bridge-xslt-su:3.3.2,30125
org.apache.servicemix:servicemix-saxon:2010.01,30125
org.apache.servicemix.samples.bridge:bridge-jms-su:3.3.2,30125
org.apache.servicemix:servicemix-jms:2010.01,30125
org.apache.activemq:activemq-core:5.3.0,30125
org.apache.activemq:kahadb:5.3.0,30125
org.apache.activemq.protobuf:activemq-protobuf:1.0,30125
org.apache.geronimo.specs:geronimo-j2ee-management_1.0_spec:1.1,30125
org.apache.servicemix:servicemix-eip:2009.02,30125
org.apache.servicemix:servicemix-shared:2010.01,30125
org.apache.servicemix:servicemix-soap:2010.01,30125
org.apache.servicemix.specs:org.apache.servicemix.specs.jbi-api-1.0:1.4.0,30125
org.apache.geronimo.specs:geronimo-activation_1.1_spec:1.0.2,30125
org.apache.ws.security:wss4j:1.5.8,30125
bouncycastle:bcprov-jdk15:140,30125
org.opensaml:opensaml:1.1,30125
org.apache.santuario:xmlsec:1.4.3,30125
org.apache.servicemix:servicemix-soap2:2010.01,30125
org.apache.ws.commons.schema:XmlSchema:1.3.2,30125
org.apache.woden:woden:1.0.0M6,30125
org.apache.servicemix:servicemix-utils:1.2.0,30125
org.codehaus.woodstox:wstx-asl:3.2.6,30125
org.apache.servicemix:servicemix-http:2009.02,30125
org.mortbay.jetty:jetty:6.1.22,30125
org.mortbay.jetty:jetty-util:6.1.22,30125
org.mortbay.jetty:servlet-api:2.5-20081211,30125
org.mortbay.jetty:jetty-management:6.1.22,30125
org.mortbay.jetty:jetty-client:6.1.14,30125
org.mortbay.jetty:jetty-sslengine:6.1.14,30125
org.apache.geronimo.specs:geronimo-servlet_2.5_spec:1.1.2,30125
org.apache.servicemix:servicemix-common:2010.01,30125
org.apache.xbean:xbean-spring:3.4.3,30125
org.apache.xbean:xbean-classloader:3.4.3,30125
org.apache.servicemix:servicemix-jms:2009.02,30125
org.springframework:spring-jms:2.5.6,30125
org.springframework:spring-context-support:2.5.6,30125
org.apache.servicemix:servicemix-saxon:2009.02,30125
net.sf.saxon:saxon:9.1.0.1,30125
net.sf.saxon:saxon-dom:9.1.0.1,30125
org.akubraproject:akubra-fs:0.3.1,30125
com.google.collections:google-collections:1.0-rc1,30125
org.akubraproject:akubra-core:0.3.1,30125
org.codehaus.jtstand:jtstand-chart:1.3.7,30125
org.codehaus.jtstand:jtstand-common:1.3.7,30125
org.jibx.schema.org.w3:org.jibx.schema.org.w3._2004._08.xop.include:1.0.0,30125
de.tudarmstadt.ukp.wikipedia:de.tudarmstadt.ukp.wikipedia.datamachine:0.9.1,30125
de.tudarmstadt.ukp.wikipedia:de.tudarmstadt.ukp.wikipedia.wikimachine:0.9.1,30125
jfree:jfreechart:1.0.12,30125
jfree:jcommon:1.0.15,30125
org.apache.ant:ant:1.8.2,30125
org.apache.ant:ant-launcher:1.8.2,30125
javax.mail:mail:1.4.1,30125
org.springframework:spring-core:3.0.3.RELEASE,30125
org.springframework:spring-asm:3.0.3.RELEASE,30125
org.springframework:spring-beans:3.0.3.RELEASE,30125
de.tudarmstadt.ukp.wikipedia:de.tudarmstadt.ukp.wikipedia.mwdumper:0.9.1,30125
net.java.dev.swing-layout:swing-layout:1.0.2,30125
xerces:xercesImpl:2.9.1-lucene,30125
net.sf.trove4j:trove4j:2.0.2,30125
mysql:mysql-connector-java:5.1.14,30125
org.drools:drools-verifier:5.3.0.Beta1,30125
org.drools:knowledge-api:5.3.0.Beta1,30125
org.drools:drools-compiler:5.3.0.Beta1,30125
org.drools:drools-core:5.3.0.Beta1,30125
org.mvel:mvel2:2.1.Beta5,30125
com.google.collections:google-collections:1.0,30125
com.lowagie:itext:2.1.2,30125
bouncycastle:bcmail-jdk14:138,30125
bouncycastle:bcprov-jdk14:138,30125
org.apache.solr:solr-dataimporthandler:1.4.1,1514
org.jclouds.api:servermanager:1.5.3,30125
org.jclouds:jclouds-compute:1.5.3,30125
org.jclouds:jclouds-scriptbuilder:1.5.3,30125
org.jclouds:jclouds-core:1.5.3,30125
com.google.guava:guava:13.0,30125
org.glassfish.packager:glassfish-jta:3.0-b71,30125
org.glassfish.transaction:jta:3.0-b71,30125
com.sun.enterprise:hk2:0.4.11,30125
com.sun.enterprise:hk2-core:0.4.11,30125
com.sun.enterprise:config:0.4.11,30125
com.sun.enterprise:tiger-types-osgi:0.4.11,30125
org.glassfish:bean-validator:3.0-JBoss-4.0.0.Beta3A,30125
com.sun.enterprise:auto-depends:0.4.11,30125
org.glassfish:javax.transaction:3.0-b71,30125
org.glassfish:javax.resource:3.0-b71,30125
org.eclipse.persistence:javax.persistence:2.0.0-M12,30125
org.glassfish.transaction:transaction-internal-api:3.0-b71,30125
org.glassfish.common:glassfish-api:3.0-b71,30125
com.sun.enterprise:config-types:0.4.11,30125
com.sun.grizzly:grizzly-utils:1.9.18-e,30125
org.glassfish.common:internal-api:3.0-b71,30125
org.glassfish.admin:config-api:3.0-b71,30125
com.sun.grizzly:grizzly-config:1.9.18-e,30125
com.sun.grizzly:grizzly-http:1.9.18-e,30125
com.sun.grizzly:grizzly-framework:1.9.18-e,30125
