artifact,betweenness_centrality
org.glassfish.packager:nucleus-base:3.0.1-b06,0
org.glassfish.flashlight:flashlight-extra-jdk-packages:3.0.1-b06,0
org.glassfish.common:btrace-jars:3.0.1-b06,0
org.glassfish.osgi-platforms:felix:3.0.1-b06,0
org.apache.archiva:archiva-xmlrpc-api:1.3.2,0
org.apache.archiva:archiva-consumer-api:1.3.2,0
org.apache.lucene:lucene-queries:2.4.0,0
com.atlassian.xmlrpc:atlassian-xmlrpc-binder-annotations:0.9,0
org.sonatype.nexus:nexus-timeout-plugin:1.6.0,0
org.sonatype.appbooter.plexus-booters:plexus-app-booter:2.1.0,0
org.sonatype.nexus:nexus-oss-edition:1.6.0,0
com.google.protobuf:protobuf-java:2.0.3,0
org.sonatype.security:security-model:1.1.8,0
org.sonatype.nexus:nexus-utils:1.6.0,0
org.sonatype.security:security-configuration:1.1.8,0
org.sonatype.nexus:nexus-indexer-artifact:1.0.0,0
org.sonatype.nexus:nexus-repository-metadata-model:1.0.2,0
org.mortbay.jetty:jetty-util5:6.1.19,0
org.apache.maven.mercury:mercury-artifact:1.0-alpha-6,0
org.sonatype.appcontext:appcontext:1.0,0
org.mortbay.jetty:jetty-sslengine:6.1.19,0
javax.ws.rs:javax.ws.rs:1.0,0
org.json:org.json:2.0,0
org.codehaus.plexus:plexus-slf4j-logging:1.1,0
org.jclouds.provider:cloudfiles-us:1.2.0,0
org.glassfish.appclient:gf-client-module:3.1-b33,0
org.glassfish.common:common-util:3.1-b33,0
org.glassfish:javax.ejb:3.1-b33,0
org.glassfish.security:ssl-impl:3.1-b33,0
org.glassfish:javax.security.auth.message:3.1-b33,0
org.glassfish:javax.security.jacc:3.1-b33,0
org.glassfish.security:jaspic.provider.framework:3.1-b33,0
org.glassfish.external:ldapbp-repackaged:3.1-b33,0
org.glassfish.external:libpam4j-repackaged:3.1-b33,0
com.sun.grizzly:grizzly-framework:1.9.26,0
com.sun.grizzly:grizzly-rcm:1.9.26,0
com.sun.grizzly:grizzly-portunif:1.9.26,0
com.sun.enterprise:osgi-adapter:1.0.71,0
org.glassfish.flashlight:flashlight-agent:3.1-b33,0
org.glassfish.core:logging:3.1-b33,0
org.glassfish.admin:monitoring-core:3.1-b33,0
org.glassfish.admin:config-api:3.1-b33,0
org.glassfish.common:stats77:3.1-b33,0
org.glassfish.deployment:deployment-common:3.1-b33,0
org.glassfish.deployment:deployment-javaee-core:3.1-b33,0
org.glassfish.persistence:persistence-common:3.1-b33,0
org.glassfish.connectors:connectors-internal-api:3.1-b33,0
org.glassfish.common:internal-api:3.1-b33,0
org.glassfish.transaction:transaction-internal-api:3.1-b33,0
org.glassfish.ejb:ejb-internal-api:3.1-b33,0
org.glassfish.hk2.external:asm-all-repackaged:1.0.71,0
org.glassfish.cluster:gms-bootstrap:3.1-b33,0
org.glassfish.admin:admin-util:3.1-b33,0
com.sun.grizzly:grizzly-comet:1.9.26,0
com.sun.grizzly:grizzly-http-servlet:1.9.26,0
org.glassfish:javax.servlet:3.1-b33,0
org.glassfish:javax.transaction:3.1-b33,0
org.glassfish:javax.enterprise.deploy:3.1-b33,0
org.glassfish:javax.resource:3.1-b33,0
org.glassfish.common:annotation-framework:3.1-b33,0
com.sun.corba:glassfish-corba-csiv2-idl:3.1.0-b019,0
org.glassfish.common:scattered-archive-api:3.1-b33,0
com.sun.enterprise:config-types:1.0.71,0
com.sun.grizzly:grizzly-lzma:1.9.26,0
org.glassfish.common:amx-core:3.1-b33,0
org.glassfish:javax.management.j2ee:3.1-b33,0
org.glassfish:javax.servlet.jsp:3.1-b33,0
org.glassfish.web:web-naming:3.1-b33,0
org.glassfish.web:web-core:3.1-b33,0
org.glassfish.web:jsp-impl:2.2.2-b05,0
org.glassfish.admin:admin-core:3.1-b33,0
org.glassfish.web:web-gui-plugin-common:3.1-b33,0
org.glassfish:simple-glassfish-api:3.1-b33,0
org.glassfish.metro:webservices-extra-jdk-packages:2.1-b22,0
org.glassfish.security:websecurity:3.1-b33,0
org.glassfish.webservices:jsr109-impl:3.1-b33,0
org.glassfish.common:glassfish-ee-api:3.1-b33,0
org.shoal:shoal-gms-api:1.5.22,0
org.glassfish.core:glassfish:3.1-b33,0
org.glassfish.appclient:acc-config:3.1-b33,0
org.glassfish.transaction:jta:3.1-b33,0
org.glassfish.jms:jms-core:3.1-b33,0
org.glassfish:javax.jms:3.1-b33,0
org.glassfish.persistence:jpa-connector:3.1-b33,0
org.glassfish.persistence.cmp:cmp-internal-api:3.1-b33,0
org.glassfish:javax.annotation:3.1-b33,0
com.sun.xml.bind:jaxb-osgi:2.2.3,0
org.glassfish.metro:webservices-api-osgi:2.1-b22,0
org.pustefixframework.samples.modules:animal-module:0.18.20,0
org.pustefixframework:pustefix-live:0.18.20,0
org.glassfish:javax.servlet:3.1.1-b02,0
org.glassfish:javax.annotation:3.1.1-b02,0
org.glassfish:javax.enterprise.deploy:3.1.1-b02,0
org.glassfish.common:internal-api:3.1.1-b02,0
org.glassfish.common:annotation-framework:3.1.1-b02,0
org.glassfish:javax.ejb:3.1.1-b02,0
org.glassfish.common:stats77:3.1.1-b02,0
org.glassfish.flashlight:flashlight-agent:3.1.1-b02,0
org.ow2.jonas:jonas-admin:5.2.3,0
org.apache.maven.doxia:doxia-sink-api:1.0-alpha-8,0
org.apache.maven.doxia:doxia-decoration-model:1.0-alpha-8,0
org.ow2.jonas.admin:swc:1.0.1,0
com.adobe.cairngorm:cairngorm-bin:2.2.1,0
org.ow2.jonas.admin:jonasadmin-kerneos-assemblies-war:1.0.5,0
org.glassfish.hk2:consolidatedbundle-maven-plugin:2.1.17,0
org.glassfish.hk2.external:javax.inject:2.1.17,0
org.glassfish.hk2.external:asm-all-repackaged:2.1.17,0
org.glassfish.hk2.external:cglib:2.1.17,0
org.glassfish.hk2:hk2-runlevel:2.1.17,0
org.jclouds.api:nova:1.4.0-rc.2,0
org.jclouds:jclouds-scriptbuilder:1.4.0-rc.2,0
net.liftweb:lift-actor:2.0-M2,0
net.liftweb:lift-common:2.0-M2,0
org.dspace:dspace-oai-api:1.7.0-rc2,0
org.apache.lucene:lucene-analyzers:2.9.3,0
org.apache.pdfbox:fontbox:1.2.1,0
org.apache.pdfbox:jempbox:1.2.1,0
org.dspace:dspace-services-utils:2.0.2,0
org.dspace:dspace-api-lang:1.7.1.0,0
org.dspace:oaicat:1.5.48,0
org.wicketstuff:tinymce-examples:1.4.10,0
org.wicketstuff:tinymce:1.4.10,0
net.sf.jazzy:jazzy:0.5.2-rtext-1.4.1,0
com.googlecode.metridoc:metridoc-penn-ezproxy:0.4.2,0
mysql:mysql-connector-java:5.1.15,0
org.codehaus.groovy:groovy-all:1.7.10,0
com.jcraft:jsch:0.1.44,0
org.apache.camel:camel-groovy:2.7.0,0
com.h2database:h2:1.3.153,0
org.seleniumhq.selenium:selenium-parent:2.28.0,0
net.awired.js:jasmine:1.1.0,0
org.eclipse.jst.ws.consumption:infopop:1.0.203-v200706110217,0
org.jclouds:jclouds-antcontrib:1.1.0,0
org.sonatype.jline:jline:2.2.1,0
com.mysema.querydsl:querydsl-sql:2.0.0-alpha-2,0
com.sun.jersey.contribs:jersey-spring:1.3,0
org.springframework:spring:2.5.6.SEC03,0
org.springframework:spring-web:2.5.6.SEC03,0
org.carrot2:morfologik-tools:1.5.2,0
com.carrotsearch:hppc:0.4.0,0
org.codehaus.fabric3.weblogic:fabric3-weblogic-kernel:1.8.1,0
net.databinder:dispatch-jsoup_2.8.0:0.8.9,0
net.databinder:dispatch-core_2.8.0:0.8.9,0
net.databinder:dispatch-futures_2.8.0:0.8.9,0
org.jsoup:jsoup:1.6.1,0
org.apache.cxf:apache-cxf:2.6.1,0
org.apache.geronimo.specs:geronimo-ws-metadata_2.0_spec:1.1.3,0
javax.xml.bind:jaxb-api:2.2.6,0
com.sun.xml.messaging.saaj:saaj-impl:1.3.18,0
org.jvnet.mimepull:mimepull:1.7,0
org.apache.cxf:cxf-tools-common:2.6.1,0
org.apache.cxf:cxf-tools-validator:2.6.1,0
org.apache.cxf:cxf-tools-wsdlto-core:2.6.1,0
org.apache.cxf:cxf-tools-wsdlto-frontend-javascript:2.6.1,0
org.apache.cxf:cxf-tools-misctools:2.6.1,0
org.apache.cxf:cxf-tools-corba:2.6.1,0
org.apache.cxf:cxf-tools-wsdlto-databinding-jaxb:2.6.1,0
org.apache.cxf:cxf-tools-wsdlto-frontend-jaxws:2.6.1,0
org.apache.cxf:cxf-tools-wadlto-jaxrs:2.6.1,0
org.apache.cxf:cxf-tools-java2ws:2.6.1,0
org.apache.cxf.xjc-utils:cxf-xjc-runtime:2.6.0,0
org.apache.cxf.xjcplugins:cxf-xjc-dv:2.6.0,0
org.apache.cxf.xjcplugins:cxf-xjc-ts:2.6.0,0
org.apache.cxf.xjcplugins:cxf-xjc-bug671:2.6.0,0
org.apache.cxf.xjcplugins:cxf-xjc-boolean:2.6.0,0
org.apache.cxf:cxf-api:2.6.1,0
org.apache.cxf:cxf-rt-core:2.6.1,0
org.apache.cxf:cxf-rt-features-clustering:2.6.1,0
org.apache.cxf:cxf-rt-management:2.6.1,0
org.apache.cxf:cxf-rt-transports-local:2.6.1,0
org.apache.cxf:cxf-rt-transports-http:2.6.1,0
org.apache.cxf:cxf-rt-transports-http-jetty:2.6.1,0
org.apache.cxf:cxf-rt-transports-jms:2.6.1,0
org.apache.cxf:cxf-rt-databinding-jaxb:2.6.1,0
org.apache.cxf:cxf-rt-bindings-corba:2.6.1,0
org.apache.cxf:cxf-rt-bindings-xml:2.6.1,0
org.apache.cxf:cxf-rt-bindings-object:2.6.1,0
org.apache.cxf:cxf-rt-bindings-coloc:2.6.1,0
org.apache.cxf:cxf-rt-databinding-aegis:2.6.1,0
com.sun.msv.datatype.xsd:xsdlib:2010.1,0
org.apache.cxf:cxf-rt-databinding-xmlbeans:2.6.1,0
org.apache.cxf:cxf-rt-databinding-jibx:2.6.1,0
org.apache.cxf:cxf-rt-databinding-sdo:2.6.1,0
org.apache.cxf:cxf-rt-ws-addr:2.6.1,0
org.apache.cxf:cxf-rt-ws-rm:2.6.1,0
org.apache.cxf:cxf-rt-ws-policy:2.6.1,0
org.apache.cxf:cxf-rt-ws-mex:2.6.1,0
org.apache.cxf:cxf-rt-ws-security:2.6.1,0
org.apache.cxf:cxf-rt-frontend-jaxws:2.6.1,0
org.apache.cxf:cxf-rt-frontend-js:2.6.1,0
org.apache.cxf:cxf-rt-frontend-simple:2.6.1,0
org.apache.cxf:cxf-rt-frontend-jaxrs:2.6.1,0
org.apache.cxf:cxf-rt-rs-extension-providers:2.6.1,0
org.apache.cxf:cxf-rt-rs-extension-search:2.6.1,0
org.apache.cxf:cxf-rt-rs-security-cors:2.6.1,0
org.apache.cxf:cxf-rt-rs-security-oauth:2.6.1,0
org.apache.cxf:cxf-rt-rs-security-oauth2:2.6.1,0
org.apache.cxf:cxf-rt-rs-security-xml:2.6.1,0
org.apache.cxf:cxf-rt-javascript:2.6.1,0
org.apache.cxf.services.sts:cxf-services-sts-core:2.6.1,0
org.apache.cxf.services.wsn:cxf-services-wsn-api:2.6.1,0
org.apache.cxf.services.wsn:cxf-services-wsn-core:2.6.1,0
org.apache.camel:camel-jackson:2.2.0,0
org.codehaus.jackson:jackson-core-asl:1.0.0,0
org.codehaus.httpcache4j.clients:clients-httpClient:1.0-RC1,0
net.sf.dtddoc:dtdparser:1.20-dtddoc,0
org.glassfish.connectors:connectors:3.0.1-b08,0
org.apache.axis2:axis2-fastinfoset:1.5.6,0
org.apache.ws.commons.axiom:axiom-dom:1.2.12,0
org.apache.axis2:axis2-transport-http:1.5.6,0
org.apache.axis2:axis2-transport-local:1.5.6,0
org.apache.axis2:axis2-adb-codegen:1.5.6,0
org.apache.axis2:axis2-codegen:1.5.6,0
org.apache.httpcomponents:httpcore:4.0,0
fi.jumi:jumi-launcher:0.2.241,0
fi.jumi:jumi-actors:0.1.196,0
fi.jumi:jumi-api:0.2.241,0
org.apache.myfaces.trinidadbuild:maven-javacc-plugin:1.2.5,0
org.apache.felix:org.apache.felix.eventadmin:1.2.12,0
org.zkoss.zk:zkplus:3.5.0,0
org.zkoss.common:zweb:3.5.0,0
org.zkoss.zk:zk:3.5.0,0
org.neo4j:neo4j-lucene-index:1.7.M01,0
org.jboss.weld:weld-core:1.0.1-CR1,0
org.jboss.interceptor:jboss-interceptor:1.0.0-CR10,0
com.sun.enterprise:config:0.3.1,0
com.sun.enterprise:tiger-types-osgi:0.3.1,0
org.apache.karaf:manual:2.2.0,0
org.fusesource.wikitext:wikitext-core:1.2,0
org.fusesource.wikitext:textile-core:1.2,0
org.glassfish.admin:launcher:3.1-b39,0
org.glassfish.common:scattered-archive-api:3.1-b39,0
com.sun.grizzly:grizzly-lzma:1.9.29,0
org.glassfish:simple-glassfish-api:3.1-b39,0
org.ujoframework:ujo-core:0.93,0
org.ow2.jasmine.monitoring:jasmine-monitoring-installer:1.4.1-M1,0
toplink.essentials:toplink-essentials-agent:2.0.1-01,0
org.apache.karaf.admin:org.apache.karaf.admin.core:2.1.1,0
net.jangaroo:jangaroo-browser:0.8.6,0
net.jangaroo:jangaroo-runtime:0.8.4,0
org.glassfish.cluster:cluster-cli:3.1-b07,0
org.glassfish:javax.annotation:3.1-b07,0
org.glassfish:javax.transaction:3.1-b07,0
org.glassfish:javax.enterprise.deploy:3.1-b07,0
org.glassfish:javax.resource:3.1-b07,0
org.glassfish.common:annotation-framework:3.1-b07,0
org.glassfish.deployment:deployment-versioning:3.1-b07,0
org.glassfish.deployment:deployment-common:3.1-b07,0
org.glassfish:javax.security.auth.message:3.1-b07,0
org.glassfish:javax.security.jacc:3.1-b07,0
org.glassfish.common:internal-api:3.1-b07,0
org.glassfish:javax.ejb:3.1-b07,0
org.glassfish.ejb:ejb-internal-api:3.1-b07,0
org.glassfish.external:ldapbp-repackaged:3.1-b07,0
org.glassfish.transaction:transaction-internal-api:3.1-b07,0
org.glassfish.external:libpam4j-repackaged:3.1-b07,0
org.glassfish.cluster:cluster-common:3.1-b07,0
com.mysema.querydsl:querydsl-sql:1.8.4,0
com.mysema.codegen:codegen:0.1.9,0
org.apache.camel:camel-example-gauth:2.8.6,0
com.google.appengine:appengine-api-1.0-sdk:1.5.0.1,0
com.google.appengine:appengine-api-labs:1.5.0.1,0
com.google.appengine:appengine-api-stubs:1.5.0.1,0
com.google.appengine:appengine-testing:1.5.0.1,0
com.google.gdata:gdata-core:1.41.1,0
com.google.gdata:gdata-client:1.41.1,0
com.google.gdata:gdata-calendar:1.41.1,0
com.google.gdata:gdata-calendar-meta:1.41.1,0
com.google.common:google-collect:1.0,0
org.glassfish.extras:javaee:3.0.1-b06,0
org.openl:org.openl.eclipse.ui.util:5.9.3,0
org.openl.rules:org.openl.rules.constrainer:5.9.3,0
org.openl:org.openl.grammars:5.9.3,0
org.osgi:org.osgi:2.0.0,0
com.sun.grizzly:grizzly-servlet-deployer:1.9.14,0
org.codehaus.enunciate:enunciate-build-support:1.0,0
org.apache.vysper.extensions:xep0060-pubsub:0.5,0
org.apache.vysper:nbxml:0.5,0
org.apache.jackrabbit:jackrabbit-jcr-commons:1.5.3,0
org.apache.jackrabbit:jackrabbit-spi-commons:1.5.0,0
org.apache.derby:derby:10.2.1.6,0
org.springmodules:spring-modules-aop:0.8a,0
org.springframework:spring-beans:2.0.3,0
org.springframework:spring-context:2.0.3,0
org.springframework:spring-core:2.0.3,0
org.springframework:spring-support:2.0.3,0
com.sun.jersey:jersey-server:1.4-ea06,0
com.sun.jersey:jersey-core:1.4-ea06,0
com.nesscomputing.service.discovery:discovery-server:1.0.4,0
com.nesscomputing.components:ness-galaxy:1.0.0,0
com.nesscomputing.components:ness-jmx4log:1.0.2,0
org.eclipse.jetty:jetty-continuation:8.1.3.v20120416,0
org.eclipse.jetty:jetty-jmx:8.1.3.v20120416,0
org.eclipse.jetty:jetty-servlet:8.1.3.v20120416,0
org.eclipse.jetty:jetty-io:8.1.3.v20120416,0
org.eclipse.jetty:jetty-http:8.1.3.v20120416,0
org.eclipse.jetty:jetty-security:8.1.3.v20120416,0
org.eclipse.jetty:jetty-util:8.1.3.v20120416,0
org.jolokia:jolokia-core:1.0.2,0
org.weakref:jmxutils:1.12,0
com.nesscomputing.components:ness-core:1.1.0,0
org.codehaus.jackson:jackson-smile:1.9.7,0
com.fasterxml.jackson:jackson-datatype-guava:1.9.0,0
org.apache.maven.scm:maven-scm-manager-plexus:1.0-alpha-4,0
org.apache.maven.scm:maven-scm-api:1.0-alpha-4,0
org.jibx.schema.org.apache.maven:org.jibx.schema.org.apache.maven.maven_v4_0_0:1.0.0,0
org.codehaus.groovy:groovy-all-jdk14:1.6.6,0
mx4j:mx4j:3.0.2,0
org.apache.ant:ant-junit:1.7.1,0
org.apache.ivy:ivy:2.1.0-rc2,0
org.webbitserver:webbit:0.4.7,0
com.sun.jersey.contribs.bill-burke-book:ex08_1:1.5-ea01,0
org.jvnet.updatecenter2:pkg:2.0.13-1088,0
org.apache.oodt:cas-fm-browser:0.2,0
org.apache.oodt:pcs-input:0.2,0
org.codehaus.sonar.plugins:sonar-core-plugin:2.14-RC2,0
org.jomc:jomc-tools:1.0-alpha-1,0
org.jomc:jomc-util:1.0-alpha-1,0
org.jomc:jomc-model:1.0-alpha-1,0
org.codehaus.fabric3:fabric3-tx:1.1,0
org.springframework.ws:spring-ws-core-tiger:1.5.2,0
org.glassfish:javax.annotation:3.0-b33,0
com.sun.grizzly.samples:grizzly-comet-chat:1.9.19-beta1,0
org.apache.karaf.webconsole:org.apache.karaf.webconsole.admin:2.1.5,0
com.google.appengine:appengine-api-1.0-sdk:1.5.4,0
org.geomajas:geomajas-gwt-client:1.9.0,0
net.sourceforge.findbugs:annotations:1.0.0,0
org.apache.geronimo.specs:geronimo-activation_1.1_spec:1.0,0
org.geomajas:geomajas-api-experimental:1.9.0,0
org.geotools:gt-epsg-wkt:2.6.3,0
org.jboss:jboss-serialization:1.0.4.FINAL,0
trove:trove:1.0.2,0
org.geotools:gt-cql:2.7.1,0
com.smartgwt:smartgwt:2.4,0
org.apache.cxf:cxf-tools-common:2.2,0
org.apache.ws.commons.schema:XmlSchema:1.4.4,0
org.apache.cxf:cxf-common-schemas:2.2,0
org.apache.geronimo.specs:geronimo-javamail_1.4_spec:1.5,0
org.apache.geronimo.framework:geronimo-common:2.2.1,0
org.apache.geronimo.framework:geronimo-crypto:2.2.1,0
org.apache.wicket:wicket-objectsizeof-agent:1.4-m1,0
org.apache.wicket:wicket:1.4-m1,0
com.sun.grizzly:grizzly-requests-throttling:1.9.0,0
grizzly:grizzly:1.0.19,0
org.apache.cxf:cxf-xml2fastinfoset-plugin:2.1.1,0
org.apache.camel:camel-msv:2.10.0,0
org.iso_relax.verifier.jaxp.validation:isorelax-jaxp-bridge:1.0,0
msv:isorelax:20050913,0
msv:msv:20050913,0
tapestry:tapestry-contrib:4.0-beta-4,0
org.mortbay.jetty:jetty-logback:7.4.5.v20110725,0
org.apache.directory.studio:ldapbrowser.core:2.0.0.v20120224,0
org.openoffice:odfdom:0.6.16,0
com.ovea:ovea-cors:1.2.ga,0
org.eclipse.jetty:jetty-continuation:8.1.0.RC5,0
org.eclipse.jetty:jetty-util:8.1.0.RC5,0
org.scala-refactoring:org.scala-refactoring_2.9.1:0.4.1,0
org.hornetq:hornetq-core:snap-r9312,0
org.apache.maven.surefire:surefire-junit4:2.7.2,0
org.apache.maven.surefire:surefire-api:2.7.2,0
org.apache.cxf:cxf-corbatools-maven-plugin:2.2.8,0
org.jomc.standalone:jomc-standalone-model:1.0-alpha-7,0
org.jomc:jomc-util:1.0-alpha-17,0
org.gmock:gmock:0.8.0,0
org.xwiki.commons:xwiki-commons-tool-license-resources:4.2-milestone-1,0
org.sonatype.community:community-nexus-preparation-tool:1.3.3,0
org.codehaus.plexus:plexus-component-annotations:1.0-beta-3.0.6,0
org.restlet:org.restlet.ext.fileupload:1.1.3,0
org.restlet:org.restlet.ext.velocity:1.1.3,0
org.restlet:org.restlet.ext.wadl:1.1.3,0
com.noelios.restlet:com.noelios.restlet.ext.servlet:1.1.3,0
com.sonatype.nexus.plugin:nexus-staging-plugin:1.3.3,0
org.restlet:org.restlet:1.1.1-b6,0
com.noelios.restlet:com.noelios.restlet:1.1.1-b6,0
org.apache.myfaces.tobago:tobago:1.0.23,0
org.apache.camel:examples:2.4.0,0
org.ow2.util:util-scan-impl:1.0.5,0
org.ow2.util:util-archive-api:1.0.5,0
edu.washington.cs.knowitall.nlptools:nlptools-postag-stanford_2.9.2:2.2.0,0
edu.washington.cs.knowitall.stanford-corenlp:stanford-postag-models:1.3.2,0
edu.washington.cs.knowitall.nlptools:nlptools-core_2.9.2:2.2.0,0
edu.washington.cs.knowitall.nlptools:nlptools-tokenize-stanford_2.9.2:2.2.0,0
org.scalaz:scalaz-core_2.9.2:6.0.4,0
com.github.scopt:scopt_2.9.2:2.1.0,0
org.glassfish.admin:admin:3.0.1,0
org.apache.sling:org.apache.sling.launchpad:6,0
org.apache.sling:org.apache.sling.launchpad.base:2.3.0,0
org.apache.tapestry:tapestry-beanvalidator:5.2.1,0
org.apache.tapestry:tapestry5-annotations:5.2.1,0
org.apache.tapestry:tapestry-func:5.2.1,0
org.apache.tapestry:tapestry-json:5.2.1,0
com.sun.enterprise:consolidatedbundle-maven-plugin:1.0.71,0
org.springframework.aws:spring-aws-maven:1.2.3,0
net.java.dev.jets3t:jets3t:0.5.1-20080115,0
xdoclet-plugins:xdoclet-plugin-beaninfo:20050221.205836,0
xdoclet-plugin-beaninfo:xdoclet-plugin-qtags:SNAPSHOT,0
xdoclet-plugin-beaninfo:xdoclet-testapp-pojo:SNAPSHOT,0
org.ow2.orchestra:orchestra-cluster-jgroups:4.7.0,0
org.ow2.orchestra:orchestra-core:4.7.0,0
com.h2database:h2:1.2.144,0
org.atmosphere:atmosphere-jms:1.0.6,0
org.glassfish:javax.xml.rpc:3.0-b55,0
com.google.api.client:google-api-client-parent:1.3.2-alpha,0
org.grails:grails-plugin-filters:2.1.0.RC3,0
org.grails:grails-datastore-simple:1.0.9.RELEASE,0
org.grails:grails-datastore-gorm:1.0.9.RELEASE,0
org.grails:grails-plugin-i18n:2.1.0.RC3,0
org.grails:grails-plugin-validation:2.1.0.RC3,0
org.grails:grails-plugin-mimetypes:2.1.0.RC3,0
org.grails:grails-plugin-converters:2.1.0.RC3,0
org.grails:grails-spring:2.1.0.RC3,0
findbugs:findbugs-plugin:0.6.5,0
com.mysema.querydsl:querydsl-core:1.9.1,0
com.mysema.codegen:codegen:0.2.3,0
org.apache.wicket:wicket-ioc:1.4.3,0
org.apache.wicket:wicket:1.4.3,0
org.openengsb.core:openengsb-core-workflow:1.1.7.RELEASE,0
org.apache.maven.plugins:maven-ear-plugin:2.4.1,0
com.mysema.querydsl:querydsl-core:0.9.7,0
com.mysema.commons:mysema-commons-lang:0.1.5,0
org.xsocket:xSocket:2.8.6,0
org.apache.maven.wagon:wagon-http-shared:1.0-beta-3,0
org.sonatype.flexmojos:flexmojos-unittest-support:3.8,0
com.adobe.flex.framework:playerglobal:3.2.0.3958,0
com.adobe.flex.framework:framework:3.2.0.3958,0
org.xwiki.commons:xwiki-commons-environment-api:3.5,0
org.openengsb.docs:openengsb-docs-parent:1.1.0.M3,0
com.sun.enterprise:hk2-dependency-verifier:1.6.4,0
org.glassfish.hk2.external:asm-all-repackaged:1.6.4,0
com.sun.enterprise:osgi-adapter:1.6.4,0
org.eclipse.jetty:jetty-webapp:7.0.0.RC5,0
org.eclipse.jetty:jetty-continuation:7.0.0.RC5,0
org.eclipse.jetty:jetty-io:7.0.0.RC5,0
org.glassfish.packager:glassfish-web:3.1.1-b11,0
org.glassfish.admin:config-api:3.1.1-b11,0
org.glassfish:javax.servlet:3.1.1-b11,0
org.glassfish.common:stats77:3.1.1-b11,0
org.glassfish:javax.servlet.jsp:3.1.1-b11,0
org.glassfish.common:glassfish-ee-api:3.1.1-b11,0
org.glassfish.admin:admin-util:3.1.1-b11,0
org.glassfish.common:common-util:3.1.1-b11,0
org.glassfish.deployment:deployment-common:3.1.1-b11,0
org.glassfish:javax.enterprise.deploy:3.1.1-b11,0
org.glassfish.admin:admin-core:3.1.1-b11,0
org.glassfish:javax.annotation:3.1.1-b11,0
org.glassfish:javax.transaction:3.1.1-b11,0
org.glassfish:javax.resource:3.1.1-b11,0
org.glassfish:javax.ejb:3.1.1-b11,0
org.glassfish.common:annotation-framework:3.1.1-b11,0
org.glassfish.common:scattered-archive-api:3.1.1-b11,0
org.glassfish.common:internal-api:3.1.1-b11,0
com.sun.corba:glassfish-corba-omgapi:3.1.0-b029,0
com.sun.corba:glassfish-corba-internal-api:3.1.0-b029,0
org.glassfish.orb:orb-connector:3.1.1-b11,0
org.glassfish.core:glassfish:3.1.1-b11,0
org.glassfish.core:logging:3.1.1-b11,0
org.glassfish.security:ssl-impl:3.1.1-b11,0
org.glassfish:javax.security.jacc:3.1.1-b11,0
org.glassfish.security:jaspic.provider.framework:3.1.1-b11,0
org.glassfish.ejb:ejb-internal-api:3.1.1-b11,0
org.glassfish.external:ldapbp-repackaged:3.1.1-b11,0
org.glassfish.connectors:connectors-internal-api:3.1.1-b11,0
org.glassfish.external:libpam4j-repackaged:3.1.1-b11,0
org.glassfish:javax.security.auth.message:3.1.1-b11,0
org.glassfish:javax.servlet.jsp.jstl:3.1.1-b11,0
org.glassfish.web:jsf-connector:3.1.1-b11,0
org.glassfish.web:jspcaching-connector:3.1.1-b11,0
org.glassfish.common:amx-core:3.1.1-b11,0
org.glassfish:javax.management.j2ee:3.1.1-b11,0
org.glassfish.web:gf-web-connector:3.1.1-b11,0
org.glassfish.web:web-ajp:3.1.1-b11,0
org.glassfish:simple-glassfish-api:3.1.1-b11,0
org.glassfish.web:web-embed-impl:3.1.1-b11,0
com.sun.faces:jsf-api:2.1.3-b02,0
com.sun.faces:jsf-impl:2.1.3-b02,0
org.glassfish.admin:monitoring-core:3.1.1-b11,0
org.glassfish.admingui:console-web-plugin-help:3.2-b03,0
org.glassfish.transaction:jta:3.1.1-b11,0
org.glassfish.fighterfish:osgi-jta:1.0.0,0
com.sun.corba:glassfish-corba-orbgeneric:3.1.0-b029,0
com.sun.corba:glassfish-corba-asm:3.1.0-b029,0
com.sun.corba:glassfish-corba-newtimer:3.1.0-b029,0
com.sun.corba:glassfish-corba-csiv2-idl:3.1.0-b029,0
org.glassfish.persistence:persistence-common:3.1.1-b11,0
org.eclipse.persistence:org.eclipse.persistence.core:2.3.0,0
org.eclipse.persistence:org.eclipse.persistence.jpa:2.3.0,0
org.eclipse.persistence:org.eclipse.persistence.jpa.modelgen:2.3.0,0
org.eclipse.persistence:org.eclipse.persistence.oracle:2.3.0,0
org.eclipse.persistence:org.eclipse.persistence.antlr:2.3.0,0
org.eclipse.persistence:org.eclipse.persistence.asm:2.3.0,0
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages:3.1.1-b11,0
org.glassfish.fighterfish:osgi-jpa:1.0.1,0
org.glassfish.fighterfish:osgi-jpa-extension:1.0.0,0
org.glassfish.connectors:descriptors:3.1.1-b11,0
org.glassfish.connectors:gf-connectors-connector:3.1.1-b11,0
org.glassfish.connectors:work-management:3.1.1-b11,0
org.glassfish.connectors:connectors-runtime:3.1.1-b11,0
org.glassfish.cluster:cluster-common:3.1.1-b11,0
org.glassfish.external:trilead-ssh2-repackaged:3.1.1-b11,0
org.glassfish.admingui:console-jca-plugin:3.1.1-b11,0
org.glassfish.admin:rest-service:3.1.1-b11,0
org.glassfish.registration:registration-api:3.1.1-b11,0
org.glassfish.registration:registration-impl:3.1.1-b11,0
org.glassfish.registration:glassfish-registration:3.1.1-b11,0
