artifact,betweenness_centrality
org.glassfish.admin:server-mgmt:3.0-b63,55.5
org.codehaus.groovy:groovy-all:1.1-beta-2,55.5
org.ow2.jonas:jonas-commons:5.1.3,55.3333333333333
org.glassfish.common:annotation-framework:3.1-b32,55.3333333333333
org.sonatype.nexus:nexus-indexer:2.0.5,55.3333333333333
javax.xml.bind:jaxb-api:2.2.2,55.0476190476191
org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.27,55
org.ow2.easybeans:easybeans-asm-commons:3.0,55
org.jclouds:jclouds-core:1.5.0-beta.9,55
org.shoal:shoal-cache:1.5.30,55
org.ow2.cmi:cmi-jndi:2.1.2,55
org.glassfish.security:security:3.1-b09,55
org.apache.httpcomponents:httpasyncclient:4.0-beta1,55
org.glassfish.ejb:ejb-container:3.1-b15,55
org.ow2.easybeans:easybeans-deployment:2.0.0-RC1,55
org.jclouds:jclouds-core:1.5.0-beta.7,55
org.apache.openejb:openejb-core:3.0.1,55
org.appspy.viewer:org.appspy.viewer.service:1.0,55
org.ow2.easybeans:easybeans-jca-workmanager:1.1.0,55
org.glassfish.common:glassfish-naming:3.1-b40,55
org.seleniumhq.selenium:selenium-htmlunit-driver:2.15.0,55
org.ow2.jonas:jonas-mbeans:5.3.0-M1,55
org.glassfish.common:container-common:3.0.1-b15,55
org.codehaus.plexus.security:plexus-security-configuration:1.0-alpha-9,55
org.springframework:spring-web:2.5.5,54.9333333333333
org.springframework:spring-orm:2.5.6,54.7833333333333
org.ow2.jonas:jonas-security:5.2.0-RC1,54.75
org.kohsuke.stapler:maven-stapler-plugin:1.7,54.6
com.sun.xml.bind:jaxb-impl:2.1.9,54.5
org.glassfish.deployment:dol:3.1-b12,54.5
org.glassfish.common:amx-ext-impl:3.1-b32,54.5
org.ow2.util:util-ee-metadata-common-api:1.0.21,54.3333333333333
org.ow2.jonas:jonas-generators-wsgen:5.2.0-RC1,54.25
org.glassfish.deployment:dol:3.1-b35,54
org.glassfish.common:container-common:3.1-b01,54
org.eclipse.jetty:jetty-webapp:7.4.2.v20110526,54
org.glassfish.packager:glassfish-hk2:3.1.1-b05,54
org.ow2.easybeans:easybeans-deployment:1.2.0-M3,54
com.sun.grizzly:grizzly-utils:1.9.19-beta5,54
org.glassfish.packager:glassfish-hk2:3.0-b74a,54
org.apache.struts:struts-core:1.3.8,54
org.glassfish.ha:ha-api:3.1.7,54
com.sun.grizzly:grizzly-comet:1.9.34,54
org.glassfish.security:webservices.security:3.1-b26,54
org.xwiki.rendering:xwiki-rendering-api:4.3-rc-1,54
org.ow2.cmi:cmi-jgroups:2.0-RC7,54
org.apache.cxf:cxf-tools-corba:2.2.6,54
org.apache.commons:commons-email:1.2,54
com.sun.grizzly:grizzly-config:1.9.18b,54
org.glassfish.ejb:ejb-internal-api:3.2-b04,54
org.xwiki.platform:xwiki-core-rendering-api:2.2.3,54
org.glassfish.flashlight:flashlight-framework:3.0.1-b08,54
org.codehaus.cargo:cargo-core-api-module:1.0.6,54
org.apache.cxf:cxf-tools-corba:2.2.8,54
org.glassfish.packager:glassfish-hk2:3.1.1-b11,54
org.jboss.weld:weld-core:1.1.4.Final,54
org.glassfish.connectors:connectors-internal-api:3.1-b04,54
org.glassfish.common:common-util:3.0-b74,54
org.glassfish.core:kernel:3.1-b40,54
org.glassfish.packager:glassfish-web:3.1-b10,54
org.apache.maven.shared:maven-filtering:1.0-beta-1,54
org.glassfish.packager:glassfish-corba-base:3.0.1-b15,54
org.glassfish.persistence:eclipselink-wrapper:3.0.1-b20,54
org.glassfish.packager:glassfish-grizzly:3.0.1-b20,54
org.grails:grails-core:2.0.2,54
org.kohsuke.stapler:stapler:1.85,54
org.apache.archiva:archiva-policies:1.2.2,53.8333333333333
org.ow2.jonas:jonas-deployment:5.0.3,53.7
org.springframework:spring-core:3.0.7.RELEASE,53.6666666666667
org.glassfish.common:internal-api:3.2-b03,53.6666666666667
org.glassfish.common:glassfish-api:3.0.1-b08,53.6666666666667
com.twitter.elephantbird:elephant-bird-core:3.0.5,53.6666666666667
org.ow2.easybeans:easybeans-api:2.0.0-M1,53.5
org.glassfish.common:internal-api:3.0.1-b01,53.5
org.ow2.util:util-plan-deploy-api:1.0.37,53.5
org.ow2.util:util-plan-schemas:1.0.37,53.5
org.codehaus.sonar:sonar-core:2.11-RC2,53.5
org.apache.maven.doxia:doxia-site-renderer:1.2,53.5
org.glassfish.ejb:ejb-container:3.1-b40,53.5
org.apache.geronimo.framework:xmlbeans:2.2,53.3535714285714
org.apache.geronimo.configs:connector-deployer:2.1.4,53.1666666666667
org.codehaus.redback:redback-configuration:1.2.2,53.1666666666667
org.glassfish.persistence:persistence-common:3.0-b71,53
org.jclouds:jclouds-compute:1.5.0-alpha.2,53
org.ow2.util:util-ee-deploy-impl:1.0.35,53
org.ow2.jonas.osgi:javaee-api:5.1.3,53
org.glassfish.common:internal-api:3.0.1-b03,53
org.glassfish.connectors:connectors-internal-api:3.1-b12,53
org.codehaus.redback:redback-authentication-api:1.3-M2,53
org.ow2.jonas.osgi:javaee-api:5.1.4,53
org.antlr:stringtemplate:3.2,53
org.glassfish.webservices:jsr109-impl:3.1-b31,53
org.codehaus.plexus:plexus-velocity:1.1.3,53
openejb:openejb-loader:1.0,53
org.glassfish.admin:rest-service:3.1-b32,53
org.apache.cxf:cxf-rt-databinding-jaxb:2.4.8,53
org.glassfish.webservices:jsr109-impl:3.1-b30,53
org.glassfish.connectors:connectors-admin:3.1-b16,53
org.xcmis:xcmis-wssoap:1.1.4,53
org.apache.archiva:archiva-configuration:1.3.3,53
org.apache.activemq:activemq-core:5.5.0,53
org.apache.camel:camel-cxf:2.6.0,52.8619047619048
groovy:groovy:1.0,52.8333333333333
org.apache.camel:camel-spring:2.5.0,52.75
org.kohsuke.stapler:json-lib:2.1,52.5
org.ow2.cmi:cmi-core-common:2.2.2,52.5
org.ow2.jonas:jonas-commons:5.0.5,52.3
org.glassfish.core:kernel:3.1-b26,52.1666666666667
org.codehaus.plexus.registry:plexus-registry-api:1.0-alpha-2,52.1666666666667
org.glassfish.upgrade:upgrade-tool:3.0.1-b08,52.1666666666667
org.apache.maven:maven-artifact-manager:2.0.9,52.0666666666667
com.sun.enterprise:hk2-core:1.0.72,52
com.sun.xml.messaging.saaj:saaj-impl:1.3.2,52
org.glassfish.admin:config-api:3.1-b36,52
com.sun.grizzly:grizzly-config:1.9.28,52
org.glassfish.jersey.containers:jersey-container-grizzly2-http:2.0-m04-2,52
org.glassfish.webservices:jsr109-impl:3.1-b12,52
org.pustefixframework:pustefix-core:0.18.26,52
org.jboss.weld:weld-osgi-bundle:1.0.0,52
org.apache.cxf:cxf-bundle:2.6.0.fuse-71-047,52
org.apache.archiva:archiva-database:1.2,52
org.ow2.util:util-plan-schemas:1.0.12,52
org.ow2.easybeans:easybeans-jca-workmanager:1.1.0-M1b-JONAS,52
org.glassfish.packager:glassfish-hk2:3.0-b63,52
org.apache.archiva:archiva-policies:1.1,52
org.ow2.jonas:jonas-commons:5.3.0-M6,52
org.glassfish.packager:glassfish-hk2:3.0.1-b08,52
org.glassfish.packager:glassfish-common:3.1-b10,52
org.glassfish.common:container-common:3.0.1-b16,52
org.glassfish.packager:glassfish-common-tmp:3.0-b64,52
org.sonatype.sisu:sisu-maven-bridge:2.1,52
org.glassfish.cluster:cluster-cli:3.1-b17,52
org.ow2.util:util-log:1.0.21,52
org.grails:grails-core:2.0.3,52
org.apache.cxf:cxf-rt-databinding-jaxb:2.2.9,51.5833333333333
org.glassfish.admin:config-api:3.0.1-b01,51.5
velocity:velocity:1.5,51.5
org.glassfish.deployment:deployment-javaee-full:3.0-b72,51.5
org.glassfish.webservices:jsr109-impl:3.0-b74,51.5
com.redhat.rhevm.api:rhevm-api:0.9-milestone3.5,51.3333333333333
com.redhat.rhevm.api:rhevm-api:0.9-milestone3,51.3333333333333
com.redhat.rhevm.api:rhevm-api:0.9-milestone5.2,51.3333333333333
com.redhat.rhevm.api:rhevm-api:0.9-milestone-4.4,51.3333333333333
org.springframework:spring-web:3.0.7.RELEASE,51.1666666666667
org.codehaus.plexus:plexus-container-default:1.0-alpha-44,51
org.glassfish.deployment:dol:3.1-b22,51
org.glassfish.flashlight:flashlight-framework:3.1-b40,51
org.glassfish.deployment:deployment-common:3.1.1-b10,51
org.apache.maven.archiva:archiva-configuration:1.0-beta-3,51
org.apache.axis2:axis2-codegen:1.5.2,51
org.xaloon.core:xaloon-core-api:1.5.2,51
org.apache.maven.scm:maven-scm-providers-standard:1.2,51
org.glassfish.packager:glassfish-hk2:3.1-b16,51
org.exoplatform.kernel:exo.kernel.component.common:2.2.6-GA,51
org.ow2.jonas:jonas-ejb-container:5.2.0-RC1,51
org.glassfish.packager:glassfish-grizzly-full:3.0.1-b07,51
org.appfuse:appfuse-hibernate:2.0,51
org.apache.activemq:activemq-core:5.5.1,51
org.hibernate:hibernate-validator:4.0.2.GA,50.8571428571429
org.drools:guvnor-repository:5.5.0.Final,50.8333333333333
org.apache.cxf:cxf-bundle-jaxrs:2.2.9,50.8333333333333
org.apache.maven:maven-script-ant:2.0.10,50.8333333333333
org.springframework:spring-context:3.0.4.RELEASE,50.5833333333333
org.sonatype.sisu:sisu-inject-plexus:2.1.1,50.5833333333333
org.glassfish.connectors:connectors-runtime:3.0-b71,50.5
org.glassfish.admin:monitoring-core:3.0.1-b08,50.5
org.sonatype.nexus:nexus-proxy:1.1-M1,50.5
org.ow2.jonas:jonas-services-api:5.1.3,50.1666666666667
org.hibernate:hibernate-search-analyzers:3.4.2.Final,50
org.eobjects.metamodel:MetaModel-full:3.0-beta1,50
org.glassfish.ejb:ejb-internal-api:3.0-b71,50
org.ow2.bundles:ow2-util-ee-deploy-api:1.0.27,50
org.ow2.carol:carol:3.0.5,50
org.ow2.cmi:cmi-rpc:2.1.2,50
org.glassfish.common:amx-j2ee-impl:3.0-b74a,50
com.sun.enterprise:hk2:1.0.36,50
org.glassfish.core:kernel:3.1-b15,50
org.eobjects.metamodel:MetaModel-full:3.0-beta2,50
org.ow2.easybeans:easybeans-jca-workmanager:1.0.0-JONAS,50
org.ow2.easybeans:easybeans-component-joram:1.0.0-JONAS,50
org.eclipse.jetty:jetty-server:7.4.5.v20110725,50
org.ow2.util:util-ee-metadata-ws-api:1.0.14,50
org.ow2.jonas.osgi:javaee-api:5.3.0-RC1,50
org.glassfish.web:web-glue:3.1-b31,50
org.xwiki.platform:xwiki-core-rendering-syntax-wikimodel:2.2.3,50
org.jclouds:jclouds-core:1.2.1,50
org.apache.zookeeper:zookeeper:3.3.3,50
org.jclouds:jclouds-allcompute:1.4.0,50
org.ow2.easybeans:easybeans-core:1.0.2,50
org.nuiton:maven-helper-plugin:1.2.9,50
org.glassfish.common:container-common:3.0-b61,50
org.glassfish.packager:jersey:3.1-b10,50
org.glassfish.packager:glassfish-ejb-lite:3.1-b10,50
org.glassfish.packager:glassfish-hk2:3.0-b74,50
org.eobjects.metamodel:MetaModel-full:2.2.2,50
org.glassfish.web:web-glue:3.1-b30,50
org.apache.struts:struts2-spring-plugin:2.1.8.1,50
org.glassfish.web:webtier-all:3.0-b74b,50
org.jclouds:jclouds-allcompute:1.3.2,50
org.glassfish.web:web-embed-api:3.0.1-b01,50
org.codehaus.enunciate:enunciate-spring-app-rt:1.16-RC3,50
org.glassfish.deployment:deployment-javaee-full:3.1-b10,49.6666666666667
org.jclouds:jclouds-compute:1.0-beta-9c,49.6666666666667
org.apache.maven:maven-project:2.0.1,49.6440476190476
org.apache.geronimo.framework:rmi-naming:3.0.0,49.5833333333333
org.glassfish.common:glassfish-api:3.1-b40,49.5
org.codehaus.redback:redback-users-cached:1.2,49.3333333333333
org.ow2.bundles:ow2-util-log:1.0.27,49.1666666666667
org.ow2.util:util-ee-deploy-impl:1.0.33,49
org.ow2.bundles:ow2-util-ee-metadata-war-impl:1.0.27,49
org.glassfish.persistence.cmp:cmp-model:3.1-b01,49
org.apache.cxf:cxf-common-utilities:2.1.2,49
org.glassfish.connectors:connectors-internal-api:3.1-b31,49
org.glassfish.web:web-glue:3.1-b12,49
org.glassfish.extras:glassfish-embedded-shell-frag:3.1-b12,49
org.jclouds:jclouds-blobstore:1.3.2,49
org.apache.geronimo.modules:geronimo-jasper:3.0-M1,49
org.codehaus.staxmate:staxmate:2.0.0,49
com.sun.grizzly:grizzly-servlet-webserver:1.9.18-i,49
org.apache.camel:camel-jms:2.5.0,49
org.ow2.util:util-plan-deploy-api:1.0.14,49
org.hibernate:hibernate-core:3.5.0-CR-2,49
org.glassfish.common:glassfish-api:3.1-b10,49
org.apache.maven.doxia:doxia-core:1.1.2,49
org.pustefixframework.webservices:pustefix-webservices-jaxws:0.18.0,49
org.apache.cxf:cxf-rt-bindings-soap:2.4.1,49
org.apache.geronimo.configs:transaction:2.1.5,49
org.apache.archiva:archiva-repository-layer:1.2.1,49
org.apache.hadoop:hadoop-core:1.0.2,49
org.glassfish.common:container-common:3.1-b23,49
org.ow2.cmi:cmi-jndi:2.0.9,48.6666666666667
com.sun.enterprise:hk2:1.0.58,48.5
org.hibernate:hibernate-entitymanager:3.6.0.Final,48.5
org.glassfish.deployment:dol:3.2-b01,48.5
org.glassfish.common:container-common:3.0.1-b06,48.5
org.glassfish.security:security:3.0.1-b01,48.5
org.kuali.student.common:ks-common-util:1.2-M4,48.4666666666667
org.codehaus.enunciate:enunciate-jaxws-ri-rt:1.16-RC3,48.4
org.springframework:spring-jdbc:3.0.5.RELEASE,48.3333333333333
org.glassfish.admin:monitoring-core:3.0-b72,48.3333333333333
org.ow2.bundles:ow2-util-ee-metadata-common-api:1.0.19,48.3333333333333
org.apache.servicemix:servicemix-shared:2010.01,48.25
org.springframework:spring-aop:3.0.7.RELEASE,48.1666666666667
org.apache.karaf.shell:org.apache.karaf.shell.console:2.2.5,48
org.apache.aries.blueprint:org.apache.aries.blueprint:0.3.1,48
com.sun.grizzly:grizzly-http:1.9.19-beta3,48
org.apache.cxf:cxf-rt-bindings-soap:2.1.2,48
org.glassfish.web:web-core:3.0-b70,48
org.glassfish.cluster:cluster-cli:3.1.1-b05,48
org.glassfish.main.admin:config-api:3.1.2,48
org.glassfish.jersey.core:jersey-common:2.0-m04-2,48
org.codehaus.cargo:cargo-core-api-container:1.0-beta-2,48
org.ow2.util:util-ee-metadata-ejbjar-impl:1.0.23,48
org.glassfish.jdbc.jdbc-ra.jdbc-core:jdbc-core:3.2-b01,48
de.saumya.mojo:ruby-tools:0.28.2,48
org.glassfish.packager:glassfish-grizzly:3.1.1,48
org.antlr:antlr-runtime:3.1.3,48
org.glassfish.security:webservices.security:3.2-b02,48
org.glassfish.web:web-glue:3.2-b02,48
org.ow2.jonas:jonas-ejb-container:5.1.0-M3,48
org.glassfish.connectors:connectors-internal-api:3.1-b13,48
org.ow2.easybeans:easybeans-component-cmi:1.1.0-M1b-JONAS,48
org.apache.clerezza:rdf.core:0.12-incubating,48
de.saumya.mojo:ruby-tools:0.28.1,48
org.glassfish.cluster:cluster-cli:3.1.1-b11,48
org.openid4java:openid4java:0.9.5,48
org.glassfish.packager:glassfish-jcdi:3.1-b10,48
org.kuali.rice:rice-core-framework:2.1.0-M1,48
org.glassfish.persistence:eclipselink-wrapper:3.1.1-b02,48
org.ow2.jonas.osgi:javaee-api:5.1.0-cxf-2.2,48
org.glassfish.web:jstl-connector:3.0.1-b20,48
net.sf.json-lib:json-lib:2.0,48
org.apache.hadoop:hadoop-core:0.20.203.0,47.9833333333333
org.ow2.util:util-log:1.0.29,47.8333333333333
org.codehaus.woodstox:woodstox-core-asl:4.0.8,47.6666666666667
org.glassfish.security:security:3.0-b74a,47.6666666666667
com.sun.enterprise:auto-depends:1.0.26,47.5
org.apache.geronimo.modules:geronimo-jasper:3.0.0,47.5
org.apache.felix:org.apache.felix.bundlerepository:1.6.4,47.5
com.sun.enterprise:hk2:1.0.32,47.5
org.glassfish.persistence.cmp:cmp-support-sqlstore:3.0-b63,47.5
eu.medsea.mimeutil:mime-util:2.1.2,47.3333333333333
org.apache.servicemix:servicemix-soap:2011.01,47.3333333333333
org.glassfish.admin:monitoring-core:3.1-b32,47.3333333333333
org.ow2.easybeans:easybeans-component-cmi:1.2.0,47.3333333333333
org.glassfish.cluster:cluster-ssh:3.1-b32,47.1666666666667
org.extremecomponents:extremecomponents:1.0.1,47.1666666666667
com.google.guava:guava:11.0.1,47
de.saumya.mojo:jruby-maven-plugin:0.24.0,47
org.glassfish.admin:server-mgmt:3.1-b08,47
org.apache.geronimo.framework:server-security-config:3.0-M1,47
org.apache.cxf:cxf-tools-common:2.2.6,47
org.apache.maven:maven-project:2.1.0,47
org.sonatype.sisu:sisu-inject-plexus:1.4.3.1,47
org.jboss.errai:errai-bus:2.1.0.Final,47
org.ow2.bundles:ow2-util-ee-deploy-api:1.0.33,47
de.saumya.mojo:ruby-tools:0.28.5,47
org.ow2.jonas:jonas-commons:5.1.0-RC1,47
org.glassfish.persistence:persistence-common:3.1-b02,47
org.sonatype.micromailer:micromailer:1.0.2,47
org.apache.maven.mercury:mercury-md-shared:1.0.0-alpha-2-722647,47
com.googlecode.metridoc:metridoc-core:0.6,47
org.pustefixframework.webservices:pustefix-webservices-jaxws:0.18.11,47
org.ow2.util:util-ee-deploy-impl:1.0.16,46.8333333333333
org.kuali.rice:rice-core-framework:2.0.0-rc4,46.7595238095238
org.glassfish.common:glassfish-api:3.1-b32,46.6666666666667
org.glassfish.orb:orb-connector:3.1-b36,46.5
org.glassfish.common:internal-api:3.0-b73,46.5
javax.enterprise:cdi-api:1.0,46.5
org.apache.geronimo.configs:transaction-1_6:3.0-M1,46.5
org.glassfish.orb:orb-connector:3.1-b10,46.5
org.ow2.jonas:jonas-domain:5.3.0-M1,46.5
org.slf4j:slf4j-jcl:1.5.8,46.5
org.apache.geronimo.framework:plugin:2.2,46.2619047619048
com.sun.grizzly:grizzly-comet:1.9.35,46
org.ow2.bundles:ow2-util-ee-deploy-impl:1.0.31,46
org.glassfish.persistence:persistence-common:3.0.1-b07,46
org.springframework:spring-webmvc:3.0.3.RELEASE,46
org.apache.neethi:neethi:2.0.5,46
org.apache.openjpa:openjpa-lib:1.0.2,46
org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-7,46
org.ow2.util:util-ee-deploy-impl:1.0.9,46
org.apache.poi:poi-ooxml:3.8-beta3,46
org.glassfish.deployment:deployment-common:3.0-b63,46
org.shoal:shoal-cache:1.5.21,46
org.xwiki.platform:xwiki-core-properties:2.2.3,46
org.glassfish.deployment:deployment-common:3.0.1-b08,46
org.codehaus.cargo:cargo-core-api-generic:1.0.6,46
com.googlecode.metridoc:metridoc-core:0.4.2,46
org.openl:org.openl.eclipse.ui.wizard:5.9.3,46
org.glassfish.connectors:work-management:3.1-b35,46
org.jclouds:jclouds-allcompute:1.1.0,46
org.glassfish.packager:glassfish-scripting:3.1-b06,46
org.pustefixframework.webservices:pustefix-webservices-jaxws:0.18.19,46
org.glassfish.security:security:3.1-b10,46
org.apache.ws.commons.axiom:axiom-api:1.2.10,46
org.appspy.viewer:org.appspy.viewer.service:1.1,46
org.unitils:unitils-dbmaintainer:3.1,46
org.jasig.cas:cas-server-core:3.3.4,46
org.glassfish.admin:config-api:3.1.1-b07,46
org.glassfish.packager:glassfish-common:3.0-b74b,46
org.glassfish.persistence.cmp:cmp-all:3.1.1-b10,46
org.apache.stanbol:org.apache.stanbol.commons.solr.managed:0.9.0-incubating,46
org.codehaus.groovy.maven.runtime:gmaven-runtime-1.5:1.0-rc-3,46
org.kohsuke.stapler:stapler:1.141,46
org.jclouds:jclouds-blobstore:1.1.1,45.8333333333333
org.ow2.easybeans:easybeans-deployment:1.1.0-M3,45.6666666666667
org.ow2.jonas:jonas-domain:5.2.0-M2-SR1,45.6666666666667
org.glassfish.web:web-glue:3.1-b14,45.5
org.apache.maven.shared:file-management:1.2.1,45.5
org.codehaus.sonar:sonar-core:2.3.1,45.5
org.apache.cxf:cxf-rt-frontend-jaxws:2.4.3,45.5
org.grails:grails-plugin-controllers:2.1.0.RC3,45.5
org.glassfish.admin:admin-cli:3.1.1-b10,45.5
org.trailsframework:trails-core:1.1,45.5
org.codehaus.sonar:sonar-core:2.3,45.5
org.glassfish.security:webservices.security:3.0-b63,45.5
org.apache.geronimo.framework:geronimo-core:2.1.4,45.4833333333333
org.glassfish.web:web-glue:3.1-b38,45.3333333333333
org.glassfish.hk2:class-model:1.0.74,45.1666666666667
jaxen:jaxen:1.1-beta-9,45.1666666666667
com.opera:operadriver:0.10,45
org.apache.solr:solr-solrj:3.1.0,45
org.eobjects.analyzerbeans:AnalyzerBeans-core:0.12,45
org.glassfish.admin:config-api:3.1-b01,45
org.ow2.util:util-plan-deploy-api:1.0.15,45
org.glassfish.packager:glassfish-jcdi:3.0-b74a,45
org.codehaus.cargo:cargo-core-api-module:1.0-beta-2,45
com.sun.grizzly:grizzly-utils:1.9.34,45
org.eclipse.jetty:jetty-server:8.1.1.v20120215,45
org.eobjects.analyzerbeans:AnalyzerBeans-core:0.13,45
org.glassfish.packager:glassfish-jcdi:3.0-b72,45
org.glassfish.packager:glassfish-corba-base:3.2-b04,45
org.glassfish.deployment:dol:3.0-b60,45
org.glassfish.packager:glassfish-nucleus:3.0-b69,45
org.glassfish.admin:config-api:3.1-b05,45
org.glassfish.common:container-common:3.1-b05,45
org.hibernate:hibernate-validator:4.0.0.GA,45
org.sonatype.plexus:plexus-restlet-bridge:1.8,45
org.glassfish.common:amx-j2ee:3.1.1-b10,45
org.glassfish.packager:glassfish-hk2:3.1-b35,45
org.apache.velocity:velocity-tools:2.0-beta3,45
groovy:groovy:1.0-jsr-03,45
org.ow2.jonas.cxf.transport.reliablejms:modules-transport:0.1,45
org.glassfish.packager:glassfish-nucleus:3.1-b10,45
org.eobjects.analyzerbeans:AnalyzerBeans-core:0.11,45
org.talend.esb.job:org.talend.esb.job.controller:4.2,45
org.glassfish.packager:glassfish-hk2:3.2-b01,45
net.liftweb:lift-util_2.8.1:2.2-RC1,45
org.apache.servicemix.samples.bridge:bridge-jms-su:3.3.2,45
org.codehaus.redback:redback-configuration:1.2.8,44.8333333333333
xalan:serializer:2.7.1,44.75
org.ow2.easybeans:easybeans-deployment:1.1.0-M1b-JONAS,44.75
org.glassfish.packager:metro:3.1-b10,44.6666666666667
org.springframework:spring-webmvc:2.5.4,44.5928571428571
org.ow2.jonas.osgi:javaee-api:5.2.0-M2-SR2,44.5
org.apache.geronimo.configs:tomcat6:2.1.5,44.5
org.glassfish.packager:glassfish-common:3.1-b06,44.5
org.codehaus.woodstox:stax2-api:3.1.1,44.4666666666667
org.kuali.student.common:ks-common-util:1.2.2-M4,44.3857142857143
org.glassfish.security:websecurity:3.0-b74a,44.3333333333333
org.apache.geronimo.configs:spring:2.1.4,44.3333333333333
org.glassfish.ejb:ejb-container:3.2-b02,44.1666666666667
org.springframework:spring-core:3.0.6.RELEASE,44.0555555555556
org.ow2.util:util-ee-metadata-war-impl:1.0.7,44
org.ow2.util:util-ee-metadata-common-api:1.0.7,44
org.sonatype.sisu:sisu-inject-bean:1.4.3.1,44
com.proofpoint.platform:http-server:0.56,44
org.testng:testng:6.2.1,44
org.jclouds:jclouds-core:1.5.0-beta.3,44
org.apache.poi:poi-ooxml-schemas:3.7,44
com.sun.enterprise:hk2-core:1.0.61,44
org.glassfish.admin:config-api:3.1-b30,44
org.glassfish.connectors:connectors-internal-api:3.1-b22,44
com.thoughtworks.xstream:xstream:1.4.2,44
org.ow2.util:util-pool-impl:1.0.12,44
org.glassfish.admin:admin-cli:3.1.1-b01,44
org.glassfish.ha:ha-shoal-cache-store:3.1-b31,44
org.ow2.easybeans:easybeans-deployer-tomcat-6.0:1.1.0-M3,44
org.glassfish.persistence:persistence-common:3.0-b60,44
org.jclouds:jclouds-blobstore:1.1.0,44
org.codehaus.redback:redback-policy:1.2.1,44
org.jclouds.common:openstack-common:1.0-beta-9d,44
org.codehaus.redback:redback-common-jdo:1.2-beta-2,44
org.glassfish.cluster:cluster-admin:3.1-b35,44
org.apache.geronimo.configs:webservices-common:2.2,44
org.glassfish.packager:glassfish-grizzly:3.1-b32,44
org.ow2.easybeans:easybeans-deployer-tomcat-6.0:1.1.0-RC1,44
org.glassfish.web:web-glue:3.0-b74,44
org.glassfish.ha:ha-shoal-cache-store:3.1-b30,44
org.glassfish.cluster:cluster-cli:3.1-b16,44
org.apache.cassandra:cassandra-all:0.7.0,44
org.ow2.jonas:jonas-discovery-jgroups:5.2.0-RC1,44
org.apache.geronimo.configs:tomcat7:3.0-M1,44
com.proofpoint.platform:http-server:0.57,44
org.ow2.jonas:jonas-generators-wsgen:5.3.0-RC1,44
org.apache.cxf:cxf-rt-transports-http-jetty:2.2.3,43.9333333333333
com.mykate-soft:scale4j-persistent:0.1,43.8333333333333
org.glassfish.fighterfish:osgi-web-container:1.0.2,43.8333333333333
org.apache.archiva:archiva-xml-tools:1.3.5,43.6666666666667
org.apache.geronimo.modules:geronimo-openejb:3.0.0,43.6666666666667
commons-math:commons-math:1.1,43.6666666666667
org.glassfish.deployment:dol:3.0-b72,43.5
org.glassfish.core:kernel:3.1-b14,43.5
org.glassfish.admin:config-api:3.1-b16,43.5
org.codehaus.redback:redback-system:1.2.2,43.5
org.codehaus.enunciate:enunciate-rt:1.16-RC3,43.4
org.apache.cxf:cxf-rt-bindings-soap:2.2.9,43.3333333333333
org.glassfish.admin:config-api:3.1-b38,43.3333333333333
org.kuali.rice:rice-api:1.0.3.3,43.2095238095238
org.glassfish.distributions:nucleus:3.0-b72,43.1666666666667
org.ow2.jonas:jonas-domain:5.1.0,43.1666666666667
com.sun.grizzly:grizzly-utils:1.9.35,43
org.glassfish.admin:admin-util:3.1-b22,43
xom:xom:1.0b3,43
org.glassfish.hk2:config:1.6.18,43
org.glassfish.hk2:hk2-locator:2.1.51,43
org.glassfish.packager:glassfish-common-full:3.0-b72,43
com.sun.grizzly:grizzly-http:1.9.18b,43
javax.xml.bind:jaxb-api:2.2,43
com.sun.enterprise:config:0.4.2,43
org.mule.modules:mule-module-xml:2.0.0-RC1,43
org.glassfish.cluster:cluster-admin:3.1-b05,43
org.glassfish.cluster:cluster-admin:3.1-b13,43
org.apache.cxf:cxf-rt-javascript:2.1.1,43
org.kuali.rice:rice-krad-app-framework:2.2.0,43
org.glassfish.admin:config-api:3.1-b04,43
org.sonatype.nexus:nexus-proxy:2.0.3,43
org.glassfish.deployment:deployment-javaee-full:3.1.1-b01,43
org.mule:mule-core:2.0.0-M2,43
org.glassfish.security:security:3.1-b11,43
org.ow2.jonas:jonas-domain:5.0.4,43
org.apache.geronimo.framework:plugin:2.2.1,42.9166666666667
org.glassfish.security:ejb.security:3.0-b74a,42.8333333333333
org.glassfish.admin:rest-service:3.0.1-b08,42.8333333333333
org.slf4j:slf4j-log4j12:1.6.4,42.75
org.apache.geronimo.framework:geronimo-core:3.0.0,42.6666666666667
org.apache.cxf:cxf-rt-frontend-jaxrs:2.3.2,42.6333333333333
org.xwiki.commons:xwiki-commons-extension-api:4.0.1,42.5
org.apache.maven:maven-archiver:RELEASE,42.5
org.glassfish.security:security:3.0-b60,42.5
org.glassfish.deployment:dol:3.0.1-b06,42.5
org.glassfish.common:container-common:3.0.1-b12,42.5
org.apache.cxf:cxf-rt-core:2.2.2,42.3333333333333
org.glassfish.common:common-util:3.0-b72,42.3333333333333
org.jclouds.api:s3:1.1.1,42.3333333333333
org.apache.geronimo.framework:geronimo-management:2.1.5,42.3095238095238
org.ow2.jonas:jonas-commons:5.1.2,42.3
org.apache.geronimo.framework:geronimo-security:2.2,42.2916666666667
org.apache.activemq:activemq-optional:5.4.0,42.25
org.jclouds.common:aws-common:1.1.1,42.1666666666667
