artifact,hcentrality
org.glassfish.admingui:console-common-full-plugin:3.1.1-b10,0.103140103664957
org.glassfish.admingui:console-common-full-plugin-help:3.2-b02,0.103140103664957
org.apache.geronimo.configs:aspectj:3.0-M1,0.103142992757415
com.sun.corba:glassfish-corba-asm:3.0.1-b001,0.103150907455952
com.sun.corba:glassfish-corba-newtimer:3.0.1-b001,0.103150907455952
com.sun.corba:glassfish-corba-csiv2-idl:3.0.1-b001,0.103150907455952
org.glassfish.appclient.server:appclient-server-core:3.0-b64,0.103158743043734
org.codehaus.groovy.maven.feature:gmaven-feature-api:1.0-rc-2,0.103183671229924
org.ow2.cmi:cmi-core-server:2.2.1,0.103184881584789
org.apache.geronimo.framework:plugin:3.0.0,0.103207094271372
org.glassfish.hk2:config-types:1.6.19,0.103210499631906
com.sun.enterprise:config-types:1.6.8,0.103210499631906
org.glassfish.packager:glassfish-ejb-lite:3.1-b31,0.103211680380932
com.sun.grizzly:grizzly-http-servlet:1.9.19,0.103223514790684
org.glassfish.packager:glassfish-hk2:3.1-b35,0.103227797136976
org.glassfish.deployment:deployment-javaee-full:3.0.1-b08,0.10323627325138
org.glassfish.deployment:sun-as-jsr88-dm-frag:3.0.1-b08,0.10323627325138
org.glassfish.common:mejb-frag:3.0.1-b08,0.10323627325138
org.glassfish.external:jaxr-ra:3.0.1-b08,0.10323627325138
org.glassfish.admingui:console-common-full-plugin:3.0.1-b08,0.10323627325138
com.sun.enterprise:hk2-core:1.0.18,0.103245552701476
org.glassfish.packager:glassfish-cluster:3.1-b40,0.103248949474173
org.glassfish.packager:glassfish-cluster:3.1.1,0.103249730324574
org.glassfish.external:trilead-ssh2-repackaged:3.1-b16,0.10325119953142
com.sun.corba:glassfish-corba-asm:3.1.0-b029,0.103265377918158
com.sun.enterprise:auto-depends:1.0.18,0.103271695672154
org.jboss.deployers:jboss-deployers-core-spi:2.0.4.GA,0.103289941913715
org.jboss.arquillian:arquillian-spi:1.0.0.Alpha4.SP7,0.10329728096445
org.glassfish:bean-validator:3.0-JBoss-4.0.0.Beta1-b01,0.10330184536333
jgroups:jgroups:2.6.7.GA,0.10331358805212
org.glassfish.persistence:jpa-connector:3.0-b61,0.103322647625124
org.ow2.util:util-archive-api:1.0.27,0.103331127070034
org.glassfish.packager:glassfish-nucleus:3.0-b71,0.103345808331037
com.sun.faces:jsf-impl:2.0.0-b17,0.103345877439992
org.glassfish.packager:glassfish-management:3.0-b74,0.103346496174713
org.glassfish.appclient:gf-client:3.0-b74a,0.103354940497803
org.glassfish.appclient:acc-config:3.0-b74a,0.103354940497803
org.glassfish.appclient:appclient-scripts:3.0-b74a,0.103354940497803
org.glassfish.security:appclient.security:3.0-b74a,0.103354940497803
com.sun.grizzly:grizzly-framework:1.9.18d,0.103374795260666
org.glassfish.connectors:descriptors:3.1-b35,0.103376387697515
org.glassfish.connectors:gf-connectors-connector:3.1-b35,0.103376387697515
org.glassfish.admingui:console-jca-plugin:3.1-b35,0.103376387697515
org.glassfish.admingui:console-jca-plugin-help:3.1-b09,0.103376387697515
org.glassfish.persistence.cmp:cmp-all:3.1-b30,0.103379463182374
org.glassfish.packager:glassfish-hk2:3.1-b32,0.103379585810301
org.glassfish.packager:glassfish-management:3.1-b12,0.103394552839817
org.glassfish.packager:glassfish-corba-base:3.1-b16,0.103397069080995
org.apache.felix:org.apache.felix.framework:1.8.1,0.103397843008408
org.apache.felix:org.apache.felix.shell:1.2.0,0.103397843008408
org.apache.felix:org.apache.felix.shell.tui:1.2.0,0.103397843008408
org.apache.felix:org.apache.felix.bundlerepository:1.4.0,0.103397843008408
org.glassfish.connectors:connectors-runtime:3.0-b72,0.103415163537952
org.eclipse.jetty:jetty-plus:8.1.7.v20120910,0.103419418762066
org.eclipse.jetty:jetty-jndi:8.1.7.v20120910,0.103427261653269
org.glassfish.packager:glassfish-grizzly:3.1-b16,0.103437204386553
org.eclipse.jetty:jetty-annotations:8.1.7.v20120910,0.103440333138609
org.eclipse.equinox:org.eclipse.equinox.registry:3.5.101,0.103441016509133
org.eclipse.ui:org.eclipse.ui.workbench:3.2.1,0.103441016509133
org.glassfish.packager:glassfish-grizzly:3.1-b17,0.103445769321708
com.sun.jersey.contribs.jersey-oauth:oauth-client:1.4-ea03,0.10345558681403
org.glassfish.packager:glassfish-management:3.1-b17,0.10347069269667
org.apache.directory.server:apacheds-core-api:1.5.6,0.10348203222084
org.apache.maven.mercury:mercury-crypto-api:1.0-alpha-6,0.103504153531721
org.mongodb:casbah-util_2.9.1:2.4.0,0.103511536609434
org.glassfish.admingui:console-jms-plugin:3.0-b74a,0.103514461557315
org.glassfish:javax.jms:3.0-b74a,0.103514461557315
com.sun.corba:glassfish-corba-asm:3.1.0-b003,0.103520361562936
com.sun.corba:glassfish-corba-newtimer:3.1.0-b003,0.103520361562936
com.sun.corba:glassfish-corba-csiv2-idl:3.1.0-b003,0.103520361562936
org.glassfish.packager:glassfish-cluster:3.1.1-b11,0.103537750601379
org.glassfish.packager:glassfish-ejb:3.1-b30,0.103539218758431
org.glassfish.cluster:cluster-common:3.1-b16,0.103555751384943
org.glassfish.external:jmsra:3.0-b74a,0.1035562903104
org.glassfish:simple-glassfish-api:3.1-b31,0.10357958098104
org.glassfish:simple-glassfish-api:3.1-b30,0.103584303125852
org.glassfish.hk2.external:javax.inject:1.6.11,0.103586320441908
org.glassfish.hk2.external:asm-all-repackaged:1.6.11,0.103586320441908
org.glassfish:javax.servlet.jsp:3.1-b31,0.103587423872244
org.glassfish.common:glassfish-ee-api:3.1-b31,0.103587423872244
org.glassfish.deployment:sun-as-jsr88-dm-frag:3.0-b72,0.103606095224896
org.glassfish.common:mejb-frag:3.0-b72,0.103606095224896
org.glassfish.external:jaxr-ra:3.0-b72,0.103606095224896
org.glassfish.admingui:console-common-full-plugin:3.0-b72,0.103606095224896
org.glassfish.admingui:console-common-full-plugin-help:3.0-b07,0.103606095224896
org.jboss.arquillian:arquillian-api:1.0.0.Alpha4.SP2,0.103607018232243
org.glassfish.ejb:ejb-container:3.1-b30,0.103627479321679
org.glassfish.common:amx-j2ee:3.1-b30,0.103634497629554
org.glassfish:javax.servlet.jsp:3.1.1-b01,0.103645251887604
org.ops4j.pax.swissbox:pax-swissbox-lifecycle:1.3.0,0.103646604686592
org.glassfish.orb:orb-enabler:3.0-b74,0.103647092525839
org.glassfish.admingui:console-ejb-plugin:3.0-b74,0.103647092525839
org.glassfish.admingui:console-corba-plugin:3.0-b74,0.103647092525839
org.glassfish.ejb:ejb-container:3.1-b31,0.103654947766217
org.glassfish.packager:glassfish-jta:3.0.1-b20,0.103660037239457
com.sun.enterprise:osgi-adapter:1.0.71,0.103666494145075
org.glassfish.cluster:cluster-common:3.1-b08,0.103667515326862
org.glassfish.cluster:gms-adapter:3.1-b08,0.103667515326862
org.glassfish.ejb:ejb-timer-databases:3.0-b74,0.103668006902381
org.atmosphere:atmosphere-runtime:0.6,0.103671519339185
com.sun.grizzly:grizzly-rcm:1.9.26,0.103674337036278
com.sun.grizzly:grizzly-portunif:1.9.26,0.103674337036278
org.atmosphere:atmosphere-runtime:0.6.1,0.103681304279639
org.glassfish.packager:glassfish-ejb:3.1-b31,0.10368686422846
com.sun.faces:jsf-impl:2.1.0-b03,0.103693237515944
org.glassfish.jms:jms-admin:3.0.1-b08,0.103699673792481
org.codehaus.fabric3:profile-web:1.8.1,0.103710584406798
org.glassfish.admin:launcher:3.1-b09,0.103711259794703
org.glassfish.admin:backup:3.1-b09,0.103711259794703
com.sun.faces:jsf-api:2.1.0-b03,0.103732190542254
org.glassfish.orb:orb-enabler:3.0.1-b08,0.103737317071375
org.glassfish.admingui:console-ejb-plugin:3.0.1-b08,0.103737317071375
org.glassfish.admingui:console-corba-plugin:3.0.1-b08,0.103737317071375
org.glassfish.ejb:ejb-timer-databases:3.0.1-b08,0.103758231447917
org.glassfish.persistence:eclipselink-wrapper:3.0-b64,0.103763895270797
org.scalatra:scalatra_2.9.0-1:2.0.0,0.103773671004049
com.codecommit:anti-xml_2.9.0-1:0.2,0.103773671004049
org.glassfish.osgi-platforms:felix:3.1.1-b10,0.103783346210862
org.glassfish.registration:registration-api:3.1-b32,0.103790159724195
org.glassfish.registration:registration-impl:3.1-b32,0.103790159724195
org.glassfish.registration:glassfish-registration:3.1-b32,0.103790159724195
org.glassfish.external:sysnet-registration-repackaged:3.1-b32,0.103790159724195
org.glassfish.external:commons-codec-repackaged:3.1-b32,0.103790159724195
org.mongodb:mongo-java-driver:2.9.1,0.103794117342583
org.jboss.deployers:jboss-deployers-client-spi:2.0.0.CR4,0.10380891572362
org.glassfish.cluster:gms-bootstrap:3.1-b16,0.103810776368604
org.glassfish.common:common-util:3.1-b11,0.103834116030447
org.glassfish.packager:glassfish-cluster:3.1-b35,0.103836523799531
org.apache.tuscany.sca:tuscany-contribution-namespace:1.4,0.103840115173246
org.glassfish.common:glassfish-ee-api:3.1-b30,0.103841103885638
org.glassfish.security:security-all:3.0-b61,0.103842195495874
org.jboss.deployers:jboss-deployers-core-spi:2.0.0.CR4,0.103842398251872
org.glassfish.common:stats77:3.1-b23,0.103856219246175
org.glassfish.persistence.cmp:cmp-enhancer:3.1-b15,0.103857585475129
org.glassfish.external:antlr-repackaged:3.1-b15,0.103857585475129
org.glassfish.external:schema2beans-repackaged:3.1-b15,0.103857585475129
org.glassfish.security:ejb.security:3.0-b63,0.10386066579538
org.glassfish.registration:registration-api:3.1-b06,0.103861752723853
org.glassfish.registration:registration-impl:3.1-b06,0.103861752723853
org.glassfish.registration:glassfish-registration:3.1-b06,0.103861752723853
org.glassfish.external:sysnet-registration-repackaged:3.1-b06,0.103861752723853
org.glassfish.external:commons-codec-repackaged:3.1-b06,0.103861752723853
fr.inria.powerapi.sensor:sensor-cpu-api:1.1,0.10387455751097
org.glassfish.connectors:connectors-runtime:3.0-b63,0.103877595349422
org.glassfish.persistence.cmp:cmp-ejb-mapping:3.1-b15,0.103878499851672
org.apache.xbean:xbean-spring-common:2.4,0.103885358248125
org.glassfish.persistence.cmp:cmp-model:3.1-b15,0.103899414228214
org.glassfish.admingui:console-common:3.0-b63,0.103900340787211
org.apache.geronimo.configs:tomcat7-clustering-wadi:3.0-M1,0.103901664639346
org.glassfish.common:amx-core:3.1.1,0.103903349802522
org.glassfish.common:amx-config:3.1.1,0.103903349802522
org.glassfish.common:amx-config-impl:3.1.1,0.103903349802522
org.glassfish.common:amx-j2ee-impl:3.1.1,0.103903349802522
org.glassfish.common:amx-ext-impl:3.1.1,0.103903349802522
org.glassfish.jms:jms-core:3.1.1-b10,0.103907765309865
org.glassfish.admingui:console-plugin-service:3.0-b74,0.103909669030948
org.glassfish.admingui:console-updatecenter-plugin:3.0-b74,0.103909669030948
org.glassfish.admingui:console-community-branding-plugin:3.0-b74,0.103909669030948
org.glassfish.admingui:dist-fragment:3.0-b74,0.103909669030948
org.glassfish.common:common-util:3.0-b56,0.103911001208133
com.github.jsuereth.scala-arm:scala-arm_2.9.1:1.1,0.103911680529332
org.ow2.util:util-ee-metadata-ws-api:1.0.25,0.103916074832971
org.glassfish.common:amx-j2ee:3.1.1,0.103924264179064
org.glassfish.admingui:console-common:3.0-b74,0.10393058340749
org.glassfish.core:glassfish:3.1-b27,0.103938916914439
org.glassfish.admin:launcher:3.1-b27,0.103938916914439
org.glassfish.branding:branding:3.1-b27,0.103938916914439
org.kuali.student.lum:ks-lum-rice:1.2.2-M4,0.103940841323628
org.glassfish:osgi-web-container:3.0.1-b20,0.103969669144612
org.glassfish.admingui:console-web-plugin:3.0.1-b20,0.103969669144612
org.glassfish.admingui:console-web-plugin-help:3.0.1-b03,0.103969669144612
org.glassfish.common:glassfish-api:3.0-b59,0.103973399387352
org.ow2.cmi:cmi-core-client:2.2.3,0.103975699619011
org.glassfish.packager:felix:3.1-b08,0.103981575935109
org.uncommons.maths:uncommons-maths:1.2.2,0.103984040368468
org.glassfish.grizzly:grizzly-rcm:2.2.10,0.10399287121578
org.glassfish.common:amx-j2ee:3.0-b63,0.104006834723878
org.eclipse.jetty.example-async-rest:example-async-rest-webapp:8.0.0.RC0,0.10402036433724
org.glassfish.packager:glassfish-jts:3.0-b74,0.10403664875594
org.fusesource.wikitext:wikitext-core:1.3,0.104041668550681
org.glassfish.ha:ha-shoal-cache-store:3.1.1-b10,0.1040435155362
org.eclipse.jetty:test-jetty-servlet:8.0.0.RC0,0.104044415870264
com.sun.grizzly:grizzly-rcm:1.9.30,0.104063888044357
com.sun.grizzly:grizzly-portunif:1.9.30,0.104063888044357
org.glassfish.admin:server-mgmt:3.0-b74a,0.104070561292261
org.chromattic:chromattic.common:1.0.5,0.104072812305509
org.glassfish:javax.servlet:3.0-b56,0.10408402515732
org.glassfish.connectors:descriptors:3.1-b16,0.104089576512645
org.glassfish.connectors:gf-connectors-connector:3.1-b16,0.104089576512645
org.glassfish.admingui:console-jca-plugin:3.1-b16,0.104089576512645
org.glassfish:javax.management.j2ee:3.1.1-b10,0.104090034545931
org.codehaus.modello:modello-core:1.0-alpha-1,0.104090460256308
org.glassfish.connectors:work-management:3.1-b16,0.104110490889188
org.apache.maven:maven-project:2.0-alpha-3,0.10411137463285
net.liftweb:lift-ldap_2.8.1:2.2-RC1,0.104130160534859
org.glassfish.common:glassfish-ee-api:3.1.1-b01,0.10414452982879
org.ow2.cmi:cmi-admin:2.2.1,0.104157838160707
org.glassfish.external:trilead-ssh2-repackaged:3.1-b15,0.104166679646123
org.glassfish.ejb:gf-ejb-connector:3.0-b64,0.104175932937858
org.glassfish.admingui:console-ejb-lite-plugin:3.0-b64,0.104175932937858
com.sun.corba:glassfish-corba-codegen:3.1.0-b003,0.104178096244701
com.sun.corba:glassfish-corba-orb:3.1.0-b003,0.104178096244701
com.sun.enterprise:config-types:0.3.94,0.104183706620208
org.shoal:shoal-gms-api:1.5.32,0.104190597260195
org.shoal:shoal-gms-impl:1.5.32,0.104190597260195
org.glassfish.ejb:ejb-container:3.0-b64,0.1041968473144
org.geotools:gt-xml:2.7.0,0.104220993405933
com.sun.enterprise:auto-depends:0.3.93,0.104237835901909
org.glassfish.web:web-naming:3.1-b10,0.104244214765166
org.glassfish.connectors:work-management:3.1-b10,0.104244214765166
org.glassfish.connectors:connectors-inbound-runtime:3.1-b10,0.104244214765166
org.glassfish.transaction:jts:3.1-b10,0.104244214765166
org.glassfish.grizzly:grizzly-rcm:2.0,0.104254259981494
com.sun.faces:jsf-api:2.0.0-b17,0.104258930645244
org.eclipse.jetty:jetty-servlet:8.0.0.RC0,0.10426278863538
org.glassfish.orb:orb-enabler:3.0-b74a,0.104271777334413
org.glassfish.admingui:console-ejb-plugin:3.0-b74a,0.104271777334413
org.glassfish.admingui:console-corba-plugin:3.0-b74a,0.104271777334413
org.eclipse.jetty:jetty-io:8.0.0.RC0,0.104272200104825
org.glassfish.ejb:ejb-timer-databases:3.0-b74a,0.104292691710956
org.glassfish.ha:ha-api:3.1-b15,0.104308367756816
org.glassfish.packager:glassfish-ha:3.1-b08,0.104322164432932
org.glassfish.persistence:jpa-connector:3.0.1-b08,0.104322353078552
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages:3.0.1-b08,0.104322353078552
org.glassfish.common:amx-j2ee:3.1.1-b01,0.104325976453094
com.sun.grizzly:grizzly-cometd:1.9.18-e,0.104327417751022
org.ow2.cmi:cmi-core-server:2.0-RC8,0.104329588746839
org.glassfish.admin:admin-util:3.1-b27,0.104342803307392
org.eclipse.jetty:jetty-security:8.0.1.v20110908,0.104348768931002
org.glassfish.admingui:console-updatecenter-plugin:3.0-b64,0.104349564340808
org.glassfish.admingui:dist-fragment:3.0-b64,0.104349564340808
org.glassfish.admingui:console-common:3.0-b64,0.10437047871735
org.glassfish:osgi-jdbc:3.1-b40,0.104370550749197
org.glassfish.admingui:console-jdbc-plugin:3.1-b40,0.104370550749197
org.glassfish.admingui:console-jdbc-plugin-help:3.1-b10,0.104370550749197
org.glassfish.packager:glassfish-jsf:3.0-b63,0.104383055577104
org.glassfish.cluster:gms-bootstrap:3.1-b08,0.104383073375915
org.ow2.mind:idl-frontend:2.0-alpha1,0.104385025604
org.codehaus.fabric3:fabric3-admin-api:1.0,0.104390681979264
org.codehaus.fabric3:fabric3-admin-cli:1.0,0.104390681979264
org.codehaus.fabric3:fabric3-admin-impl:1.0,0.104390681979264
org.glassfish.jdbc.jdbc-ra.jdbc-ra-distribution:jdbc-ra:3.1-b40,0.104391465125739
org.jboss:jboss-common-core:2.2.8.GA,0.104394888660126
org.jdtaus.core:jdtaus-core-schemas:1.9.3,0.104402026843955
org.apache.commons:commons-lang3:3.5,0.10440739929371
org.glassfish.jdbc:jdbc-admin:3.1-b40,0.104411333783454
org.glassfish.web:webbeans-integration:3.0-b64,0.104443421681281
org.apache.geronimo.modules:geronimo-web:3.0-M1,0.104454397714139
org.glassfish:javax.xml.rpc:3.0.1-b07,0.104464412693809
org.glassfish.common:common-util:3.0-b65,0.104471128081083
org.glassfish.extras:osgi-container:3.0-b63,0.104522822793198
org.glassfish.extras:grizzly-container:3.0-b63,0.104522822793198
org.glassfish.admin:cli-optional:3.0-b63,0.104522822793198
org.glassfish.common:amx-ext-impl:3.0-b63,0.104522822793198
org.glassfish.deployment:deployment-client:3.0-b63,0.104522822793198
org.glassfish.deployment:deployment-autodeploy:3.0-b63,0.104522822793198
org.glassfish.deployment:deployment-admin:3.0-b63,0.104522822793198
org.glassfish.external:ant:3.0-b63,0.104522822793198
org.glassfish.extras:glassfish-embedded-shell-frag:3.0-b63,0.104522822793198
org.ow2.util:util-plan-deployer:1.0.35,0.104529415223725
org.glassfish.common:amx-config-impl:3.0-b63,0.104543737169741
com.sun.grizzly:grizzly-utils:1.9.32,0.104547130866363
org.glassfish.persistence.cmp:cmp-utility:3.1.1-b04,0.104557677911031
org.glassfish.admingui:console-plugin-service:3.1-b12,0.104559135639129
com.sun.jsftemplating:jsftemplating:2.0.3,0.104559135639129
org.glassfish.admingui:console-updatecenter-plugin:3.1-b12,0.104559135639129
org.glassfish.admingui:console-community-branding-plugin:3.1-b12,0.104559135639129
org.glassfish.admingui:dist-fragment:3.1-b12,0.104559135639129
com.sun.jsftemplating:jsftemplating:1.2.11,0.104559886237508
com.sun.grizzly:grizzly-http:1.9.32,0.104568045242906
org.ow2.jonas.autostart:proxy:1.0.0-M1,0.104573619755713
org.glassfish:osgi-jdbc:3.1.1-b01,0.104579338001643
org.glassfish.admingui:console-jdbc-plugin:3.1.1-b01,0.104579338001643
org.glassfish.persistence:eclipselink-wrapper:3.0.1-b08,0.104590996956808
org.glassfish.packager:glassfish-hk2:3.1-b16,0.104596149473141
org.glassfish.jdbc.jdbc-ra.jdbc-ra-distribution:jdbc-ra:3.1.1-b01,0.104600252378185
org.glassfish.persistence.cmp:cmp-all:3.1-b12,0.104605967485645
org.glassfish.packager:glassfish-hk2:3.1-b17,0.104606688145996
org.glassfish.persistence.cmp:cmp-ejb-mapping:3.1.1-b04,0.10460734955532
org.glassfish.jdbc:jdbc-admin:3.1.1-b01,0.104620121035901
org.glassfish.connectors:connectors-internal-api:3.1.1,0.10462911340908
org.glassfish.persistence:jpa-connector:3.0-b74a,0.104633739195505
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages:3.0-b74a,0.104633739195505
org.glassfish:javax.security.auth.message:3.1-b38,0.104633765151048
org.glassfish:simple-glassfish-api:3.1-b38,0.104633765151048
org.jclouds.api:eucalyptus:1.1.0,0.104640619083379
org.jclouds.common:aws-common:1.1.0,0.104640619083379
org.jclouds.common:trmk-common:1.1.0,0.104640619083379
org.glassfish:javax.servlet.jsp:3.1-b38,0.104641608042251
org.glassfish.common:glassfish-ee-api:3.1-b38,0.104641608042251
org.glassfish.security:security-all:3.0-b63,0.104643678011933
org.apache.tuscany.sca:tuscany-extensibility:2.0-M2,0.104653754797986
org.apache.tuscany.sca:tuscany-sca-api:2.0-M2,0.104653754797986
org.glassfish.deployment:deployment-common:3.1.1,0.104655256379759
org.apache.tuscany.sca:tuscany-interface:2.0-M2,0.104661597689189
org.apache.tuscany.sca:tuscany-definitions:2.0-M2,0.104661597689189
org.apache.tuscany.sca:tuscany-monitor:2.0-M2,0.104661597689189
org.jclouds.api:eucalyptus:1.3.2,0.104662910775736
org.jclouds.common:trmk-common:1.3.2,0.104662910775736
org.jclouds.api:eucalyptus:1.4.0,0.104663072613174
org.jclouds.common:trmk-common:1.4.0,0.104663072613174
org.glassfish.osgi-platforms:felix:3.2-b02,0.104687904835963
org.apache.geronimo.modules:geronimo-tomcat7-builder:3.0-M1,0.104707902435739
org.apache.tomcat:jasper-el:6.0.14,0.104715158923795
org.apache.tomcat:jasper-jdt:6.0.14,0.104715158923795
org.apache.tomcat:el-api:6.0.14,0.104715158923795
org.glassfish:javax.servlet.jsp:3.0.1-b20,0.104729317625189
org.glassfish.common:amx-core-impl:3.0-b63,0.104748627631407
org.glassfish.cluster:cluster-ssh:3.1-b10,0.104752823169212
sk.seges.corpis:corpis-lang-api:1.2.2,0.104760989245297
org.glassfish.admin:admin-util:3.1-b07,0.104763711546741
org.glassfish:javax.resource:3.1-b28,0.104769132460779
sk.seges.corpis:corpis-customer-domain-jpa:1.2.2,0.104779513407377
sk.seges.corpis:corpis-price-domain-api:1.2.2,0.104779513407377
org.glassfish:javax.resource:3.1-b20,0.104780908114887
org.glassfish.core:kernel:3.0-Prelude-Embedded-b10,0.104791183106973
org.glassfish.admin:admin-util:3.1-b11,0.104792608135099
org.glassfish.jms:jms-admin:3.0-b74a,0.104793808090928
org.glassfish:javax.servlet.jsp:3.0.1-b10,0.104794704347097
org.glassfish.persistence:eclipselink-wrapper:3.1-b12,0.104797551197769
org.glassfish.common:common-util:3.0.1-b17,0.104814097604763
org.glassfish.common:glassfish-ee-api:3.1-b35,0.10482463623409
org.glassfish.ejb:ejb-internal-api:3.1-b35,0.10482463623409
org.ow2.cmi:cmi-api-server:2.2.3,0.104828401377059
org.ow2.cmi:cmi-components-event:2.2.3,0.104828401377059
org.glassfish.external:management-api:3.0.0-b004,0.104832494771014
org.glassfish.persistence:eclipselink-wrapper:3.0-b74a,0.104835569719521
org.glassfish.transaction:transaction-internal-api:3.1.1-b04,0.104841828235965
org.jboss.microcontainer:jboss-metatype:2.0.0.Beta8,0.104844031690799
com.google.api.client:google-api-client:1.1.0-alpha,0.10485617718368
org.glassfish.cluster:gms-bootstrap:3.1-b15,0.104856485737328
org.glassfish.persistence:eclipselink-wrapper:3.1-b17,0.104858934771042
org.apache.aries:org.apache.aries.util:0.1-incubating,0.104868879163513
org.ow2.easybeans:easybeans-jpa-default-openjpa:1.0.0-JONAS,0.104874769461022
org.glassfish.admingui:console-plugin-service:3.1-b30,0.104875430769543
org.glassfish.admingui:console-common-help:3.1-b04,0.104875430769543
org.glassfish.admingui:console-updatecenter-plugin:3.1-b30,0.104875430769543
org.glassfish.admingui:console-community-branding-plugin:3.1-b30,0.104875430769543
org.glassfish.admingui:dist-fragment:3.1-b30,0.104875430769543
org.glassfish.hk2.external:asm-all-repackaged:1.0.64,0.104880018158531
org.glassfish.packager:glassfish-corba:3.1.1-b11,0.104889831575924
org.jboss.deployers:jboss-deployers-client-spi:2.0.0.Beta11,0.104893665987986
org.ops4j.pax.url:pax-url-commons:1.3.0,0.104895575030143
org.ow2.util:util-plan-repository-api:1.0.35,0.104896574100738
org.glassfish.core:glassfish:3.0,0.104897079032643
org.glassfish.admin:launcher:3.0,0.104897079032643
org.glassfish.connectors:connectors-inbound-runtime:3.0,0.104897079032643
org.glassfish.admin:admin-util:3.0,0.104897079032643
org.glassfish.deployment:sun-as-jsr88-dm-frag:3.0-b74a,0.104901889502283
org.glassfish.common:mejb-frag:3.0-b74a,0.104901889502283
org.glassfish.external:jaxr-ra:3.0-b74a,0.104901889502283
org.glassfish.admingui:console-common-full-plugin:3.0-b74a,0.104901889502283
org.glassfish.branding:branding:3.2-b04,0.104904812967917
org.eclipse.jetty:jetty-util:7.1.0.v20100505,0.104976559111253
org.ops4j.pax.swissbox:pax-swissbox-optional-jcl:1.3.1,0.104997009756373
org.glassfish.gmbal:gmbal:3.0.0-b009,0.10499815384518
org.codehaus.groovy:groovy-xml:2.1.0-beta-1,0.105003603461613
org.ow2.jonas:jonas-datasource-binding:5.2.0-M3,0.105004380086555
org.eclipse.core:org.eclipse.core.jobs:3.5.0.v20100515,0.105004968115201
org.codehaus.groovy:groovy-swing:2.0.0-rc-4,0.105006217758681
org.glassfish:javax.mail:3.0-b67,0.105061190164117
org.glassfish:javax.servlet.jsp:3.0-b67,0.105069033055321
org.glassfish.common:glassfish-ee-api:3.0-b67,0.105069033055321
org.jvnet.hudson.plugins:grails:1.0.3,0.105075759919186
org.ow2.util:util-xml:1.0-M3,0.105080112364569
org.ow2.util:util-pool-api:1.0-M3,0.105080112364569
org.ow2.cmi:cmi-core-server:2.0-RC7,0.10508805128615
org.apache.felix:org.apache.felix.ipojo.manipulator:1.8.0,0.105095644973515
org.eclipse.jetty:jetty-jsp:8.1.7.v20120910,0.105104460616182
org.drools:drools-templates:5.0.1,0.105107829091174
jexcelapi:jxl:2.4.2,0.105107829091174
org.glassfish.common:amx-j2ee-impl:3.0-b63,0.10513460349784
org.glassfish.orb:orb-connector:3.1-b15,0.105141081528732
org.ow2.cmi:cmi-lb:2.2.5,0.105168794576068
org.ow2.util:util-file:1.0.26,0.10516924073454
org.glassfish:javax.annotation:3.0-b67,0.105170990640965
org.glassfish:javax.transaction:3.0-b67,0.105170990640965
org.glassfish:javax.resource:3.0-b67,0.105170990640965
org.glassfish.common:annotation-framework:3.0-b67,0.105170990640965
org.glassfish.packager:glassfish-ejb-lite:3.1-b30,0.105177494122177
org.scala-lang:scala-compiler:2.8.2,0.105180584492431
org.ow2.cmi:cmi-api-server:2.2.5,0.105184480358475
org.ow2.cmi:cmi-core-common:2.2.5,0.105184480358475
org.ow2.cmi:cmi-components-event:2.2.5,0.105184480358475
org.glassfish:javax.enterprise.deploy:3.0-b67,0.105191905017507
com.fasterxml.jackson.core:jackson-annotations:2.0.2,0.105214012918907
org.ow2.cmi:cmi-api-server:2.0.9,0.105229151942014
org.jboss.integration:jboss-classloading-spi:5.0.0.CR2,0.105235959694681
org.ow2.util:util-archive-api:1.0.5,0.105245788976377
org.glassfish.admin:cli-framework:3.0-b67,0.105251355943598
org.ow2.cmi:cmi-api-server:2.1.2,0.105253027831514
com.sun.enterprise:osgi-adapter:0.4.11,0.105263394210353
com.sun.enterprise:osgi-adapter:0.4.14,0.105263394210353
com.sun.enterprise:osgi-adapter:0.4.5,0.105263394210353
org.glassfish.core:glassfish:3.1-b07,0.105270322162538
org.apache.geronimo.configs:tomcat7-clustering-builder-wadi:3.0-M1,0.10528947062146
org.glassfish.common:amx-j2ee:3.0-b67,0.105293184696683
com.sun.corba:glassfish-corba-codegen:3.1.0-b029,0.105295126431938
org.glassfish.branding:branding:3.1-b26,0.105295986160359
org.glassfish.admingui:console-plugin-service:3.0.1-b08,0.105297575664964
org.glassfish.admingui:console-updatecenter-plugin:3.0.1-b08,0.105297575664964
org.glassfish.admingui:console-community-branding-plugin:3.0.1-b08,0.105297575664964
org.glassfish.admingui:dist-fragment:3.0.1-b08,0.105297575664964
org.glassfish.grizzly:grizzly-config:2.1,0.105318429082102
org.glassfish.common:common-util:3.0.1-b02,0.105318480831879
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xmlbeans:2.4.0_2,0.105322047827303
org.apache.geronimo.framework:geronimo-service-builder:3.0-M1,0.105322047827303
org.glassfish:osgi-jta:3.1.1-b01,0.105326767567155
org.ow2.cmi:cmi-rpc:2.1.2,0.105327458340284
org.glassfish.transaction:jta:3.1.1-b02,0.105333367818453
