artifact,community
org.sonatype.sisu.inject:guice-bean-converters:2.1.1,8804
org.sonatype.sisu.inject:guice-plexus-metadata:2.1.1,8805
org.sonatype.sisu.inject:guice-plexus-converters:2.1.1,8806
org.sonatype.sisu.inject:guice-plexus-locators:2.1.1,8807
org.sonatype.sisu.inject:guice-plexus-binders:2.1.1,8808
org.sonatype.sisu.inject:guice-plexus-scanners:2.1.1,8809
com.adobe.flex:compiler:4.5.0.19786,8810
com.adobe.flex.compiler:mxmlc:4.5.0.19786,8811
com.adobe.flex.compiler:digest:4.5.0.19786,8812
com.adobe.flex.compiler:optimizer:4.5.0.19786,8813
com.adobe.flex.compiler:asdoc:4.5.0.19786,8814
com.adobe.flex.compiler:swcdepends:4.5.0.19786,8815
maven:maven-cactus-plugin:1.1,8816
org.apache.maven.continuum:continuum-notifier-wagon:1.1-beta-4,8817
org.codehaus.plexus:plexus-notification:1.0-alpha-5,8818
org.apache.maven.continuum:continuum-core:1.1-beta-4,8819
org.codehaus.plexus:plexus-quartz:1.0-alpha-3,8820
quartz:quartz:1.4.5,8821
commons-logging:commons-logging:1.0.2,8822
org.codehaus.plexus:plexus-mail-sender-api:1.0-alpha-7,8823
org.apache.maven.scm:maven-scm-provider-svnexe:1.0,8824
org.apache.maven.scm:maven-scm-provider-svn-commons:1.0,8825
org.codehaus.plexus:plexus-velocity:1.1.4,8826
org.apache.maven.continuum:continuum-commons:1.1-beta-4,8827
org.codehaus.plexus:plexus-command-line:1.0-alpha-2,8828
org.codehaus.plexus:plexus-formica:1.0-beta-13,8829
org.codehaus.plexus:plexus-action:1.0-alpha-6,8830
org.codehaus.plexus:plexus-taskqueue:1.0-alpha-7,8831
org.apache.maven.continuum:continuum-store:1.1-beta-4,8832
org.apache.maven.continuum:continuum-release:1.1-beta-4,8833
org.apache.maven.release:maven-release-manager:1.0-alpha-3,8834
org.apache.maven.scm:maven-scm-provider-hg:1.0,8835
org.apache.maven.scm:maven-scm-provider-synergy:1.0,8836
jaxen:jaxen:1.1-beta-8,8837
org.apache.maven.scm:maven-scm-provider-bazaar:1.0,8838
org.apache.maven.scm:maven-scm-provider-clearcase:1.0,8839
org.apache.maven.scm:maven-scm-provider-cvsjava:1.0,8840
org.apache.maven.scm:maven-scm-provider-cvs-commons:1.0,8841
ch.ethz.ganymed:ganymed-ssh2:build210,8842
org.apache.maven.scm:maven-scm-provider-cvsexe:1.0,8843
org.apache.maven.scm:maven-scm-provider-local:1.0,8844
org.apache.maven.scm:maven-scm-provider-perforce:1.0,8845
org.apache.maven.scm:maven-scm-provider-starteam:1.0,8846
org.codehaus.plexus.redback:redback-rbac-role-manager:1.0-alpha-3,8847
org.apache.maven.continuum:continuum-notifier-api:1.1-beta-4,8848
org.apache.maven.continuum:continuum-api:1.1-beta-4,8849
org.apache.maven.continuum:continuum-model:1.1-beta-4,8850
org.codehaus.plexus:plexus-container-default:1.0-alpha-20,8851
org.jclouds.provider:eucalyptus-partnercloud-s3:1.1.1,8852
org.jclouds.api:walrus:1.1.1,8853
org.jclouds.api:s3:1.1.1,8854
com.jamesmurty.utils:java-xmlbuilder:0.3,8855
org.jclouds.common:aws-common:1.1.1,8856
org.jclouds:jclouds-core:1.1.1,8857
com.google.code.gson:gson:1.7.1,8858
org.jclouds:jclouds-blobstore:1.1.1,8859
org.ikasan:ikasan-connector-filetransfer-parent:0.7.2,8860
org.ikasan:ikasan-connector-basefiletransfer:0.7.2,8861
org.ikasan:ikasan-connector-base:0.7.2,8862
org.pustefixframework.webservices:pustefix-webservices-jaxws:0.18.13,8863
org.pustefixframework.webservices:pustefix-webservices-core:0.18.13,8864
com.sun.xml.ws:jaxws-tools:2.1.4,8865
com.sun.xml.ws:jaxws-rt:2.1.4,8866
com.sun.xml.messaging.saaj:saaj-impl:1.3.1,8867
com.sun.xml.stream.buffer:streambuffer:0.7,8868
javax.xml.stream:stax-api:1.0,8869
junit:junit:3.8,8870
org.jvnet:mimepull:1.2,8871
com.sun.xml.bind:jaxb-xjc:2.1.7,8872
org.pustefixframework:pustefix-core:0.18.13,8873
org.pustefixframework:pustefix-live:0.18.13,8874
org.mortbay.jetty:start:6.1H.6,8875
net.anotheria:distributeme-registrywatcher:2.0.0,8876
net.anotheria:configureme:2.0.0,8877
org.json:json:1.0,8878
net.anotheria:ano-comm:2.0.0,8879
net.anotheria:distributeme-core:2.0.0,8880
net.anotheria:ano-util:2.0.0,8881
blowfish:blowfish:1.0,8882
net.sf.dozer:dozer:5.1,8883
net.anotheria:ano-net:2.0.0,8884
net.anotheria:ano-prise:2.0.1,8885
net.anotheria:ano-db:2.0.0,8886
net.anotheria:moskito-core:2.0.0,8887
org.scalesxml:scales-xml_2.8.1:0.4.1,8888
org.scalaz:scalaz-core_2.8.1:6.0.4,8889
org.glassfish.persistence.cmp:cmp-support-sqlstore:3.1-b22,8890
org.glassfish.persistence.cmp:cmp-internal-api:3.1-b22,8891
org.glassfish.persistence:persistence-common:3.1-b22,8892
org.glassfish.persistence.cmp:cmp-model:3.1-b22,8893
org.glassfish.persistence.cmp:cmp-utility:3.1-b22,8894
org.glassfish.external:dbschema-repackaged:3.1-b22,8895
org.glassfish.external:antlr-repackaged:3.1-b22,8896
org.glassfish:javax.transaction:3.1-b22,8897
org.glassfish:javax.ejb:3.1-b22,8898
org.glassfish:javax.annotation:3.1-b22,8899
org.glassfish.deployment:dol:3.1-b22,8900
org.glassfish:javax.servlet:3.1-b22,8901
org.glassfish:javax.resource:3.1-b22,8902
org.glassfish.common:annotation-framework:3.1-b22,8903
org.glassfish.connectors:connectors-internal-api:3.1-b22,8904
org.glassfish.transaction:transaction-internal-api:3.1-b22,8905
org.glassfish.ejb:ejb-container:3.1-b22,8906
org.glassfish.security:security:3.1-b22,8907
org.glassfish.security:ssl-impl:3.1-b22,8908
org.glassfish:javax.security.auth.message:3.1-b22,8909
org.glassfish:javax.security.jacc:3.1-b22,8910
org.glassfish.external:ldapbp-repackaged:3.1-b22,8911
org.glassfish.external:libpam4j-repackaged:3.1-b22,8912
org.glassfish.core:kernel:3.1-b22,8913
org.glassfish.flashlight:flashlight-framework:3.1-b22,8914
org.glassfish.flashlight:flashlight-agent:3.1-b22,8915
org.glassfish.core:logging:3.1-b22,8916
org.glassfish.admin:monitoring-core:3.1-b22,8917
org.glassfish.common:stats77:3.1-b22,8918
org.glassfish.deployment:deployment-javaee-core:3.1-b22,8919
org.glassfish.common:container-common:3.1-b22,8920
org.glassfish.common:glassfish-naming:3.1-b22,8921
com.sun.corba:glassfish-corba-omgapi:3.1.0-b005,8922
org.glassfish.ejb:ejb-internal-api:3.1-b22,8923
org.glassfish.orb:orb-connector:3.1-b22,8924
com.sun.corba:glassfish-corba-orbgeneric:3.1.0-b005,8925
org.glassfish.ha:ha-api:3.1.1,8926
org.glassfish.cluster:gms-bootstrap:3.1-b22,8927
org.shoal:shoal-gms-api:1.5.14,8928
org.glassfish.hk2.external:asm-all-repackaged:2.1.16,8929
asm:asm-debug-all:3.3,8930
org.glassfish:javax.ejb:3.0-b66,8931
org.glassfish:javax.transaction:3.0-b66,8932
org.glassfish:javax.annotation:3.0-b66,8933
org.glassfish:javax.xml.rpc:3.0-b66,8934
org.jclouds:jclouds-allcompute:1.5.0-alpha.2,8935
org.jclouds.provider:greenhousedata-element-vcloud:1.5.0-alpha.2,8936
org.jclouds.provider:eucalyptus-partnercloud-ec2:1.5.0-alpha.2,8937
org.jclouds.api:eucalyptus:1.5.0-alpha.2,8938
org.jclouds.api:deltacloud:1.5.0-alpha.2,8939
org.jclouds.provider:aws-ec2:1.5.0-alpha.2,8940
org.jclouds.common:aws-common:1.5.0-alpha.2,8941
org.jclouds.provider:rimuhosting:1.5.0-alpha.2,8942
org.jclouds.api:openstack-nova:1.5.0-alpha.2,8943
org.jclouds.common:openstack-common:1.5.0-alpha.2,8944
org.jclouds.api:nova:1.5.0-alpha.2,8945
org.jclouds.api:byon:1.5.0-alpha.2,8946
org.yaml:snakeyaml:1.10,8947
org.jclouds.api:ec2:1.5.0-alpha.2,8948
org.jclouds.provider:cloudservers-us:1.5.0-alpha.2,8949
org.jclouds.provider:cloudservers-uk:1.5.0-alpha.2,8950
org.jclouds.api:cloudservers:1.5.0-alpha.2,8951
org.jclouds.api:vcloud:1.5.0-alpha.2,8952
org.jclouds.api:cloudsigma:1.5.0-alpha.2,8953
org.jclouds.provider:trmk-vcloudexpress:1.5.0-alpha.2,8954
org.jclouds.common:trmk-common:1.5.0-alpha.2,8955
org.jclouds.provider:trmk-ecloud:1.5.0-alpha.2,8956
org.jclouds.provider:bluelock-vcloud-zone01:1.5.0-alpha.2,8957
org.jclouds.provider:stratogen-vcloud-mycloud:1.5.0-alpha.2,8958
org.jclouds.provider:slicehost:1.5.0-alpha.2,8959
org.jclouds.api:elasticstack:1.5.0-alpha.2,8960
org.jclouds.provider:elastichosts-lon-p:1.5.0-alpha.2,8961
org.jclouds.provider:elastichosts-sat-p:1.5.0-alpha.2,8962
org.jclouds.provider:elastichosts-lon-b:1.5.0-alpha.2,8963
org.jclouds.provider:openhosting-east1:1.5.0-alpha.2,8964
org.jclouds.provider:serverlove-z1-man:1.5.0-alpha.2,8965
org.jclouds.provider:skalicloud-sdg-my:1.5.0-alpha.2,8966
org.jclouds.provider:cloudsigma-zrh:1.5.0-alpha.2,8967
org.jclouds.provider:cloudsigma-lvs:1.5.0-alpha.2,8968
org.jclouds.provider:go2cloud-jhb1:1.5.0-alpha.2,8969
org.jclouds.provider:softlayer:1.5.0-alpha.2,8970
org.jclouds.api:cloudstack:1.5.0-alpha.2,8971
org.jclouds.provider:ninefold-compute:1.5.0-alpha.2,8972
org.jclouds.provider:hpcloud-compute:1.5.0-alpha.2,8973
org.jclouds.provider:trystack-nova:1.5.0-alpha.2,8974
org.xwiki.commons:xwiki-commons-extension-repository-aether:4.0.1,8975
org.xwiki.commons:xwiki-commons-properties:4.0.1,8976
org.xwiki.commons:xwiki-commons-component-api:4.0.1,8977
org.xwiki.commons:xwiki-commons-text:4.0.1,8978
org.xwiki.commons:xwiki-commons-environment-api:4.0.1,8979
org.xwiki.commons:xwiki-commons-extension-api:4.0.1,8980
org.xwiki.commons:xwiki-commons-configuration-api:4.0.1,8981
org.xwiki.commons:xwiki-commons-context:4.0.1,8982
org.xwiki.commons:xwiki-commons-observation-api:4.0.1,8983
org.xwiki.commons:xwiki-commons-logging-api:4.0.1,8984
org.xwiki.commons:xwiki-commons-job:4.0.1,8985
com.thoughtworks.xstream:xstream:1.4.2,8986
org.reflections:reflections:0.9.6,8987
com.google.guava:guava:10.0,8988
org.apache.maven:maven-model:3.0.4,8989
org.sonatype.aether:aether-api:1.13.1,8990
org.sonatype.aether:aether-util:1.13.1,8991
org.sonatype.aether:aether-impl:1.13.1,8992
org.sonatype.aether:aether-spi:1.13.1,8993
org.sonatype.aether:aether-connector-asynchttpclient:1.13.1,8994
com.ning:async-http-client:1.6.5,8995
org.jboss.netty:netty:3.2.5.Final,8996
org.sonatype.aether:aether-connector-file:1.13.1,8997
org.sonatype.aether:aether-connector-wagon:1.13.1,8998
org.sonatype.sisu:sisu-inject-plexus:2.2.3,8999
org.sonatype.sisu:sisu-inject-bean:2.2.3,9000
org.sonatype.sisu:sisu-guice:3.0.3,9001
org.apache.maven:maven-aether-provider:3.0.4,9002
org.apache.maven:maven-model-builder:3.0.4,9003
org.apache.maven:maven-repository-metadata:3.0.4,9004
org.glassfish.common:amx-config:3.0.1-b02,9005
org.glassfish.common:amx-core:3.0.1-b02,9006
org.glassfish.packager:javadb:3.0-b57,9007
org.glassfish.external:javadb:3.0-b57,9008
javadb:javadb:10.4.2.1-20081020,9009
org.seleniumhq.selenium:selenium-ie-driver:2.0b1,9010
org.seleniumhq.selenium:selenium-remote-client:2.0b1,9011
org.seleniumhq.selenium:selenium-remote-common:2.0b1,9012
org.seleniumhq.selenium:selenium-common:2.0b1,9013
com.sun.enterprise:test-harness:0.3.26,9014
com.sun.enterprise:hk2-core:0.3.26,9015
com.sun.enterprise:config:0.3.26,9016
com.sun.enterprise:auto-depends:0.3.26,9017
com.sun.enterprise:tiger-types-osgi:0.3.26,9018
com.sun.istack:istack-commons-test:1.0,9019
org.codehaus.enunciate:enunciate-core-rt:1.19-RC1,9020
org.codehaus.enunciate:enunciate-core-annotations:1.19-RC1,9021
org.json4s:json4s-native-lift_2.9.1:3.1.0,9022
org.apache.wicket:wicket-guice:1.3.0-beta4,9023
org.apache.wicket:wicket:1.3.0-beta4,9024
org.apache.wicket:wicket-ioc:1.3.0-beta4,9025
org.pustefixframework.maven.plugins:pustefix-validator-plugin:0.17.0,9026
net.databinder:dispatch-http_2.8.1:0.8.8,9027
net.databinder:dispatch-core_2.8.1:0.8.8,9028
net.databinder:dispatch-futures_2.8.1:0.8.8,9029
org.apache.geronimo.framework:geronimo-upgrade:2.2,9030
org.jclouds:jclouds-assemblies:1.0-beta-9d,9031
org.bitstrings.eclipse.m2e.connectors.jaxb2:org.bitstrings.eclipse.m2e.connectors.jaxb2.tests:1.0.3,9032
radeox:radeox:1.0-b2,9033
org.ow2.easybeans:easybeans-jpa-toplink-essentials-glue:1.0.1,9034
org.apache.ws.commons.axiom:axiom-dom:1.2.7,9035
org.codehaus.plexus:plexus-compiler:1.8.6,9036
de.agilecoders.wicket:bootstrap:0.6.3,9037
com.google.guava:guava:13.0.1,9038
org.apache.wicket:wicket-core:6.2.0,9039
org.apache.wicket:wicket-request:6.2.0,9040
org.apache.wicket:wicket-extensions:6.2.0,9041
org.apache.wicket:wicket-bootstrap:0.3.1,9042
org.apache.wicket:wicket-util:6.2.0,9043
com.asual.lesscss:lesscss-engine:1.3.0,9044
org.mozilla:rhino:1.7R4,9045
commons-vfs:commons-vfs:20050307052300,9046
org.ow2.bundles:ow2-util-i18n:1.0.9,9047
cocoon:cocoon-axis:2.1.9,9048
org.atmosphere.samples:atmosphere-twitter-live-feed:0.7.1,9049
org.atmosphere:atmosphere-jersey:0.7.1,9050
org.atmosphere:atmosphere-annotations:0.7.1,9051
org.atmosphere:atmosphere-runtime:0.7.1,9052
org.atmosphere:atmosphere-ping:0.7.1,9053
org.atmosphere:atmosphere-compat-jbossweb:0.7.1,9054
org.atmosphere:atmosphere-compat-weblogic:0.7.1,9055
org.atmosphere:atmosphere-compat-tomcat:0.7.1,9056
com.ning:async-http-client:1.4.1,9057
com.sun.jersey:jersey-json:1.5,9058
com.sun.xml.bind:jaxb-impl:2.2.3,9059
org.codehaus.jackson:jackson-jaxrs:1.5.5,9060
org.codehaus.jackson:jackson-xc:1.5.5,9061
org.atmosphere:atmosphere-jquery:0.7.1,9062
org.glassfish:javax.mail:3.0-b40,9063
org.glassfish.api:mail:1.4.1,9064
org.apache.maven.mercury:mercury-util:1.0.0-alpha-4,9065
org.apache.camel:camel-bindy:2.10.0,9066
org.mortbay.jetty.example:jetty-examples-parent:7.0.0.pre4,9067
org.agmip:agmip-core:0.12,9068
org.codehaus.jackson:jackson-mapper-asl:1.9.6,9069
org.codehaus.jackson:jackson-core-asl:1.9.6,9070
org.mortbay.jetty.testwars:test-war-servlet25:7.5.2.v20111006,9071
org.ujoframework:ujo-orm:1.20.07,9072
org.ujoframework:ujo-core:1.20,9073
org.apache.felix:org.apache.felix.useradmin.mongodb:1.0.1,9074
org.mongodb:mongo-java-driver:2.8.0,9075
org.apache.felix:org.apache.felix.useradmin:1.0.3,9076
org.apache.felix:org.apache.felix.framework:4.0.2,9077
org.objectweb.fractal.cecilia.toolchain:cecilia-adl:2.0-beta-3,9078
org.objectweb.fractal.fractaladl:fractal-adl:2.4-alpha-4,9079
org.objectweb.fractal:fractal-api:2.0.2,9080
org.objectweb.fractal:fractal-util:1.0,9081
org.objectweb.monolog:monolog-api:1.8,9082
org.objectweb.fractal.fractaladl:ast-core:2.4-alpha-4,9083
org.objectweb.fractal.fractaladl:task-framework:2.4-alpha-4,9084
org.objectweb.fractal.fractaladl:task-deployment:2.4-alpha-4,9085
org.objectweb.fractal.cecilia.toolchain:task-component:2.0-beta-3,9086
org.objectweb.fractal.cecilia.toolchain:plugin-framework:2.0-beta-3,9087
org.objectweb.fractal.cecilia.toolchain:idl-parser:2.0-beta-3,9088
org.objectweb.fractal.cecilia.toolchain:target-descriptor:2.0-beta-3,9089
org.objectweb.fractal.julia:julia-runtime:2.5.2,9090
org.objectweb.monolog:monolog:1.8,9091
org.objectweb.fractal.julia:julia-asm:2.5.2,9092
org.objectweb.fractal.julia:julia-mixins:2.5.2,9093
com.sun.jersey.archetypes:jersey-quickstart-grizzly:1.9-ea06,9094
org.jvnet.hudson.main:hudson-core:1.352,9095
org.jvnet.hudson.main:remoting:1.352,9096
org.jvnet.hudson.main:cli:1.352,9097
org.ops4j.base:ops4j-base-util-collections:1.1.0,9098
org.ops4j.base:ops4j-base-lang:1.1.0,9099
de.sciss:sonogramoverview_2.9.2:1.2.0,9100
de.sciss:scalaaudiofile_2.9.2:1.1.+,9101
de.sciss:scissdsp_2.9.2:1.1.+,9102
org.springframework:spring-context-support:2.5.6.SEC03,9103
com.bea.wlplatform:commonj-twm:1.1,9104
org.codehaus.groovy:groovy:1.5.6,9105
asm:asm:2.2,9106
asm:asm-util:2.2,9107
asm:asm-analysis:2.2,9108
asm:asm-tree:2.2,9109
jasperreports:jasperreports:2.0.5,9110
commons-digester:commons-digester:2.1,9111
com.itextpdf:itextpdf:5.5.6,9112
jfree:jcommon:1.0.16,9113
jfree:jfreechart:1.0.1,9114
eclipse:jdtcore:3.2.0.v_658,9115
org.jruby:jruby:1.0.1,9116
com.oracle:oc4j:1.0,9117
opensymphony:quartz-all:1.6.0,9118
velocity:velocity:1.5,9119
velocity-tools:velocity-tools-generic:1.4,9120
velocity-tools:velocity-tools-view:1.4,9121
org.springframework:spring-aop:2.5.6.SEC03,9122
org.springframework:spring-beans:2.5.6.SEC03,9123
org.springframework:spring-context:2.5.6.SEC03,9124
org.springframework:spring-core:2.5.6.SEC03,9125
org.springframework:spring-jdbc:2.5.6.SEC03,9126
org.springframework:spring-tx:2.5.6.SEC03,9127
org.glassfish.hk2:auto-depends-plugin:1.6.12,9128
org.glassfish.hk2:auto-depends:1.6.12,9129
org.glassfish.hk2.external:javax.inject:1.6.12,9130
org.glassfish.hk2.external:asm-all-repackaged:1.6.12,9131
org.glassfish.hk2:hk2-api:1.6.12,9132
org.glassfish.hk2:class-model:1.6.12,9133
org.glassfish.distributions:glassfish:3.0-b72,9134
org.glassfish.distributions:web:3.0-b72,9135
org.glassfish.distributions:web-nb:3.0-b72,9136
org.glassfish.distributions:scripting:3.0-b72,9137
org.glassfish.distributions:nucleus:3.0-b72,9138
org.glassfish.packager:glassfish-scripting:3.0-b72,9139
org.glassfish.admingui:console-jruby-plugin:3.0-b72,9140
org.glassfish.admingui:console-jruby-plugin-help:3.0-b07,9141
org.glassfish.packager:glassfish-common:3.0-b72,9142
org.glassfish.extras:glassfish-embedded-static-shell-frag:3.0-b72,9143
org.glassfish.packager:glassfish-registration:3.0-b72,9144
org.glassfish.registration:registration-api:3.0-b72,9145
org.glassfish.registration:registration-impl:3.0-b72,9146
org.glassfish.registration:glassfish-registration:3.0-b72,9147
org.glassfish.external:sysnet-registration-repackaged:3.0-b72,9148
org.glassfish.external:commons-codec-repackaged:3.0-b72,9149
org.glassfish.packager:jersey:3.0-b72,9150
com.sun.jersey.glassfish.v3:jersey-gfv3-core:1.1.4,9151
com.sun.jersey.glassfish.v3.osgi:jackson-core-asl:1.1.4,9152
com.sun.jersey.glassfish.v3.osgi:jersey-gf-bundle:1.1.4,9153
com.sun.jersey:jersey-bundle:1.1.4,9154
com.sun.jersey.glassfish.v3.osgi:jersey-gf-statsproviders:1.1.4,9155
com.sun.jersey:jersey-server:1.1.4,9156
com.sun.jersey.contribs:jersey-multipart:1.1.4,9157
com.sun.jersey:jersey-core:1.1.4,9158
org.glassfish.packager:glassfish-management:3.0-b72,9159
org.glassfish.admin:rest-service:3.0-b72,9160
org.glassfish.packager:glassfish-jca:3.0-b72,9161
org.glassfish.connectors:descriptors:3.0-b72,9162
org.glassfish.connectors:gf-connectors-connector:3.0-b72,9163
org.glassfish.connectors:connectors-admin:3.0-b72,9164
org.glassfish.admingui:console-jca-plugin:3.0-b72,9165
org.glassfish.admingui:console-jca-plugin-help:3.0-b07,9166
org.glassfish.packager:glassfish-jta:3.0-b72,9167
org.glassfish.transaction:jta:3.0-b72,9168
org.glassfish.packager:glassfish-jsf:3.0-b72,9169
com.sun.faces:jsf-api:2.0.2-b03,9170
com.sun.faces:jsf-impl:2.0.2-b03,9171
org.glassfish.packager:glassfish-web:3.0-b72,9172
org.glassfish.web:webtier-all:3.0-b72,9173
org.glassfish.web:jstl-connector:3.0-b72,9174
org.glassfish:javax.servlet.jsp.jstl:3.0-b72,9175
org.glassfish.web:jsf-connector:3.0-b72,9176
org.glassfish.web:jspcaching-connector:3.0-b72,9177
org.glassfish.web:gf-web-connector:3.0-b72,9178
org.glassfish.web:web-ajp:3.0-b72,9179
org.glassfish.web:web-embed-api:3.0-b72,9180
org.glassfish.web:web-embed-impl:3.0-b72,9181
org.glassfish:osgi-web-container:3.0-b72,9182
org.glassfish.admingui:console-web-plugin:3.0-b72,9183
org.glassfish.admingui:console-web-plugin-help:3.0-b07,9184
org.glassfish.packager:glassfish-jcdi:3.0-b72,9185
org.glassfish.web:weld-integration:3.0-b72,9186
org.jboss.weld:weld-osgi-bundle:1.0.0,9187
org.jboss.weld:weld-core:1.0.0,9188
org.glassfish.packager:glassfish-jdbc:3.0-b72,9189
org.glassfish.jdbc.jdbc-ra.jdbc-ra-distribution:jdbc-ra:3.0-b72,9190
org.glassfish.jdbc:templates:3.0-b72,9191
org.glassfish.jdbc:jdbc-admin:3.0-b72,9192
org.glassfish.admingui:console-jdbc-plugin:3.0-b72,9193
org.glassfish.admingui:console-jdbc-plugin-help:3.0-b07,9194
org.glassfish.packager:glassfish-osgi-http:3.0-b72,9195
org.glassfish:osgi-http:3.0-b72,9196
org.glassfish.packager:glassfish-gui:3.0-b72,9197
org.glassfish.admingui:console-plugin-service:3.0-b72,9198
org.glassfish.admingui:dataprovider:4.2,9199
org.glassfish.admingui:console-common:3.0-b72,9200
org.glassfish:javax.servlet.jsp:3.0-b72,9201
org.glassfish.admingui:console-common-help:3.0-b07,9202
org.glassfish.admingui:console-updatecenter-plugin:3.0-b72,9203
org.glassfish.admingui:console-community-branding-plugin:3.0-b72,9204
org.glassfish.admingui:dist-fragment:3.0-b72,9205
org.glassfish.packager:javadb:3.0-b72,9206
org.glassfish.external:javadb:3.0-b72,9207
org.glassfish.packager:glassfish-common-full:3.0-b72,9208
org.glassfish.deployment:deployment-javaee-full:3.0-b72,9209
org.glassfish.deployment:sun-as-jsr88-dm-frag:3.0-b72,9210
org.glassfish.common:mejb-frag:3.0-b72,9211
org.glassfish.external:jaxr-ra:3.0-b72,9212
org.glassfish.admingui:console-common-full-plugin:3.0-b72,9213
org.glassfish.admingui:console-common-full-plugin-help:3.0-b07,9214
org.glassfish.packager:glassfish-ejb-lite:3.0-b72,9215
org.glassfish.ejb:gf-ejb-connector:3.0-b72,9216
org.glassfish.core:javaee-kernel:3.0-b72,9217
org.glassfish.ejb:ejb-container:3.0-b72,9218
org.glassfish.persistence:persistence-common:3.0-b72,9219
org.glassfish.admingui:console-ejb-lite-plugin:3.0-b72,9220
org.glassfish.admingui:console-ejb-lite-plugin-help:3.0-b07,9221
org.glassfish.packager:glassfish-ejb:3.0-b72,9222
org.glassfish.ejb:ejb-timer-databases:3.0-b72,9223
org.glassfish.ejb:ejb-timer-service-app:3.0-b72,9224
org.glassfish.security:ejb.security:3.0-b72,9225
org.glassfish.orb:orb-enabler:3.0-b72,9226
org.glassfish.orb:orb-iiop:3.0-b72,9227
org.glassfish.admingui:console-ejb-plugin:3.0-b72,9228
org.glassfish.admingui:console-ejb-plugin-help:3.0-b07,9229
org.glassfish.admingui:console-corba-plugin:3.0-b72,9230
org.glassfish.admingui:console-corba-plugin-help:3.0-b07,9231
org.glassfish.packager:glassfish-cmp:3.0-b72,9232
org.glassfish.persistence.cmp:cmp-all:3.0-b72,9233
org.glassfish.persistence.cmp:cmp-internal-api:3.0-b72,9234
org.glassfish.persistence.cmp:cmp-utility:3.0-b72,9235
org.glassfish.persistence.cmp:cmp-model:3.0-b72,9236
org.glassfish.external:dbschema-repackaged:3.0-b72,9237
org.glassfish.persistence.cmp:cmp-generator-database:3.0-b72,9238
org.glassfish.persistence.cmp:cmp-ejb-mapping:3.0-b72,9239
org.glassfish.external:schema2beans-repackaged:3.0-b72,9240
org.glassfish.persistence.cmp:cmp-enhancer:3.0-b72,9241
org.glassfish.persistence.cmp:cmp-support-sqlstore:3.0-b72,9242
org.glassfish.external:antlr-repackaged:3.0-b72,9243
org.glassfish.persistence.cmp:cmp-support-ejb:3.0-b72,9244
org.glassfish.persistence.cmp:cmp-scripts:3.0-b72,9245
org.glassfish.packager:glassfish-corba:3.0-b72,9246
com.sun.corba:glassfish-corba-codegen:3.0.0-b037,9247
com.sun.corba:glassfish-corba-asm:3.0.0-b037,9248
com.sun.corba:glassfish-corba-newtimer:3.0.0-b037,9249
com.sun.corba:glassfish-corba-orb:3.0.0-b037,9250
com.sun.corba:glassfish-corba-csiv2-idl:3.0.0-b037,9251
org.glassfish.packager:glassfish-jpa:3.0-b72,9252
org.glassfish.persistence:jpa-connector:3.0-b72,9253
org.glassfish.persistence:eclipselink-wrapper:3.0-b72,9254
org.eclipse.persistence:org.eclipse.persistence.core:2.0.0-M14,9255
org.eclipse.persistence:org.eclipse.persistence.jpa:2.0.0-M14,9256
org.eclipse.persistence:org.eclipse.persistence.oracle:2.0.0-M14,9257
org.eclipse.persistence:org.eclipse.persistence.antlr:2.0.0-M14,9258
org.eclipse.persistence:org.eclipse.persistence.asm:2.0.0-M14,9259
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages:3.0-b72,9260
org.glassfish.packager:metro:3.0-b72,9261
org.glassfish.webservices:webservices-connector:3.0-b72,9262
org.glassfish.webservices:jsr109-impl:3.0-b72,9263
org.glassfish.web:web-glue:3.0-b72,9264
org.glassfish.web:web-cli:3.0-b72,9265
org.glassfish.web:war-util:3.0-b72,9266
org.glassfish.web:web-core:3.0-b72,9267
org.glassfish.web:jsp-impl:2.1.3-b19,9268
javax.servlet.jsp:jsp-api:2.1.3-b05,9269
javax.el:el-api:2.1.2-b05,9270
org.glassfish.web:el-impl:2.1.2-b05,9271
org.glassfish.web:web-gui-plugin-common:3.0-b72,9272
org.glassfish.webservices:soap-tcp:3.0-b72,9273
com.sun.xml.ws:webservices-osgi:2.0-b28,9274
javax.xml:webservices-api-osgi:2.0-b28,9275
org.glassfish.security:webservices.security:3.0-b72,9276
org.glassfish.security:websecurity:3.0-b72,9277
org.glassfish.webservices:webservices-scripts:3.0-b72,9278
org.glassfish.packager:glassfish-appclient:3.0-b72,9279
org.glassfish.appclient:gf-client:3.0-b72,9280
org.glassfish.appclient:gf-client-module:3.0-b72,9281
org.glassfish.web:web-naming:3.0-b72,9282
org.glassfish.connectors:work-management:3.0-b72,9283
org.glassfish.connectors:connectors-inbound-runtime:3.0-b72,9284
org.glassfish.transaction:jts:3.0-b72,9285
org.glassfish.appclient:acc-config:3.0-b72,9286
org.glassfish.appclient:appclient-scripts:3.0-b72,9287
org.glassfish.security:appclient.security:3.0-b72,9288
org.glassfish.packager:glassfish-jms:3.0-b72,9289
org.glassfish.admingui:console-jms-plugin:3.0-b72,9290
org.glassfish.admingui:console-jms-plugin-help:3.0-b07,9291
org.glassfish.jms:jms-core:3.0-b72,9292
org.glassfish.connectors:connectors-runtime:3.0-b72,9293
