artifact,trans_usages
com.hazelcast:hazelcast:1.8.5,4
org.glassfish.packager:glassfish-common-tmp:3.1-b32,7
org.mortbay.jetty:jetty-util:6.1.9,4
org.glassfish:javax.resource:3.1-b40,62
javax.media:jai_codec:1.1.3,22
org.glassfish.upgrade:upgrade-tool:3.1-b12,20
org.hibernate:hibernate-c3p0:3.5.2-Final,1
org.apache.aries.jmx:org.apache.aries.jmx.blueprint:0.1-incubating,9
org.apache.cxf:cxf-common-schemas:2.2.2,16
org.osgi:org.osgi.core:4.1.0,58
org.eclipse.jdt:core:3.2.0.666,13
org.eobjects.metamodel:MetaModel-access:2.0-RC2,1
org.springframework:spring-web:2.0,3
org.apache.maven:maven-plugin-api:2.0.5,8
com.sun.enterprise:hk2:1.1.1,3
com.google.guava:guava:12.0-rc1,3
org.seleniumhq.selenium:selenium-android-driver:2.24.1,6
org.glassfish.admin:server-mgmt:3.0.1-b19,10
org.glassfish.hk2.external:bean-validator:1.0.58,9
org.apache.maven.skins:maven-default-skin:1.0,12
org.glassfish.common:amx-core-impl:3.1-b05,5
org.springframework:spring-context-support:3.1.0.RELEASE,58
org.glassfish.packager:shoal:3.1.1-b05,12
org.apache.lucene:lucene-demos:2.3.2,1
com.sun.corba:glassfish-corba-codegen:3.0.0-b037,2
org.glassfish.branding:branding:3.1-b25,1
com.sun.grizzly:grizzly-compat:1.9.35,2
org.objectweb.joram:joram-shared:5.0.9,17
org.glassfish.common:glassfish-ee-api:3.0.1-b19,6
org.apache.directory.shared:shared-ldap-model:1.0.0-M3,1
org.glassfish.cluster:gms-bootstrap:3.1-b16,7
org.glassfish.common:glassfish-naming:3.1-b38,2
org.jclouds.api:cloudstack:1.5.0-beta.5,1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.netty:3.2.3.Final_1,1
com.envoisolutions.sxc:sxc-runtime:0.7.2,108
org.glassfish.common:glassfish-mbeanserver:3.0-b74a,14
com.sun.jersey.glassfish.v3:jersey-gfv3-core:1.1.3-ea,1
org.glassfish.admingui:console-web-plugin-help:3.1-b10,6
org.ow2.bonita:bonita-api-fullObj-impl:4.1.1,3
com.codeplex.wsitbt:wsit-maven-plugin:1.0,1
org.ow2.jonas.camel:camel-xml-registry:1.5.8,3
org.codehaus.plexus.security:plexus-security-keys-jdo:1.0-alpha-11,2
org.ow2.jonas:jonas-commons:5.2.0-M4,1
org.sonatype.p2.bridge:eclipse-bridge:1.0.4,1
org.glassfish:javax.servlet:3.2-b05,1
org.neo4j:neo4j-community:1.4.2,1
org.wicketstuff:wicket-shiro:1.5-RC3,2
org.codehaus.enunciate:enunciate-core-rt:1.15-RC1,1
org.apache.activemq:activemq-jaas:5.7.0,2
net.databinder:dispatch-http_2.8.0:0.8.9,1
com.sun.grizzly:grizzly-compat:1.9.19-beta7,1
org.glassfish.admingui:console-corba-plugin:3.1-b10,2
org.codehaus.xsite:xsite:1.0-beta-5,1
org.glassfish.packager:glassfish-javahelp:3.0-b74b,4
org.apache.geronimo.specs:geronimo-jaxrpc_1.1_spec:2.0.0,74
org.glassfish:javax.annotation:3.1-b03,2
org.glassfish.common:internal-api:3.0-b53,1
org.apache.servicemix.specs:org.apache.servicemix.specs.jbi-api-1.0:1.1.0,3
org.glassfish.transaction:transaction-internal-api:3.1-b38,6
javax.media:jai-core:1.1.3,6
org.scala-lang:scala-compiler:2.8.2.RC3,1
org.glassfish.web:web-core:3.0.1-b03,3
org.codehaus.groovy:groovy:2.1.0-beta-1,1
com.sun.grizzly:grizzly-utils:1.9.3,4
org.sonatype.aether:aether-spi:1.11,12
com.mysema.codegen:codegen:0.4.7,2
com.sun.pkg:pkg-client:1.122-54.2834,58
org.apache.servicemix.bundles:org.apache.servicemix.bundles.saaj-impl:1.3.2_1,3
org.apache.geronimo.modules:geronimo-kernel:1.2-beta,7
org.glassfish.common:amx-core-impl:3.1.1-b05,15
org.glassfish.flashlight:flashlight-agent:3.1-b25,10
org.ow2.util:util-log:1.0.9,10
org.glassfish.admin:admin-util:3.2-b03,5
org.ow2.util:util-xml:1.0.8,60
org.glassfish.admin:config-api:3.0-b36,1
org.glassfish.flashlight:flashlight-agent:3.1-b22,4
org.codehaus.fabric3.spec:sca-api-r1.0:0.2.1,14
org.glassfish.packager:nucleus-base:3.1-b08,8
org.glassfish.packager:glassfish-ejb:3.1-b30,2
org.springframework.osgi:spring-osgi-io:1.1.2,4
it.tidalwave.northernwind:it-tidalwave-northernwind-core:1.0.30,1
org.glassfish.ejb:ejb-container:3.0-b74a,20
org.glassfish.common:glassfish-naming:3.1-b15,5
com.sun.corba:glassfish-corba-orb:3.1.0-b024,9
org.apache.maven.doxia:doxia-decoration-model:1.1.4,3
org.glassfish.common:container-common:3.0-b71,21
org.ow2.bundles:ow2-util-ee-deploy-impl:1.0.24,1
org.glassfish.appclient:appclient-scripts:3.1-b10,2
de.zeigermann.xml:xml-im-exporter:1.1,176
org.apache.activemq:kahadb:5.4.1,4
org.ow2.jonas:jonas-management-api:5.3.0-RC1,3
org.codehaus.groovy.maven.feature:gmaven-feature-support:1.0-rc-2,4
org.glassfish.core:api-exporter:3.0.1-b15,6
org.apache.tuscany.sca:tuscany-databinding-axiom:1.4,1
net.anotheria:moskito-web:2.1.2,2
org.glassfish.packager:glassfish-jca:3.1.1-b02,8
net.sf.speculoos:speculoos-jndi-rt:1.0.1,1
org.codehaus.sonar:sonar-core:2.3,2
org.glassfish.persistence:jpa-connector:3.0-b74b,2
com.apple:ui:1.2,2
org.apache.directory.server:apacheds-jdbm-store:1.5.7,6
org.codehaus.woodstox:wstx-asl:3.2.0,13
org.jvnet.ogc:ows-v_1_1_0-schema:1.0.3,1
scout:scout:0.5,3
org.apache.maven.scm:maven-scm-providers-standard:1.1,2
org.ow2.util:util-cluster-jgroups:1.0.23,2
org.eclipse.jetty.orbit:javax.activation:1.1.0.v201105071233,3
org.glassfish.web:weld-integration:3.1-b06,3
org.apache.tuscany.sca:tuscany-sca-api:2.0-M5,8
com.rempl:rempl-utils:1.1.3,2
org.openbel:org.openbel.bel:2.0.0,3
joda-time:joda-time:1.5.2,13
org.glassfish.common:scattered-archive-api:3.1.1-b09,3
org.apache.tiles:tiles-api:2.0.5,1
org.apache.maven.doxia:doxia-sink-api:1.1,10
org.ow2.cmi:cmi-rpc:2.0-RC5b,3
org.apache.geronimo.specs:geronimo-j2ee-deployment_1.1_spec:1.1,20
com.sun.enterprise:hk2-core:0.3.11,2
org.apache.cxf:cxf-tools-common:2.2.3,6
org.apache.cxf:cxf-tools-common:2.1.10,2
org.glassfish.external:grizzly-module:10.0-b28,3
org.glassfish:javax.servlet:3.0.1-b01,25
org.ow2.cmi:cmi-core-common:2.0.10,12
org.ow2.weblab.core:extended:1.2.1,1
org.jclouds:jclouds-compute:1.0-beta-9c,5
org.jboss.arquillian.container:arquillian-container-test-spi:1.0.1.Final,2
org.glassfish.deployment:dol:3.0-b73,18
org.apache.struts:struts2-core:2.2.3,2
org.glassfish.registration:registration-impl:3.1.1,3
com.legsem.legstar:legstar-invoker:1.5.2,3
org.glassfish.orb:orb-connector:3.0-b74a,8
net.sf.jtidy:jtidy:r938,2
org.glassfish.admingui:console-corba-plugin:3.1-b12,3
org.glassfish:javax.servlet:3.1-b39,2
org.glassfish.security:inmemory.jacc.provider:3.0-b71,10
org.xcmis:xcmis-search-parser-cmis:1.1.4,1
org.appfuse:appfuse-data-common:2.0,4
org.apache.maven:maven-plugin-registry:2.0.9,102
org.apache.geronimo.modules:geronimo-web-2.5-builder:2.2.1,3
org.apache.tuscany.sca:tuscany-binding-ws:1.4,2
org.ow2.util:util-archive-api:1.0.31,3
org.glassfish.common:internal-api:3.1-b24,1
org.apache.axis2:axis2-adb-codegen:1.5.6,1
org.apache.directory.server:apacheds-core:2.0.0-M1,2
org.ow2.jonas:jonas-management-reconfig:5.2.3,3
commons-pool:commons-pool:1.6,3
org.jboss.as:jboss-as-arquillian-container-managed:7.1.1.Final,1
org.apache.geronimo.modules:geronimo-jaxws:2.2.1,5
org.apache.directory.server:apacheds-xdbm-base:1.5.7,6
org.glassfish.security:inmemory.jacc.provider:3.1.1-b02,18
org.apache.geronimo.modules:geronimo-web:3.0-M1,4
org.apache.lucene:lucene-core:2.9.2,4
org.jboss.interceptor:jboss-interceptor:1.0.0-CR11,12
org.glassfish.deployment:deployment-javaee-core:3.1-b40,9
org.apache.felix:org.apache.felix.http.whiteboard:2.0.4,4
org.ow2.util:util-url:1.0.5,1
com.google.gwt:gwt-user:2.4.0,2
org.eclipse.jdt:core:3.1.0,1
org.apache.commons:commons-jexl:2.1.1,1
org.springframework:spring-context:1.2.5,4
org.glassfish.appclient.server:appclient-connector:3.2-b02,1
org.glassfish.common:amx-config:3.1.1,10
org.apache.geronimo.specs:geronimo-jpa_3.0_spec:1.0,8
org.glassfish.admingui:dataprovider:3.1-b06,4
org.glassfish.packager:glassfish-cluster:3.1-b35,8
org.ow2.util:util-xml:1.0.9,17
org.ow2.easybeans:easybeans-component-smartclient-common:1.2.0-M2,3
se.vgregion.daoframework:dao-framework:3.5,3
org.codehaus.jackson:jackson-mapper-asl:1.5.4,9
org.apache.xmlgraphics:batik-awt-util:1.7,5
org.jfrog.buildinfo:build-info-extractor-maven3:1.0.0,1
org.glassfish.core:kernel:3.1-b31,2
org.jboss.arquillian.container:arquillian-container-test-impl-base:1.0.1.Final,2
net.sourceforge.pmd:pmd:5.0.0,1
org.glassfish.common:container-common:3.0-b73,18
org.shoal:shoal-cache:1.5.34,87
org.codehaus.fabric3:fabric3-pojo:2.0.1,2
com.legsem.legstar:legstar-cmockrt:1.5.2,1
org.glassfish:javax.security.jacc:3.1-b23,3
quickfixj:quickfixj-all:1.5.2-bd,4
org.glassfish.external:jmsra:3.0-b74a,9
org.apache.cxf:cxf-common-schemas:2.1.10,8
com.sun.grizzly:grizzly-cometd:1.9.18-e,33
org.ow2.cmi:cmi-core-client:2.1.2,12
org.glassfish.security:ejb.security:3.1-b26,3
org.springframework:spring-core:3.0.5.RELEASE,3980
com.sun.enterprise:hk2-core:1.0.47,41
org.ow2.util:util-ee-metadata-ejbjar-api:1.0.33,5
org.apache.camel:camel-spring:2.5.0,9
de.schlichtherle.truezip:truezip-driver-zip:7.3.4,2
org.xwiki.commons:xwiki-commons-configuration-api:3.2,2
org.eclipse.jetty:jetty-servlet:7.4.0.RC0,1
org.easymock:easymock:2.4,36
org.codehaus.fabric3:fabric3-monitor-api:0.6,2
org.glassfish.security:websecurity:3.1-b17,3
org.glassfish.transaction:jta:3.0-b63,8
org.ow2.mind:adl-parser:2.0-alpha1,3
org.jclouds.api:byon:1.1.1,4
org.ow2.util:util-security-api:1.0.13,1
com.cedarsoft.commons:cluster:3.0.0,3
org.apache.bcel:bcel:5.2,31
org.apache.geronimo.modules:geronimo-wab:3.0-M1,4
bouncycastle:bcpg-jdk15:140,5
org.apache.geronimo.ext.tomcat:juli:6.0.20.0,3
org.glassfish.core:glassfish:3.1-b40,10
nu.validator.htmlparser:htmlparser:1.4,5
org.xwiki.commons:xwiki-commons-repository-api:4.2-milestone-1,1
org.picketlink.idm:picketlink-idm-spi:1.5.0.Alpha02,3
com.github.vario:vario-file_2.9.1:0.2.0,5
org.seleniumhq.selenium:selenium-chrome-driver:2.21.0,2
org.glassfish.packager:glassfish-management:3.0-b64,1
org.glassfish.external:ldapbp-repackaged:3.2-b02,3
de.huxhorn.lilith:de.huxhorn.lilith.data.logging-xml:0.9.40,2
org.glassfish.loadbalancer:load-balancer-admin:3.1-b35,9
org.codehaus.jackson:jackson-jaxrs:1.9.10,1
org.springframework:spring-webmvc:3.0.1.RELEASE,6
org.glassfish.persistence.cmp:cmp-all:3.1-b31,2
org.apache.geronimo.framework:geronimo-system:2.1.4,20
org.picocontainer:picocontainer:2.8.2,1
org.ow2.easybeans:easybeans-ant-tasks:1.1.0-RC2_JONAS,2
org.sonatype.aether:aether-impl:1.8,27
org.springframework:spring-context:3.0.6.RELEASE,74
org.glassfish.admin:admin-core:3.1.1-b01,10
org.codehaus.plexus:plexus-utils:1.4.2,7
org.codehaus.sonar:sonar-plugin-api:2.0RC3,1
org.glassfish.packager:glassfish-corba:3.1-b12,14
org.glassfish.ha:ha-file-store:3.1-b14,2
org.apache.cxf:cxf-rt-transports-http:2.4.3,1
org.glassfish.upgrade:upgrade-scripts:3.0-b73,10
org.glassfish.web:war-util:3.1-b26,5
org.ow2.util:util-ee-metadata-common-api:1.0.25,11
net.liftweb:lift-actor_2.8.1:2.2-RC5,4
org.glassfish.admin:monitoring-core:3.1.1-b01,4
org.codehaus.enunciate:enunciate-core-rt:1.8.1,2
org.glassfish.persistence:jpa-connector:3.0.1-b08,16
org.glassfish.hk2.external:asm-all-repackaged:1.0.47,63
org.glassfish.extras:grizzly-container:3.1-b14,2
org.ow2.util:util-pool-api:1.0.23,58
org.glassfish.external:ant:3.0-b61,9
org.ow2.easybeans:easybeans-component-remotejndiresolver:1.2.0-M5,3
org.apache.maven.scm:maven-scm-provider-svnexe:1.0-beta-3,5
org.ow2.jonas:jonas-sec-interceptors-jrmp:5.2.0-M2-SR1,4
org.glassfish.common:container-common:3.0.1-b19,10
net.java.dev.jna:jna:3.1.0,3
org.seleniumhq.selenium:selenium-remote-driver:2.4.0,3
org.glassfish.admin:launcher:3.0-Prelude-Embedded-m2,2
org.apache.cxf:cxf-tools-validator:2.1.2,4
org.sonatype.plexus:plexus-restlet-bridge:1.6.1,2
org.glassfish.external:apache-commons:3.0-b64,4
org.glassfish.packager:glassfish-jdbc:3.1-b40,2
org.glassfish.admingui:console-web-plugin:3.1-b06,3
net.databinder:unfiltered_2.9.1:0.6.1,3
com.sun.enterprise:hk2:0.3.35,4
org.glassfish.ejb:ejb-timer-service-app:3.0-b63,5
org.ow2.util:util-ee-metadata-common-api:1.0.32,2
com.mysema.querydsl:querydsl-core:0.7.12,1
org.glassfish.extras:appserv-rt-frag:3.0-b74,21
org.slf4j:log4j-over-slf4j:1.6.6,2
de.huxhorn.lilith:de.huxhorn.lilith.logback.classic:0.9.40,2
org.glassfish.admin:backup:3.1-b35,12
org.ow2.jonas:jonas-commons:5.2.1,5
com.googlecode.apparat:apparat-lzma-decoder:1.0.RC5,2
org.apache.ws.commons.axiom:axiom-impl:1.2.11,2
org.perf4j:perf4j:0.9.12,8
org.glassfish.admingui:console-common-help:3.1-b05,8
org.tautua.markdownpapers:markdownpapers-core:1.2.7,1
geronimo-spec:geronimo-spec-activation:1.0.2-rc4,68
org.jasig.cas:cas-server-core:3.1.1-rc1,1
com.sun.enterprise:hk2:0.3.54,2
com.sun.jersey:jersey-server:1.9-ea03,4
eclipse:jdtcore:3.0.1,1
org.glassfish.connectors:connectors-inbound-runtime:3.1.1-b01,1
org.codehaus.woodstox:woodstox-core-lgpl:4.0.4,21
org.codehaus.jackson:jackson-core-asl:1.9.9,4
net.liftweb:lift-mapper_2.8.0:2.1-RC2,1
org.jboss.shrinkwrap:shrinkwrap-spi:1.0.0-beta-3,1
org.ow2.util:util-i18n:1.0.25,44
org.apache.cxf:cxf-common-utilities:2.1.3,4
org.glassfish.hk2.external:asm-all-repackaged:1.0.36,17
org.glassfish.core:api-exporter:3.1.1-b01,24
org.ow2.spec.ee:ow2-deployment-1.2-spec:1.0.0,5
com.sun.grizzly:grizzly-rcm:1.9.19,77
org.ow2.jasmine.monitoring:jasmine-eos-rules-manager-client:1.2.1-M9,1
org.jvnet.ws.wadl:wadl-core:1.1.1,1
org.apache.cxf:cxf-rt-ws-security:2.4.6,1
com.sun.grizzly:grizzly-http:1.8.6-RC3,3
org.ow2.easybeans:easybeans-component-jmx:1.2.0-M5,3
org.jclouds.api:cloudfiles:1.0-beta-9d,1
org.apache.ant:ant:1.7.0,171
org.apache.maven.doxia:doxia-site-renderer:1.2,3
net.sf.jour:jour-instrument:2.0.3,1
org.ow2.jonas:jonas-web-container-base:5.3.0-M1,1
tmporb:tmporb-pss:${tmporb_version},2
org.glassfish.persistence:eclipselink-wrapper:3.0.1-b19,3
org.apache.aries:org.apache.aries.util:0.3,30
org.glassfish:javax.servlet:3.1-b05,3
org.jbehave:jbehave-core:3.5,1
org.glassfish.web:war-util:3.1-b38,2
org.ow2.jonas:jonas-services-api:5.2.0-M2,1
org.ow2.jonas:jonas-management-javaee:5.0.4,2
org.apache.geronimo.framework:geronimo-service-builder:2.2,18
org.apache.maven.wagon:wagon-ssh-external:1.0-beta-2,122
xdoclet:xdoclet-hibernate-module:1.2.3,2
org.glassfish.admingui:console-jdbc-plugin:3.1-b40,3
org.glassfish.web:war-util:3.0-b73,8
junit:junit-dep:4.5,7
org.codehaus.cargo:cargo-core-api-generic:1.2.1,1
org.glassfish.deployment:deployment-common:3.0-b29,2
com.cedarsoft.commons:io:5.0.0,1
org.apache.felix:org.apache.felix.bundlerepository:1.4.0,2
org.glassfish.external:dbschema-repackaged:3.2-b04,2
org.glassfish.flashlight:flashlight-extra-jdk-packages:3.0-b74,24
org.apache.camel:camel-groovy:2.7.2,4
org.springframework:spring-jdbc:3.1.2.RELEASE,1
org.glassfish.webservices:jsr109-impl:3.0.1-b03,2
org.apache.maven.scm:maven-scm-provider-cvsexe:1.0-beta-4,1
com.sun.enterprise:osgi-adapter:0.3.54,5
org.atmosphere:atmosphere-runtime:1.0.4,3
com.sun.jersey:jersey-core:1.10-b03,2
com.google.sitebricks:sitebricks-converter:0.8.5,2
org.hibernate:hibernate:3.2.4.sp1,9
org.glassfish.security:ssl-impl:3.1-b33,3
org.scala-lang:scala-compiler:2.7.7.RC2,1
org.codehaus.service-conduit:sca4j-spi:0.4.2,3
org.apache.geronimo.specs:geronimo-jaxb_2.2_spec:1.0,17
org.tuckey:urlrewrite:2.5.2,1
com.ebmwebsourcing.easycommons:easycommons.logger:1.1,2
org.ow2.easybeans:easybeans-jacc-provider:1.0.0.RC3_JONAS,4
org.jasig.cas.client:cas-client-core:3.2.1,5
org.codehaus.openxma:xmartclient:4.0.2,1
org.glassfish.osgi-platforms:equinox:3.1.1-b09,1
org.glassfish.core:logging:3.1.1-b01,32
org.eclipse.jetty:jetty-continuation:8.0.1.v20110908,4
org.apache.maven:maven-plugin-registry:2.0.5,7
org.apache.myfaces.tobago:tobago-theme-speyside:1.5.0-beta-1,1
org.glassfish:javax.security.jacc:3.2-b03,5
org.ow2.util:util-plan-deploy-impl:1.0.23,3
org.glassfish.packager:glassfish-grizzly-full:3.0.1-b19,10
org.glassfish:javax.transaction:3.1-b22,6
com.adobe.flex:flex-messaging-core:4.0.0,2
org.ow2.easybeans:easybeans-injection-api:1.1.0-M3,3
org.glassfish.ejb:ejb-internal-api:3.1-b16,14
org.codehaus.enunciate:enunciate-core:1.21-RC1,2
org.apache.xbean:xbean-finder:3.6,19
org.glassfish.common:mejb-frag:3.0-b72,2
org.glassfish.persistence:persistence-common:3.0.1-b07,1
org.apache.camel:camel-core:2.9.1,4
org.glassfish:javax.servlet.jsp.jstl:3.1-b40,8
org.glassfish.common:internal-api:3.0-b73,29
org.glassfish.admin:server-mgmt:3.0.1-b20,16
junit:junit:3.8,272
org.nuiton.jaxx:jaxx-runtime:2.2.1,1
net.sourceforge.basher:basher-framework:1.0.12,1
org.glassfish.hk2:class-model:2.0.0,2
org.glassfish.admingui:console-ejb-lite-plugin-help:3.1-b10,1
com.sun.enterprise:hk2:0.4.11,56
com.sun.enterprise:hk2-dependency-verifier:1.0.24,1
org.glassfish.deployment:deployment-javaee-core:3.0.1-b15,3
org.jboss.arquillian.protocol:arquillian-protocol-local:1.0.0.Alpha2,1
org.mortbay.jetty:jsp-2.1:6.1.9,1
org.ow2.util:util-ee-deploy-api:1.0.6,16
org.codehaus.jackson:jackson-core-asl:1.3.2,1
org.ow2.easybeans.osgi:easybeans-osgi-annotations:1.2.0-M2,2
org.apache.wicket:wicket:1.4-rc7,1
org.apache.wicket:wicket-extensions:6.4.0,2
org.glassfish.admingui:console-ejb-lite-plugin:3.0-b73,2
org.apache.tomcat:tribes:6.0.13,1
org.glassfish.packager:nucleus-base:3.0.1-b07,3
org.wicketstuff:jwicket-ui-datepicker:1.4.13,1
org.glassfish.web:web-glue:3.0.1-b03,2
org.jbehave:jbehave-core:3.2-beta-5,1
org.apache.xbean:xbean-spring-common:2.4,4
org.ops4j.pax.swissbox:pax-swissbox-optional-jcl:1.4.0,2
net.java.truecommons:truecommons-key-spec:2.3,2
org.ow2.util:util-xmlconfig:1.0.4,16
org.glassfish.packager:glassfish-nucleus:3.1-b32,10
org.xwiki.rendering:xwiki-rendering-wikimodel:4.1,3
org.glassfish.external:commons-codec-repackaged:3.0.1-b16,8
org.glassfish.common:common-util:3.0.1-b04,2
org.codehaus.plexus:plexus-classworlds:2.3,8
org.glassfish.orb:orb-connector:3.2-b03,2
org.kuali.common:kuali-util:2.0.0,1
org.apache.myfaces.core:myfaces-impl:1.2.10,1
org.glassfish.connectors:connectors-internal-api:3.2-b03,7
org.ow2.jasmine.monitoring:jasmine-eos-rules-editor-client:1.2.6,1
org.apache.lucene:lucene-highlighter:4.0.0,2
org.codehaus.plexus:plexus-interpolation:1.7,8
org.glassfish.docs:basedocs:3.0.1-b02,12
org.glassfish.ejb:ejb-container:3.1-b22,1
org.glassfish.core:glassfish:3.1-b07,3
org.ow2.easybeans:easybeans-component-cmi:1.1.0-M3,3
org.xwiki.commons:xwiki-commons-component-api:4.4-rc-1,4
org.glassfish.persistence.cmp:cmp-model:3.1-b15,2
org.eclipse.jdt:core:3.4.2.v_883_R34x,3
org.fontbox:fontbox:0.1.0,38
org.codehaus.jettison:jettison:1.3.1,16
org.glassfish.common:glassfish-api:3.0-b72,12
org.sonatype.sisu:sisu-inject-bean:1.4.2,70
org.apache.geronimo.configs:activemq-broker:2.2.1,2
org.apache.lucene:lucene-queries:4.0.0-ALPHA,6
org.apache.geronimo.specs:geronimo-servlet_2.5_spec:1.2,85
org.glassfish.transaction:transaction-internal-api:3.0-b71,54
org.glassfish.extras:javaee-frag:3.0.1-b15,3
org.apache.james:james-server-domainlist-api:3.0-M2,2
org.apache.tuscany.sca:tuscany-core:1.4,1
org.objectweb.joram:conf:5.6.0,1
org.jboss.ws.cxf:jbossws-cxf-server:4.0.2.GA,1
org.ow2.jonas:jonas-security:5.0.3,1
org.glassfish.connectors:connectors-internal-api:3.1.1-b04,3
org.ow2.spec.ee:ow2-jsr77-1.1-spec:1.0.6,63
org.glassfish.jdbc.jdbc-ra.jdbc-ra-distribution:jdbc-ra:3.0-b74b,2
org.grails:grails-core:2.1.0.RC3,2
org.glassfish.web:weld-integration:3.0-b73,2
com.healthmarketscience.jackcess:jackcess:1.2.6,17
org.objectweb.joram:joram-mom-core:5.6.0,1
org.glassfish.common:annotation-framework:3.0-b69,1
org.kuali.rice:rice-location-web:2.2.0,5
org.sqlproc:sql-processor:1.4.1,1
org.jbpm:jbpm-flow-builder:5.2.4.Final,1
com.sun.jersey:jersey-client:1.5-ea03,1
org.glassfish:javax.servlet.jsp:3.0-b74b,4
org.apache.servicemix:servicemix-common:2011.02.1,5
org.apache.openjpa:openjpa-xmlstore:1.0.4,1
com.sun.enterprise:osgi-adapter:1.0.6,1
commons-math:commons-math:1.0,4
org.apache.cxf:cxf-tools-common:2.3.8,3
org.ow2.easybeans:easybeans-transaction:1.0.2,2
org.sonatype.appbooter.plexus-platforms:plexus-platform-jsw:1.6.6,1
org.ow2.jonas:jonas-deployment-api:5.2.0,15
org.glassfish.ejb:gf-ejb-connector:10.0-b28,1
org.glassfish.packager:glassfish-ejb:3.1-b06,1
com.proofpoint.platform:configuration:0.52,1
net.sf.saxon:saxon-xom:8.7,3
org.apache.cxf:cxf-rt-transports-http:2.2.6,19
org.xwiki.commons:xwiki-commons-xml:4.3-milestone-2,2
org.slf4j:jcl-over-slf4j:1.7.2,2
org.glassfish:javax.transaction:3.2-b04,26
org.springframework:spring-test:3.0.3.RELEASE,2
org.spockframework:spock-core:0.6-groovy-1.8,4
org.xwiki.commons:xwiki-commons-text:4.0.1,14
org.jvnet.hudson.main:maven-interceptor:1.393,3
com.sun.enterprise:osgi-main:1.0.25,15
org.codehaus.plexus:plexus-utils:3.1.0,2
org.glassfish.jms:jms-core:3.0-b72,2
junit:junit:4.11,4
system:jdk-tools:jdk,17
org.glassfish.persistence:persistence-common:3.1-b15,2
it.tidalwave.thesefoolishthings:it-tidalwave-eventbus:1.0.1,12
org.springframework:spring-web:3.1.3.RELEASE,8
org.drools:drools-jsr94:5.0.1,2
org.glassfish.common:amx-config:3.0-b71,10
org.slf4j:slf4j-log4j12:1.6.6,2
org.glassfish.deployment:deployment-javaee-core:3.1-b26,3
org.glassfish.admin:config-api:3.0-b72,20
org.eclipse.jetty:jetty-server:7.4.2.v20110526,13
org.apache.wicket:wicket-core:6.0.0-beta3,8
com.sun.solaris:embedded_su4j:1.1,6
org.glassfish.admin:rest-service:3.0-b71,6
org.geotools:gt-xml:2.7.2,4
org.apache.james.protocols:protocols-impl:1.2-M1,1
org.ow2.cmi:cmi-core-common:2.2.4,13
org.ow2.util:util-ee-deploy-impl:1.0.23,25
org.kuali.rice:rice-kim-api:2.2.0,19
org.hibernate:hibernate-entitymanager:3.4.0.GA,46
org.ow2.jasmine:deployme-core:2.0-M1,1
org.glassfish.deployment:deployment-javaee-core:3.1-b17,3
org.ow2.jonas:jonas-jmx:5.2.3,1
org.eclipse.debug:org.eclipse.debug.core:3.3.2,4
org.glassfish.web:war-util:3.0-b63,13
org.sonatype.sisu:sisu-inject-bean:1.4.3,2
org.eclipse.jetty:jetty-security:7.2.1.v20101111,5
org.restlet:org.restlet:1.1-RC1,3
com.sun.grizzly:grizzly-config:1.9.18-o,59
org.glassfish.docs:basedocs:3.2-b01,91
org.glassfish.common:amx-core-impl:3.1.1-b02,18
org.apache.geronimo.modules:geronimo-j2ee-schema:3.0-M1,3
org.apache.geronimo.components:geronimo-transaction:2.1.3,4
org.ow2.bundles:ow2-util-ee-metadata-war-api:1.0.26,3
org.glassfish.common:amx-j2ee:3.1-b40,8
org.glassfish:javax.enterprise.deploy:3.0.1-b01,15
org.codehaus.sonar:sonar-colorizer:2.0RC2,1
org.kuali.rice:rice-core-service-framework:2.0.0-rc4,6
org.apache.tomcat:jasper-el:6.0.14,1
org.sonatype.nexus:nexus-api:1.3.2,3
org.glassfish.packager:glassfish-hk2:3.1-b30,29
org.ow2.cmi:cmi-core-server:2.2.5,8
org.glassfish.jms:jms-core:3.0-b64,2
org.glassfish.ejb:gf-ejb-connector:3.1-b06,3
net.java.truecommons:truecommons-shed:2.2.2,2
org.xwiki.rendering:xwiki-rendering-syntax-wikimodel:3.5,2
org.apache.xmlgraphics:batik-css:1.7,9
org.jclouds.api:swift:1.1.0,2
org.apache.xbean:xbean-asm-shaded:3.8,4
org.apache.tomcat:jasper-jdt:6.0.13,3
org.glassfish.admin:admin-core:3.0-b73,13
org.glassfish:javax.management.j2ee:3.2-b02,6
commons-io:commons-io:2.5,2
org.glassfish:javax.servlet:3.1.1-b01,10
org.jboss.remoting3:jboss-remoting:3.2.3.GA,16
org.glassfish.packager:glassfish-jms:3.0-b74a,8
org.ow2.bundles:ow2-util-log:1.0.13,8
org.ow2.bundles:ow2-util-ee-metadata-war-impl:1.0.7,7
org.openid4java:openid4java-nodeps:0.9.5,6
org.apache.cxf:cxf-rt-bindings-corba:2.6.1,1
com.mysema.commons:mysema-commons-lang:0.1.6,7
org.ow2.cmi:cmi-api-server:2.1.2,35
org.glassfish.common:stats77:3.0-b73,21
org.kohsuke.stapler:stapler:1.150,1
org.glassfish.admin:admin-util:3.1-b26,9
com.sun.jersey.contribs:jersey-guice:1.9.1,4
org.glassfish.extras:osgi-container:3.0-b72,13
org.glassfish.admin:cli-optional:3.0.1-b06,1
