artifact,trans_usages
org.codehaus.enunciate:enunciate-core-annotations:1.18-RC1,4
org.glassfish.common:amx-core:3.0-b69,2
org.glassfish.common:common-util:3.1-b17,27
org.glassfish:javax.ejb:3.1-b14,16
org.glassfish.common:glassfish-api:3.0-Prelude-Embedded-b10,1
net.oauth.core:oauth:20100527,321
org.glassfish.packager:glassfish-jdbc:3.0-b64,1
com.google.guava:guava-base:r03,13
com.sun.woodstock.dependlibs:dojo-ajax:0.4.1,2
log4j:log4j:1.2.12,5221
org.eclipse.jetty:jetty-webapp:8.0.0.RC0,4
directory-shared:kerberos-common:0.4,2
org.ops4j.pax.swissbox:pax-swissbox-optional-jcl:1.5.1,1
org.apache.jackrabbit:jackrabbit-spi:2.4.2,2
org.glassfish.ejb:ejb-container:3.0-b64,2
pull-parser:pull-parser:2,14
org.glassfish.persistence:eclipselink-wrapper:3.1-b35,2
com.sun.grizzly:grizzly-portunif:1.9.14,5
org.ow2.spec.ee:ow2-el-2.2-spec:1.0.6,1
eu.appsatori:gradle-fatjar-plugin:0.1.3,1
org.codehaus.service-conduit:sca4j-loader:0.9.5,2
org.glassfish.web:gf-web-connector:3.1.1-b01,8
org.glassfish.web:gf-web-connector:3.1.1-b10,18
org.jboss.spec.javax.annotation:jboss-annotations-api_1.1_spec:1.0.0.Final,7
org.glassfish.common:glassfish-api:3.1-b36,10
org.glassfish.packager:nucleus-base:3.1.1-b07,9
com.sun.grizzly.scripting:grizzly-scripting-common:1.0,4
org.ow2.util:util-file:1.0.33,15
org.glassfish.common:glassfish-mbeanserver:3.1-b17,17
org.glassfish:javax.security.jacc:3.1-b10,12
org.glassfish.hk2:config:1.6.19,1
org.springframework.security:spring-security-openid:3.0.5.RELEASE,2
org.glassfish.hk2.external:asm-all-repackaged:1.6.16,4
org.atmosphere:atmosphere-compat-jbossweb:1.0.0.beta3,2
com.sun.grizzly:grizzly-http:1.8.6.3,2
org.glassfish.admin:launcher:3.0.1-b08,71
org.ow2.jonas.camel:camel-service:1.6.0,3
org.mobicents.servlet.sip:sip-servlets-client:1.7.0.FINAL,2
org.glassfish.common:amx-core:3.1-b14,9
com.lowagie:itext:2.1.0,29
org.glassfish.common:amx-core-impl:3.2-b04,4
org.glassfish.persistence.cmp:cmp-generator-database:3.1-b13,2
org.ow2.jonas:jonas-deployment:5.1.1,6
org.codehaus.jackson:jackson-mapper-asl:1.4.2,7
net.sf.jsptest:jsptest-common:0.13,4
org.apache.cocoon:cocoon-pipeline-impl:1.0.0,9
castor:castor:1.0,1
org.glassfish.external:dbschema-repackaged:3.0.1-b08,5
com.sun.grizzly:grizzly-framework:1.9.19-beta7,67
org.apache.felix:org.apache.felix.useradmin:1.0.3,1
org.springframework.webflow:org.springframework.binding:2.0.5.RELEASE,3
org.glassfish:javax.servlet:3.2-b04,15
tomcat:jasper-runtime:5.0.28,1
org.ow2.jonas.osgi:xmlbeans:5.2.0-RC1,4
org.sonatype.sisu:sisu-encryptor:1.0,1
org.ow2.util:util-pool-implenhanced:1.0.23,10
org.glassfish.common:amx-all:3.1-b31,6
commons-discovery:commons-discovery:20040218.194635,11
org.netbeans.api:org-openide-nodes:RELEASE67,1
org.eclipse.jetty:jetty-continuation:7.0.2.v20100331,5
org.springframework:spring-asm:3.0.2.RELEASE,12
xmlbeans:xmlbeans-jsr173-api:2.0-dev,1
org.sonatype.sisu:sisu-guice:2.9.3,1
org.atmosphere:atmosphere-gwt-common:0.7,1
org.slf4j:slf4j-api:1.5.10,61
org.glassfish.packager:glassfish-corba:3.1.1-b01,9
org.codehaus.cargo:cargo-core-api-generic:1.0-alpha-5,1
net.nan21.dnet:nan21.dnet.module.md.domain:1.0.5,1
org.glassfish.branding:branding:3.1-b27,2
org.seleniumhq.selenium:selenium-java:2.23.1,6
org.ow2.easybeans:easybeans-component-joram:1.1.0,3
org.scala-tools.testing:specs_2.9.0:1.6.8,1
org.apache.karaf.features:org.apache.karaf.features.management:2.1.1,1
org.apache.felix:org.osgi.compendium:1.4.0,1
de.huxhorn.lilith:de.huxhorn.lilith.data.access:0.9.30,1
org.apache.directory.shared:shared-ldap-jndi:0.9.18,1
org.atmosphere:atmosphere-gwt-common:1.0.5,2
org.milyn:milyn-edisax-parser:1.4,2
org.codehaus.httpcache4j:httpcache4j-api:1.7,1
org.codehaus.jackson:jackson-mapper-asl:1.9.3,2
org.apache.tomcat:tomcat-juli:7.0.29,2
org.glassfish.web:web-cli:3.1-b09,2
com.foursquare:rogue-core_2.9.0-1:2.0.0-beta10,1
org.apache.maven.wagon:wagon-provider-api:1.0-beta-5,76
org.glassfish.deployment:deployment-javaee-full:3.0.1-b08,7
com.fortuityframework:fortuity-core:1.0.7,1
org.pustefixframework.webservices:pustefix-webservices-jsonws:0.15.23,1
com.fasterxml.clustermate:clustermate-json:0.8.0,1
org.ow2.jonas:jonas-deployment:5.1.2,1
org.ow2.easybeans:easybeans-component-statistic:1.1.0-M1,3
tomcat:jasper-runtime:4.1.30,3
org.hibernate:hibernate-search-engine:4.1.0.Final,1
org.apache.cocoon:cocoon-xml-impl:1.0.0,9
org.objectweb.joram:joram-mom:5.0.8,1
org.ow2.jonas:jonas-generators-base:5.1.0-M3,2
org.ow2.util:util-event-api:1.0.37,44
org.glassfish.deployment:dol:3.1,5
org.glassfish.packager:glassfish-ha:3.1-b31,21
org.apache.ace:org.apache.ace.identification.property:0.8.0-incubator,1
org.schwering:irclib:1.04-bsd,1
org.glassfish.common:annotation-framework:3.2-b05,2
org.apache.tuscany.sca:tuscany-assembly:2.0-Beta2,2
org.jdtaus.core.container:jdtaus-core-client-container:1.14,1
org.sonatype.nexus:nexus-plugin-manager:2.0.1,3
net.sf.squirrel-sql:fw:3.3.0-rc1,2
org.glassfish.cluster:cluster-cli:3.1.1-b11,12
net.htmlparser.jericho:jericho-html:3.2,1
org.glassfish.common:internal-api:3.1-b09,7
org.antlr:ST4:4.0.4,5
org.ow2.jonas:jonas-deployment-api:5.1.4,3
com.ebmwebsourcing.easycommons:easycommons.uri:1.1,3
org.springframework:spring-beans:2.0.3,1
org.netbeans.lib:cvsclient:20060125,18
org.glassfish.admingui:console-jruby-plugin-help:3.0-b08,18
org.springframework:spring-aspects:3.0.2.RELEASE,3
org.springframework:spring-context:2.5.5,77
bouncycastle:bcprov-jdk15:140,36
org.apache.geronimo.components:geronimo-transaction:3.0,8
net.htmlparser:jericho-html:1.5-dev1,2
org.codehaus.service-conduit:sca4j-thread-pool:0.9.5,1
org.slf4j:slf4j-api:1.6.0,93
org.eclipse.persistence:javax.persistence:2.0.3,490
org.apache.tuscany.sca:tuscany-sca-api-extension:1.5,11
org.eobjects.metamodel:MetaModel-core:3.2.3,2
org.springframework:org.springframework.orm:3.1.2.RELEASE,1
xalan:serializer:2.7.1,294
org.glassfish:javax.ejb:3.1.1-b05,4
org.glassfish.connectors:connectors-runtime:3.2-b01,3
junit:junit:4.4,1253
groovy:groovy:1.0,1
org.jasig.openregistry:openregistry-api:0.1-M1,1
org.glassfish.packager:glassfish-upgrade:3.1-b32,2
com.ning:metrics.serialization-common:1.0.2,1
org.scala-lang:scala-library:2.9.1,34
org.glassfish.admingui:console-cluster-plugin:3.1-b16,11
net.liftweb:lift-mongodb_2.9.0-1:2.4-M2,1
org.ow2.jonas:jonas-ejb-container-svc:5.1.0-M3,4
org.glassfish.packager:glassfish-appclient:3.0-b64,1
org.codehaus.sonar:sonar-graph:2.1RC1,2
org.jclouds:jclouds-blobstore:1.2.1,1
org.glassfish.connectors:connectors-runtime:3.1-b40,11
org.ow2.spec.ee:ow2-ejb-3.0-spec:1.0.5,26
org.sonatype.sisu:sisu-resource-scanner:1.0,5
org.glassfish.common:glassfish-ee-api:3.0.1-b07,5
org.glassfish.common:amx-core:3.1-b23,1
org.apache.maven.wagon:wagon-ssh-external:1.0-beta-6,5
com.yahoo.platform.yui:yuicompressor:2.4.2,2
net.sf.joafip:joafip:2.0.0,1
org.glassfish.common:container-common:3.1-b38,1
org.glassfish.common:scattered-archive-api:3.1,9
org.coosproject:actorframe-j2se:1.2.0,3
org.glassfish.admin:server-mgmt:3.1-b31,24
org.apache.cxf:cxf-common-schemas:2.3.5,2
org.glassfish.ejb:ejb-internal-api:3.2-b05,2
org.seleniumhq.selenium.client-drivers:selenium-java-client-driver:1.0.2,2
org.apache.shiro:shiro-core:1.1.0,10
com.paypal.sdk:paypal-core:1.1,1
org.glassfish.common:glassfish-api:3.1-b09,17
org.glassfish.web:web-embed-api:3.1-b08,3
org.codehaus.plexus.registry:plexus-registry-api:1.0-alpha-1,18
org.glassfish.connectors:descriptors:3.1-b31,17
com.sun.pkg:pkg-client:1.121-36.2403,40
org.ow2.jonas:jonas-deployment:5.0.3,1
org.glassfish.common:amx-ext-impl:3.0-b74a,61
com.sun.enterprise:auto-depends:1.0.61,28
org.apache.maven:maven-model:2.0-alpha-3,1
com.sun.jersey:jersey-server:1.12,43
com.yammer.metrics:metrics-core:2.0.3,3
org.mortbay.jetty:jetty:6.1.22,15
javax.xml.bind:jaxb-api:1.0,20
org.ow2.util:util-pool-api:1.0.30,23
org.apache.servicemix.bundles:org.apache.servicemix.bundles.ant:1.7.0_1,13
org.jboss.as:jboss-as-osgi-service:7.1.2.Final,1
org.apache.maven:maven-settings:3.0.2,6
org.ow2.spec.ee:ow2-connector-1.5-spec:1.0-M1,104
org.apache.tuscany.sca:tuscany-contribution:1.6.2,2
org.seleniumhq.selenium:selenium-htmlunit-driver:2.0a7,2
org.glassfish.common:internal-api:3.1-b28,2
org.codehaus.jackson:jackson-core-asl:1.6.3,10
xmlrpc:xmlrpc:2.0.1,4
com.sun.grizzly:grizzly-utils:1.9.7,7
org.apache.wicket:wicket-core:6.0.0-beta1,1
org.apache.httpcomponents:httpcore:4.1.2,95
org.glassfish.core:kernel:3.1.1-b05,3
com.sun.grizzly:grizzly-framework:1.9.3,3
org.glassfish.web:web-naming:3.0-b72,3
org.glassfish.core:kernel:3.2-b01,5
org.codehaus.plexus:plexus-utils:1.0.5,17
org.apache.geronimo.specs:geronimo-servlet_2.4_spec:1.0,7
org.glassfish.admingui:console-corba-plugin-help:3.2-b02,4
org.ow2.jonas:jonas-deployment-api:5.1.3,3
org.jclouds.common:aws-common:1.5.0-alpha.2,2
org.springframework:spring-oxm:3.0.5.RELEASE,3
commons-jxpath:commons-jxpath:1.3,37
org.jclouds.provider:cloudservers-us:1.3.2,2
org.objectweb.fractal.fractaladl:fractal-adl:2.1.7,2
org.codehaus.enunciate:enunciate-rt:1.20,3
com.sun.xml.ws:webservices-osgi:2.0-b19,10
org.ow2.bundles:ow2-util-file:1.0.14,3
org.apache.archiva:archiva-consumer-api:1.3.5,2
org.glassfish.registration:glassfish-registration:3.1-b40,13
org.codehaus.fabric3.spec:sca-api-r1.0:0.5,2
org.netbeans.api:org-openide-util-lookup:RELEASE70,2
org.cometd.java:cometd-java-server:2.0.0,1
org.glassfish.hk2.external:asm-all-repackaged:1.0.16,4
org.springframework.osgi:spring-osgi-core:1.1.2,3
org.apache.felix:org.apache.felix.ipojo.metadata:1.6.0,7
org.springframework:spring-core:2.5.6.SEC01,2
org.ow2.util:util-xml:1.0.6,6
org.nuiton.i18n:nuiton-i18n:2.2,1
org.springframework:spring-webmvc:2.0.4,1
org.apache.wicket:wicket-velocity:1.4.19,1
org.xwiki.commons:xwiki-commons-logging-api:4.3-milestone-2,1
org.glassfish.deployment:dtds:3.1.1-b10,38
org.apache.tomcat:el-api:6.0.18,3
com.sun.xml.bind:jaxb-impl:2.0.3,5
org.shoal:shoal-gms-api:1.5.3,14
org.glassfish.registration:registration-api:3.1-b31,19
org.glassfish.connectors:connectors-internal-api:3.0-b63,60
org.geomajas:geomajas-common-servlet:1.9.0,1
org.eclipse.emf:org.eclipse.emf.mwe.utils:1.2.1.v201112120646,2
org.glassfish.web:jspcaching-connector:3.0-b73,3
org.glassfish:javax.servlet:3.1-b15,7
org.apache.tapestry:tapestry-annotations:4.1.5,1
org.glassfish.admin:admin-util:3.1-b13,15
org.springframework:spring:1.2.7,5
fikin:fikin-ant:1.7.3,2
com.proofpoint.platform:jmx-http-rpc-experimental:0.56,1
org.jboss.resteasy:resteasy-jackson-provider:2.3.3.Final,1
org.codehaus.castor:castor-core:1.3.1,2
org.apache.camel:camel-irc:2.8.0,1
xom:xom:1.0,1037
ca.uhn.hapi:hapi-structures-v23:1.2-beta1,1
com.jcraft:jsch:0.1.24,16
org.jboss.resteasy:resteasy-jettison-provider:2.1.0.GA,2
org.springframework:spring-aop:3.1.3.RELEASE,31
org.glassfish.deployment:deployment-javaee-core:10.0-b28,2
junit:junit:4.3.1,2617
org.jclouds.provider:cloudfiles-uk:1.3.2,2
com.rempl:rempl-core:1.1.3,1
org.apache.wicket:wicket-ioc:1.4.14,5
org.glassfish:mq-distribution:4.5.1-003,6
org.ow2.util:util-ee-metadata-ws-api:1.0.21,42
org.glassfish.web:web-gui-plugin-common:3.0.1-b20,6
org.apache.geronimo.modules:geronimo-deploy-config:1.2-beta,1
org.jclouds.provider:cloudservers-uk:1.5.0-alpha.2,1
org.springframework:spring-beans:3.1.1.RELEASE,29
org.jclouds.provider:gogrid:1.3.2,2
org.ops4j.gaderian:gaderian-jmx:1.0,1
org.glassfish.common:glassfish-mbeanserver:3.1-b30,8
org.glassfish.common:amx-core:3.0.1,4
org.glassfish.packager:glassfish-corba-base:3.0-b72,16
org.glassfish.admin:server-mgmt:3.1-b06,9
org.glassfish:javax.resource:3.1-b39,3
org.glassfish.appclient.server:appclient-connector:3.0.1-b10,2
com.mysema.querydsl:querydsl-collections:1.1.0,1
org.geotools:gt-wms:2.7.2,3
com.sun.enterprise:hk2-dependency-verifier:1.0.42,1
org.apache.lucene:lucene-queries:3.2.0,3
org.ow2.jonas.tools.configurator:api:1.3.6,2
org.springframework:spring-test:2.5.2,1
org.dspace:dspace-services-utils:2.0.0,7
jcaptcha:jcaptcha-all:1.0-RC2.0.1,3
org.glassfish.flashlight:flashlight-framework:3.0-b68,2
org.jboss.resteasy:resteasy-jackson-provider:2.2.2.GA,5
org.ow2.jonas.osgi:javaee-api:5.1.0-RC4,2
org.apache.camel:camel-core:2.7.0,3
org.eclipse.jetty:jetty-webapp:7.1.5.v20100705,2
org.apache.geronimo.framework:geronimo-jmx-remoting:2.1.5,30
com.sun.enterprise:auto-depends:1.0.29,310
org.apache.geronimo.modules:geronimo-j2ee:2.2.1,4
jboss:jboss-j2se:200504122039,2
org.apache.maven:maven-model:2.1-SONATYPE-653485,5
org.jclouds.common:openstack-common:1.1.1,6
org.glassfish:javax.servlet.jsp:3.1-b15,4
net.sourceforge.jadex:jadex-xml:2.0-rc8,3
org.glassfish.deployment:dol:3.1-b13,3
ch.qos.logback:logback-classic:0.9.15,7
org.mortbay.jetty:jetty-plus:6.1.1,2
org.ow2.util:util-execution:1.0.28,3
org.jboss.security:jboss-negotiation-extras:2.2.0.SP1,5
org.jvnet.hudson.main:maven-interceptor:1.363,3
org.ow2.util:util-component-impl:1.0.21,3
com.sun.grizzly:grizzly-http:1.9.32,1
redis.clients:jedis:2.0.0,1
com.sun.grizzly:grizzly-utils:1.9.8,11
org.eclipse.jetty:jetty-webapp:7.4.3.v20110701,2
org.glassfish:javax.transaction:10.0-b28,2
org.glassfish.external:management-api:3.1.0-b001,2191
org.glassfish.common:glassfish-naming:3.0-b60,5
org.codehaus.redback:redback-configuration:1.3-M2,3
org.slf4j:slf4j-simple:1.6.1,10
org.glassfish:javax.resource:3.1.1-b04,5
org.apache.directory.shared:shared-ldap:0.9.5.3,1
commons-fileupload:commons-fileupload:1.2.2,77
org.springframework:spring-dao:1.2.5,3
org.glassfish.admin:monitoring-core:3.0-b73,20
org.jclouds.provider:cloudsigma-zrh:1.3.2,2
com.sun.enterprise:osgi-main:0.4.14,28
org.glassfish.admingui:dataprovider:3.0-b74a,16
org.glassfish.external:jaxr-ra:3.0-b64,2
org.ow2.jonas:jonas-commons:5.1.0-M5,6
org.codehaus.plexus:plexus-component-api:1.0-alpha-16,1
org.sonatype.gshell:gshell-gossip:2.6.2,2
org.ow2.util:util-event-impl:1.0.27,3
org.glassfish.deployment:dol:3.0-b72,16
org.glassfish.common:amx-config-impl:3.0-b64,2
org.apache.stanbol:org.apache.stanbol.commons.jsonld:0.9.0-incubating,5
com.mysema.commons:mysema-commons-lang:0.1.9,6
org.jclouds.provider:elastichosts-sat-p:1.0-beta-9d,1
org.apache.hadoop:hadoop-core:1.0.2,1
org.glassfish.admin:admin-cli:3.1-b17,14
org.apache.cxf:cxf-api:2.4.8,24
org.eobjects.metamodel:MetaModel-full:3.0.1,1
org.glassfish.packager:glassfish-grizzly-full:3.0-b71,10
org.jvnet.hudson.main:maven-interceptor:1.261,3
org.codehaus.staxmate:staxmate:2.0.1,2
org.glassfish.common:amx-core-impl:3.1-b10,3
org.apache.geronimo.modules:geronimo-connector:2.1.5,5
org.ops4j.pax.exam:pax-exam-junit-extender:1.2.3,1
org.glassfish.packager:glassfish-jca:3.1-b17,6
org.apache.lucene:lucene-analyzers:3.4.0,1
org.jclouds.provider:bluelock-vcloud-vcenterprise:1.1.1,5
org.apache.camel:camel-core-osgi:2.8.6,3
org.hibernate:hibernate-core:3.6.1.Final,2
org.apache.pig:pig:0.8.3,1
org.codehaus.fabric3:fabric3-api:0.6,2
org.glassfish.common:common-util:3.0-b39,4
org.jbehave:jbehave-core:3.5-beta-2,2
org.eclipse.tycho:tycho-equinox-launching:0.12.0,4
org.ow2.cmi:cmi-core-server:2.2.3,3
org.apache.httpcomponents:httpmime:4.2.2,2
org.glassfish.ejb:ejb-internal-api:3.0.1-b08,49
org.apache.cxf:cxf-tools-common:2.1.9,2
org.glassfish:javax.enterprise.deploy:3.1-b14,10
com.sun.jersey:jersey-json:1.5,1
org.apache.cxf:cxf-rt-databinding-jaxb:2.1.1,4
com.sun.enterprise:osgi-adapter:1.6.1,410
geronimo:geronimo-webservices:1.1-SNAPSHOT,2
org.glassfish.external:ldapbp-repackaged:3.0-b60,7
org.apache.jackrabbit:jackrabbit-jcr-commons:2.2.0,1
org.codehaus.enunciate:enunciate-core-rt:1.26-RC1,2
org.apache.abdera:abdera-extensions-main:1.0,35
org.ow2.carol.cmi:cmi-core-server:2.0-RC4,1
org.glassfish.common:internal-api:3.0-b69,2
org.glassfish.packager:glassfish-jpa:3.1.1-b10,23
org.apache.lucene:lucene-core:2.4.0,4
org.ow2.util:util-ee-metadata-common-api:1.0.35,11
com.google.http-client:google-http-client:1.5.0-beta,2
org.glassfish.grizzly:grizzly-rcm:2.3-beta8,7
org.codehaus.plexus:plexus-container-default:1.0-alpha-22,3
org.codehaus.castor:castor:1.1.1,7
com.sun.enterprise:hk2-core:0.3.52,2
org.apache.cxf:cxf-anttasks:2.1.9,1
org.glassfish.external:asm-all-repackaged:3.0-b65,1
org.codehaus.service-conduit:sca4j-fabric:0.9.5,1
org.glassfish.security:security-all:3.0-b73,13
org.apache.jackrabbit:jackrabbit-jcr-commons:2.4.2,2
com.sun.woodstock:webui-jsf:4.3.0.7,5
org.ops4j.pax.swissbox:pax-swissbox-property:1.3.0,4
org.glassfish.packager:glassfish-common-tmp:3.1-b17,14
com.sun.enterprise:config:1.0.58,8
org.eobjects.metamodel:MetaModel-couchdb:3.0.1,2
log4j:log4j:1.2.15,262
org.glassfish.packager:glassfish-ejb-lite:3.1.1-b01,1
com.sun.grizzly:grizzly-servlet-deployer:1.9.35,1
org.apache.geronimo.ext.tomcat:jasper-el:7.0.27.1,4
com.sun.grizzly:grizzly-cometd-webserver:1.9.9,1
org.glassfish.core:javaee-kernel:3.1-b10,3
org.codehaus.groovy:groovy-all:1.1-beta-2,2
org.sonatype.aether:aether-api:1.6,1
org.glassfish.admin:admin-cli:3.1-b22,1
com.cedarsoft.commons.history:core:1.6.1,1
com.legsem.legstar:legstar-cixsgen-model:1.5.2,1
dk.eobjects.metamodel:MetaModel-core:1.1,3
org.glassfish.transaction:jta:3.2-b02,3
org.jclouds.provider:openhosting-east1:1.1.1,5
org.springframework:spring-jms:3.1.2.RELEASE,2
org.apache.cxf:cxf-rt-databinding-jaxb:2.3.2,5
fr.inria.gforge.spoon:spoon-core:1.4.2,5
org.apache.tuscany.sca:tuscany-implementation-java:2.0,1
net.oauth.core:oauth-consumer:20090531,3
org.springframework.integration:spring-integration-core:1.0.2.SR1,1
org.glassfish.cluster:cluster-ssh:3.1-b13,5
org.apache.rat:apache-rat-tasks:0.6,2
org.glassfish.common:internal-api:3.0.1-b14,1
org.springframework:spring-context-support:3.0.6.RELEASE,5
org.glassfish.hk2.external:bean-validator:2.1.16,2
org.seleniumhq.selenium:selenium-android-driver:2.4.0,2
org.glassfish.security:websecurity:3.0.1-b08,3
org.glassfish.admingui:console-community-branding-plugin:3.0-b63,9
org.jclouds.provider:cloudonestorage:1.1.0,2
org.apache.cxf:cxf-rt-frontend-simple:2.1.9,1
org.glassfish.cluster:gms-bootstrap:3.2-b04,5
org.apache.lucene:lucene-analyzers-morfologik:4.0.0-ALPHA,2
org.kuali.db.ojb:db-ojb:1.0.4-patch6,9
com.sun.jersey:jersey-server:1.6-ea02,2
com.google.api.client:google-api-client-util:1.2.0-alpha,1
org.glassfish.packager:glassfish-grizzly-full:3.0-b69,2
org.glassfish:mq-distribution:4.5-021,5
org.glassfish.web:jsf-connector:3.1-b31,13
org.apache.velocity:velocity:1.6.4,44
org.chromattic:chromattic.spi:1.0.1-cr1,1
org.glassfish.connectors:connectors-admin:3.1.1,1
org.apache.tuscany.sca:tuscany-contribution-java:1.5,6
org.glassfish.packager:glassfish-corba:3.1.1-b11,3
com.google.http-client:google-http-client-extensions-android3:1.5.0-beta,2
org.glassfish.jersey.core:jersey-client:2.0-m11,10
org.glassfish.common:glassfish-api:3.1-b20,3
org.glassfish.hk2.external:javax.inject:1.6.18,12
org.eclipse.jetty:jetty-webapp:7.4.5.v20110725,4
net.sf.ezmorph:ezmorph:1.0.6,19
mx4j:mx4j:2.0-beta-1,6
org.glassfish.main.deployment:javax.enterprise.deploy:3.1.2,2
org.glassfish.grizzly:grizzly-http-servlet:2.1.1,4
org.schwering:irclib:1.10,5
com.sun.xml.dtd-parser:dtd-parser:1.0,1
org.glassfish.admin:config-api:3.1-b27,6
jmock:jmock:1.0.0,12
org.codehaus.jackson:jackson-mapper-asl:1.9.9,2
org.rhq.helpers:rhq-pluginAnnotations:3.0.4,11
org.apache.karaf:org.apache.karaf.exception:2.1.1,1
org.jboss:jboss-reflect:2.0.0.Beta13,3
org.glassfish.admingui:dataprovider:3.1.1-b01,3
org.glassfish.admin:admin-util:3.2-b01,4
org.hamcrest:hamcrest-all:1.1,33
net.stickycode.composite:sticky-composite-logging-deploy:1.5,1
org.apache.directory.server:apacheds-xdbm-base:1.5.6,2
org.codehaus.fabric3:fabric3-binding-web:1.8.1,1
org.objectweb.carol:carol:2.2.10,1
org.neo4j:neo4j-kernel:1.3.M05,1
com.sun.grizzly:grizzly-framework:1.9.19,93
org.apache.mahout:mahout-math:0.5,1
com.googlecode.metridoc:metridoc-datasource-plugin:0.28,2
org.glassfish.security:jaspic.provider.framework:3.1-b38,3
org.eclipse.jetty:jetty-jndi:7.4.1.v20110513,1
org.glassfish.upgrade:upgrade-scripts:3.1-b30,20
net.sf.proguard:proguard:4.2,1
org.ow2.easybeans:easybeans-component-remotejndiresolver:1.1.0-M1,3
com.sun.corba:glassfish-corba-newtimer:3.1.0-b024,9
org.ow2.easybeans:easybeans-rar_for_jonas-openjpa:1.2.0-M3-JOnAS,1
org.apache.tapestry:tapestry-ioc:5.2.4,4
org.jclouds.api:s3:1.4.0,2
org.eobjects.analyzerbeans:AnalyzerBeans-core:0.11,1
org.glassfish.common:stats77:3.1-b38,2
org.glassfish.packager:glassfish-web:3.0-b63,11
org.ow2.bundles:ow2-util-ee-metadata-car-impl:1.0.11,3
org.atmosphere:atmosphere-annotations:0.6.4,1
org.glassfish.admin:launcher:3.1.1-b02,53
org.apache.ace:org.apache.ace.scheduler.api:0.8.0-incubator,2
org.glassfish.jms:jms-admin:3.0-b74,4
com.spatial4j:spatial4j:0.2,3
org.glassfish.admingui:console-jca-plugin-help:3.1-b09,3
org.codehaus.redback.components.registry:spring-registry-api:1.0,4
org.apache.camel:camel-core:2.10.3,2
org.sonatype.sisu.inject:guice-plexus-shim:2.1.1,1
org.glassfish.packager:nucleus-base:3.0-b69,4
org.glassfish.admingui:console-web-plugin:3.1-b31,12
com.itextpdf:itextpdf:5.5.6,13
org.springframework:spring-aop:2.5.1,11
org.jbpm:jbpm-gwt-core:5.4.0.Final,1
org.codehaus.enunciate:enunciate-core-rt:1.21,3
org.springframework:spring-jdbc:2.0.6,7
org.glassfish.hk2.external:asm-all-repackaged:1.0.71,12
org.apache.activemq:kahadb:5.3.0,6
org.jboss.aop:jboss-aop:2.0.0.CR1,1
org.skyscreamer:yoga-core:0.2.0,3
org.ow2.easybeans:easybeans-util:1.2.1,9
org.apache.geronimo.specs:geronimo-osgi-locator:1.0,10
nekohtml:nekohtml:0.7.7,5
org.ow2.cmi:cmi-lb:2.0-RC5,17
com.sun.xml.messaging.saaj:saaj-impl:1.3.2,71
org.glassfish.admin:rest-service:3.2-b01,4
org.glassfish.ejb:ejb-internal-api:3.0-b67,5
org.xwiki.commons:xwiki-commons-xml:4.3-rc-1,6
org.glassfish.common:glassfish-api:3.1.1-b09,2
org.apache.openjpa:openjpa-jdbc:1.0.2,8
xpp3:xpp3:1.1.3.4.O,190
org.ow2.util:util-xml:1.0.11,2
commons-cli:commons-cli:1.2,139
org.apache.wicket:wicket-request:1.5.7,7
org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-lang:2.4_3,28
sun.jdk:jconsole:jdk,2
org.glassfish.common:common-util:3.0.1-b01,7
org.glassfish.flashlight:flashlight-agent:3.0-b65,1
org.glassfish.connectors:connectors-internal-api:3.1-b01,3
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages:3.2-b01,2
org.glassfish.hk2.external:bean-validator:1.1.1,210
org.glassfish.hk2.external:asm-all-repackaged:1.6.19,3
org.apache.directory.shared:shared-ldap:0.9.18,1
org.eclipse.jetty:jetty-security:7.0.2.RC0,1
org.glassfish.jdbc:templates:3.1-b40,4
org.eclipse.jetty:jetty-jmx:7.5.0.v20110901,1
org.jclouds.api:eucalyptus:1.4.0,3
org.apache.archiva:archiva-core-consumers:1.2.1,1
org.ow2.monolog:monolog-wrapper-p6spy:2.2.1-RC1,13
org.jvnet.hudson.svnkit:svnkit:1.2.2-hudson-4,1
org.apache.openejb:openejb-client:4.0.0-beta-1,7
org.glassfish.common:amx-config:3.2-b04,4
org.mockito:mockito-all:1.7,2
org.ow2.jonas.osgi:javaee-api:5.2.1,6
com.thoughtworks.paranamer:paranamer-generator:2.2,8
org.glassfish:javax.annotation:3.1-b18,5
org.ow2.easywsdl:easy-schema:1.0,4
org.glassfish.admingui:console-community-branding-plugin:3.1-b31,8
org.apache.ace:org.apache.ace.util:0.8.0-incubator,8
org.aopalliance:com.springsource.org.aopalliance:1.0.0,2
com.sun.enterprise:osgi-adapter:1.0.28,163
org.ow2.easybeans:easybeans-transaction:1.2.0-M2,12
org.glassfish.osgi-platforms:felix:3.1-b12,31
quartz:quartz:1.5.2,9
net.java.truevfs:truevfs-driver-file:0.10,2
org.glassfish.common:common-util:3.1-b01,15
org.springframework:spring-webmvc:3.0.2.RELEASE,4
commons-pool:commons-pool:1.2,70
com.sun.xml.bind:jaxb-xjc:2.1.10,21
org.jboss.as:jboss-as-embedded:7.1.2.Final,1
org.glassfish.hk2.external:asm-all-repackaged:1.0.72,96
org.glassfish.external:ant:3.0.1-b19,9
com.sun.enterprise:hk2-core:1.0.25,696
