"artifact","direct_dependencies"
"org.apache.geronimo.framework:geronimo-gbean-deployer:2.1.4","4"
"org.ow2.easybeans:easybeans-component-cmi:1.1.0-M3","4"
"com.sun.jersey.glassfish.v3.osgi:jersey-gf-statsproviders:1.1.5","4"
"org.ow2.util:util-plan-deployer:1.0.21","4"
"org.ow2.util:util-plan-deployer:1.0.23","4"
"org.codehaus.gmaven.runtime:gmaven-runtime-1.7:1.3","4"
"org.ow2.jonas.camel:camel-component-for-jonas:1.5.7","4"
"org.ow2.jonas.camel:camel-component-for-jonas:1.5.9","4"
"org.ow2.jonas.camel:camel-component-for-jonas:1.5.8","4"
"org.ow2.util:util-plan-deployer:1.0.37","4"
"it.tidalwave.northernwind:it-tidalwave-northernwind-core:1.0.3","4"
"org.apache.cxf:cxf-rt-databinding-xmlbeans:2.4.2","4"
"org.jboss.arquillian.container:arquillian-container-spi:1.0.0.CR1","4"
"org.jboss.arquillian.container:arquillian-container-spi:1.0.0.CR4","4"
"org.apache.cxf:cxf-api:2.2.11","4"
"org.ow2.jonas:jonas-jmx:5.1.0-RC3","4"
"org.apache.camel:camel-example-spring-xquery:1.5.0","4"
"edu.cmu.lti.oaqa.ecd:uima-ecd:2.2.3","4"
"org.glassfish.admin:config-api:3.0","4"
"org.apache.directory.shared:shared-dsml-parser:1.0.0-M5","4"
"xom:xom:1.1","4"
"org.apache.tuscany.sca:tuscany-assembly-xml:2.0-M5","4"
"org.glassfish.common:internal-api:3.1-b12","4"
"org.glassfish.common:internal-api:3.1-b17","4"
"org.glassfish.common:internal-api:3.1-b09","4"
"org.glassfish.common:internal-api:3.1-b32","4"
"org.glassfish.common:internal-api:3.1-b35","4"
"org.apache.geronimo.configs:system-database:2.1.4","4"
"org.glassfish.packager:glassfish-verifier:3.0-b74a","4"
"org.jclouds.api:sqs:1.5.3","4"
"org.wicketstuff:sitemap-xml:1.4.20","4"
"org.wicketstuff:sitemap-xml:1.4.14","4"
"net.avh4.util:imagecomparison-swing:0.2.1","4"
"org.ow2.jonas:jonas-services-api:5.1.4","4"
"net.sourceforge.basher:basher-booter:1.0.13","4"
"net.sourceforge.basher:basher-booter:1.0.12","4"
"org.ow2.jonas:jonas-services-api:5.1.2","4"
"org.jclouds.api:elasticstack:1.4.0-rc.2","4"
"org.glassfish.web:web-cli:3.1-b16","4"
"org.glassfish.web:web-cli:3.1-b17","4"
"net.sf.json-lib:json-lib:0.9","4"
"org.codehaus.sonar:sonar-core:1.2.1","4"
"org.antlr:antlr3-maven-plugin:3.1.3","4"
"org.atmosphere:atmosphere-runtime:0.9.0.RC1","4"
"org.codehaus.sonar:sonar-maven-plugin:2.3","4"
"org.ow2.cmi:cmi-ha:2.2.5","4"
"org.apache.geronimo.modules:geronimo-jaxws:2.1.4","4"
"org.milyn:milyn-scribe-ibatis:1.3","4"
"org.glassfish.core:javaee-kernel:3.0.1-b17","4"
"org.apache.httpcomponents:httpasyncclient:4.0-beta1","4"
"org.glassfish.web:web-cli:3.1-b40","4"
"org.jumpmind.symmetric:symmetric-db:3.0.10","4"
"org.sonatype.nexus:nexus-configuration:1.9.1-RC1","4"
"org.glassfish.web:web-cli:3.1-b39","4"
"org.apache.cxf:cxf-rt-databinding-jaxb:2.5.7","4"
"org.apache.myfaces.trinidadbuild:maven-jdev-plugin:2.0.4","4"
"org.hibernate:hibernate-search-orm:4.1.0.Final","4"
"org.ow2.jonas:jonas-commands:5.1.0-M5","4"
"org.apache.cxf:cxf-rt-databinding-xmlbeans:2.3.1","4"
"org.coosproject.messaging:messaging-lib:1.2.0","4"
"org.apache.isis.security:dflt:0.2.0-incubating","4"
"org.eclipse.jetty:jetty-annotations:7.1.5.v20100705","4"
"org.glassfish.packager:glassfish-web:3.0-b74b","4"
"org.apache.struts:struts2-junit-plugin:2.3.7","4"
"org.nakedobjects:metamodel:4.0-alpha-3","4"
"org.mortbay.jetty:jetty-spring:7.5.0.RC0","4"
"org.mortbay.jetty:jetty-spring:7.5.0.RC1","4"
"org.apache.camel:camel-spring:2.0.0","4"
"org.apache.maven.reporting:maven-reporting-exec:1.0.1","4"
"org.springframework:spring-jca:2.0.1","4"
"com.sun.japex:jdsl:1.2.3","4"
"org.apache.cxf:cxf-tools-wsdlto-core:2.2.6","4"
"org.wicketstuff:calendarviews:1.4.18","4"
"org.apache.james:apache-james-mpt-app:0.1","4"
"org.ow2.jonas:jonas-services-api:5.3.0-M2","4"
"org.ow2.jonas:jonas-web-container-base:5.2.0-M2-SR1","4"
"org.codehaus.enunciate:enunciate-core-rt:1.9-RC2","4"
"nl.javadude.scannit:scannit:0.13","4"
"org.glassfish.security:webservices.security:3.0-b74a","4"
"org.sonatype.spice:spice-timeline:1.1.0","4"
"org.glassfish.web:web-glue:3.1-b06","4"
"org.apache.jackrabbit:jackrabbit-core:1.3.3","4"
"org.hibernate:hibernate-search:3.2.0.CR1","4"
"org.ow2.easybeans:easybeans-deployment:1.2.0-M4","4"
"org.ow2.easybeans:easybeans-deployment:1.2.0-M2","4"
"org.ow2.easybeans:easybeans-deployment:1.2.0-M3","4"
"org.jboss.arquillian.spock:arquillian-spock-examples:1.0.0.Alpha2","4"
"org.apache.wicket:wicket-guice:1.3.0-beta4","4"
"org.glassfish.core:kernel:3.1.1-b11","4"
"org.reddwarfserver.server:sgs-server-javadoc:0.10.1","4"
"org.glassfish.common:glassfish-mbeanserver:3.0-b60","4"
"org.glassfish.core:kernel:3.1.1-b07","4"
"org.glassfish.core:kernel:3.1.1-b05","4"
"org.apache.stanbol:org.apache.stanbol.entityhub.core:0.9.0-incubating","4"
"org.codehaus.castor:castor-anttasks:1.3.1","4"
"org.apache.abdera:abdera-server:0.4.0-incubating","4"
"org.apache.felix:org.apache.felix.ipojo.ant:1.8.4","4"
"org.apache.geronimo.configs:spring:2.1.4","4"
"org.apache.geronimo.configs:spring:2.1.5","4"
"org.apache.geronimo.framework:geronimo-gbean-deployer:2.2","4"
"org.springframework:spring-aop:2.5.6","4"
"org.hibernate:hibernate-core:4.0.0.CR4","4"
"org.sonatype.nexus:nexus-configuration:1.2.1","4"
"com.sun.grizzly:grizzly-config:1.9.36","4"
"org.ow2.jonas:jonas-jmx:5.2.0-RC1","4"
"com.sun.grizzly:grizzly-config:1.9.46","4"
"org.springframework.security:spring-security-core:3.0.7.RELEASE","4"
"org.apache.shindig:shindig-social-api:1.1-BETA5-incubating","4"
"org.apache.servicemix.document:org.apache.servicemix.document:1.3.0","4"
"org.jvnet.jaxbhelp:jaxbhelp-core:1.0.4","4"
"org.apache.camel:camel-spring:2.1.0","4"
"org.jvnet.hudson.main:maven-agent:1.332","4"
"org.apache.neethi:neethi:2.0.4","4"
"org.codehaus.fabric3:fabric3-activemq:1.3","4"
"com.thaiopensource:trang:20091111","4"
"org.apache.aries.blueprint:org.apache.aries.blueprint:0.2-incubating","4"
"org.apache.geronimo.modules:geronimo-j2ee-builder:2.1.4","4"
"org.jboss.aop:jboss-aop:2.0.0.CR1","4"
"net.sf.json-lib:json-lib:2.3","4"
"com.legsem.legstar:legstar-cmqrt:1.5.2","4"
"org.codehaus.plexus:plexus-container-default:1.0-alpha-44","4"
"org.codehaus.plexus:plexus-container-default:1.0-alpha-47","4"
"de.huxhorn.lilith:de.huxhorn.lilith.data.logging-xml-serializer:0.9.40","4"
"org.eclipse.jetty:jetty-server:7.5.0.v20110901","4"
"org.kuali.student.core:ks-core-ui:1.2-M6","4"
"org.glassfish.security:ejb.security:3.0.1-b08","4"
"org.glassfish.hk2:hk2-inhabitant-generator:2.1.17","4"
"org.apache.whirr:whirr-zookeeper:0.6.0-incubating","4"
"org.apache.cxf:cxf-tools-wsdlto-core:2.0.12","4"
"it.tidalwave.netbeans:it-tidalwave-netbeans-jpa:1.0.46","4"
"org.apache.directory.server:apacheds-http-directory-bridge:2.0.0-M2","4"
"org.codehaus.plexus:plexus-container-default:1.0-alpha-20","4"
"org.sonatype.nexus:nexus-configuration:1.3.2","4"
"com.ning.billing:killbill-invoice:0.1.6","4"
"org.codehaus.plexus:plexus-container-default:1.0-alpha-14","4"
"org.jboss:jboss-common-core:2.2.1.GA","4"
"com.mysema.querydsl:querydsl-hql:1.5.1","4"
"org.easymock:easymock:3.1","4"
"org.easymock:easymock:3.0","4"
"org.codehaus.service-conduit:sca4j-timer-quartz:0.9.5","4"
"org.ow2.easybeans:easybeans-deployment:1.1.0","4"
"org.fuzzydb:org.fuzzydb.util.gui:1.0.0.M1","4"
"org.glassfish.common:glassfish-api:3.0-b64","4"
"org.jclouds.api:eucalyptus:1.4.0-rc.2","4"
"org.sonatype.aether:aether-connector-wagon:1.11","4"
"org.ow2.orchestra:orchestra-utils:4.4.2","4"
"net.sf.dozer:dozer:5.1","4"
"org.apache.fulcrum:fulcrum-jetty:1.0.0","4"
"org.hibernate:hibernate-core:3.3.1.GA","4"
"org.jvnet.hudson.plugins:pmd:2.0","4"
"jline:jline:0.9.94","4"
"net.sf.lucis:lucis-core:0.0.18","4"
"org.dbunit:dbunit:2.2.2","4"
"org.glassfish.web:web-glue:3.0-b74b","4"
"org.apache.felix:org.apache.felix.bundlerepository:1.6.4","4"
"org.chromattic:chromattic.docs.technical.guide:1.1.0-beta6","4"
"org.glassfish.orb:orb-connector:3.1-b36","4"
"org.jvnet.ogc:wfs-common:1.0.0","4"
"org.ow2.cmi.osgi:cmi-api-server:2.0.10","4"
"edu.washington.cs.knowitall.nlptools:nlptools-tokenize-stanford_2.9.2:2.2.0","4"
"org.apache.geronimo.framework:j2ee-security:2.1.5","4"
"org.talend.esb.job:org.talend.esb.job.console:4.2","4"
"org.jbehave:jbehave-core:3.6.4","4"
"org.glassfish.common:internal-api:3.0.1-b10","4"
"org.glassfish.common:internal-api:3.0.1-b03","4"
"org.glassfish.ejb:gf-ejb-connector:3.1-b40","4"
"org.codehaus.redback:redback-users-cached:1.2.2","4"
"org.glassfish.common:internal-api:3.0.1-b07","4"
"org.glassfish.orb:orb-connector:3.1-b40","4"
"org.sonatype.security.realms:security-xml-realm:2.5","4"
"org.ops4j.pax.url:pax-url-classpath:1.3.4","4"
"org.apache.poi:poi-ooxml:3.7","4"
"org.apache.geronimo.configs:derby:2.1.4","4"
"com.cedarsoft.commons.history:core:3.0.0","4"
"org.ow2.weblab.portlets:document-viewer-portlet:1.6.1","4"
"net.databinder:pamflet-library_2.9.1:0.4.1","4"
"org.ops4j.pax.exam:pax-exam-spi:3.0.0.RC1","4"
"jaxen:jaxen:1.1-beta-4","4"
"jaxen:jaxen:1.1-beta-9","4"
"org.apache.myfaces.trinidadbuild:maven-jdev-plugin:1.2.3","4"
"se.vgregion.healthcare-context:healthcare-context-patient-context:1.10","4"
"org.jboss.resteasy:resteasy-jackson-provider:2.0.1.GA","4"
"org.ow2.carol:carol:3.0-RC7","4"
"org.scalatra:scalatra-fileupload_2.8.0:2.0.0.M1","4"
"org.apache.cxf.systests:cxf-systests-ci-webapp:2.4.3","4"
"org.glassfish.hk2:test-harness:1.6.11","4"
"org.springframework:spring-context:3.1.0.RELEASE","4"
"org.jclouds.provider:aws-ec2:1.0-beta-9d","4"
"org.hibernate:hibernate-core:3.5.1-Final","4"
"org.glassfish.packager:glassfish-corba:3.0-b61","4"
"org.grouplens.lenskit:lenskit-core:0.1","4"
"net.sf.json-lib:json-lib:2.2.2","4"
"org.glassfish.web:war-util:3.0.1-b07","4"
"org.glassfish.web:war-util:3.0.1-b04","4"
"org.codehaus.gmaven.runtime:gmaven-runtime-1.6:1.3","4"
"com.ning.billing:killbill-api:0.1.13","4"
"org.xwiki.rendering:xwiki-rendering-macro-jira:4.3-milestone-2","4"
"org.codehaus.redback:redback-rbac-role-manager:1.2.8","4"
"org.netbeans.api:org-netbeans-modules-projectapi:RELEASE71","4"
"org.glassfish.packager:glassfish-corba:3.0-b71","4"
"org.codehaus.redback:redback-rbac-role-manager:1.2.2","4"
"org.kuali.rice:rice-kew-api:2.0.0-rc4","4"
"org.codehaus.redback:redback-rbac-role-manager:1.2-beta-1","4"
"org.apache.james:apache-james-mailbox-jpa:0.2-M1","4"
"org.apache.struts:struts2-rest-plugin:2.3.7","4"
"org.codehaus.enunciate:enunciate-jaxws-ri-rt:1.17-RC1","4"
"org.glassfish.packager:glassfish-jts:3.0-b74","4"
"org.glassfish.jersey.containers:jersey-container-servlet:2.0-m11","4"
"org.apache.maven:maven-model-builder:3.0-alpha-3","4"
"org.glassfish.security:websecurity:3.1-b14","4"
"org.codehaus.xfire:xfire-java5:1.2.6","4"
"org.glassfish.common:internal-api:3.2-b06","4"
"org.glassfish.common:internal-api:3.2-b02","4"
"org.jclouds.provider:greenhousedata-element-vcloud:1.4.1","4"
"org.mule.transports:mule-transport-jms:1.3.2","4"
"org.glassfish.packager:glassfish-jts:3.0-b74a","4"
"org.glassfish.packager:glassfish-jts:3.0-b74b","4"
"org.jvnet.hudson.dtkit:dtkit-default-tusar-hudson:0.7","4"
"org.apache.bval:bval-core:0.2-incubating","4"
"com.sun.grizzly:grizzly-servlet-webserver:1.8.6-RC3","4"
"org.apache.cxf:cxf-common-utilities:2.2.10","4"
"org.ops4j.pax.url:pax-url-obr:1.1.2","4"
"org.glassfish.admin:cli-optional:3.0.1-b08","4"
"org.glassfish.admin:cli-optional:3.0.1-b06","4"
"com.redhat.rhevm.api:rhevm-api-powershell-jaxrs:1.0-rc1.11","4"
"de.matrixweb.smaller:javascript:0.5.3","4"
"org.apache.geronimo.ext.tomcat:catalina:6.0.26.0","4"
"org.glassfish.metro:webservices-osgi:2.1","4"
"org.apache.tuscany.sca:tuscany-binding-ejb:1.5","4"
"org.glassfish.core:kernel:3.1-b12","4"
"org.apache.zookeeper:zookeeper:3.4.3","4"
"it.tidalwave.netbeans:it-tidalwave-netbeans-loggerconfiguration:2.0.34","4"
"org.glassfish.packager:glassfish-registration:3.1-b40","4"
"it.tidalwave.netbeans:it-tidalwave-netbeans-loggerconfiguration:2.0.38","4"
"org.apache.openjpa:openjpa:1.2.1","4"
"org.glassfish.core:kernel:3.1-b41","4"
"org.ow2.easybeans:ow2-easybeans-jonas:1.2.0-M3-JOnAS","4"
"org.ow2.jonas.camel:camel-component-for-jonas:1.6.0","4"
"org.codehaus.cargo:cargo-core-api-module:1.0.1-alpha-2","4"
"org.seleniumhq.selenium:selenium-support:2.0a2","4"
"org.glassfish.core:kernel:3.1-b38","4"
"org.glassfish.core:kernel:3.1-b39","4"
"org.glassfish.core:kernel:3.1-b30","4"
"org.glassfish.core:kernel:3.1-b31","4"
"org.jclouds.provider:aws-s3:1.5.0-beta.7","4"
"org.glassfish.ejb:gf-ejb-connector:3.0.1-b20","4"
"org.glassfish.security:webservices.security:3.1.1-b10","4"
"org.glassfish.security:webservices.security:3.1.1-b01","4"
"org.apache.aries.blueprint:org.apache.aries.blueprint:0.3","4"
"com.sun.jersey.samples.atompub-contacts:atompub-contacts-client:1.8-ea01","4"
"org.kuali.maven.common:maven-kuali-common:1.2.8","4"
"org.mortbay.jetty:jetty-ant:7.1.0.RC0","4"
"org.glassfish.deployment:deployment-autodeploy:3.1-b35","4"
"com.sun.corba:glassfish-corba-orb:3.0.0-b005","4"
"com.sun.corba:glassfish-corba-orb:3.0.0-b014","4"
"org.glassfish.grizzly:grizzly-http-server-core:2.1.2","4"
"org.glassfish.grizzly:grizzly-http-server-core:2.1.3","4"
"org.seleniumhq.selenium.client-drivers:selenium-java-client-driver:1.0-beta-2","4"
"net.liftweb:lift-mapper_2.8.0:2.4-M4","4"
"com.github.jknack:mwa-core:0.3.6","4"
"org.codehaus.enunciate:enunciate-xfire-tools:1.7","4"
"org.glassfish.main.core:kernel:3.1.2","4"
"org.sonatype.sisu.jira.mediator:sisu-jira-mediator-attachments:1.3","4"
"org.apache.camel:camel-xstream:2.4.0","4"
"org.glassfish.admin:config-api:3.0.1","4"
"org.glassfish.packager:glassfish-jts:3.1-b30","4"
"org.glassfish.packager:glassfish-jts:3.1-b31","4"
"org.kuali.rice:rice-kim-impl:2.2.0","4"
"com.mysema.querydsl:querydsl-hql:1.9.3","4"
"org.apache.cxf:cxf-api:2.3.0","4"
"org.milyn:milyn-smooks-core:1.2","4"
"org.milyn:milyn-smooks-core:1.4","4"
"org.apache.cxf:cxf-api:2.3.1","4"
"org.apache.cxf:cxf-api:2.3.5","4"
"org.apache.karaf.shell:org.apache.karaf.shell.console:2.0.0","4"
"org.glassfish.packager:glassfish-corba-base:3.1.1-b10","4"
"org.jvnet.hudson.main:maven3-interceptor:2.1.1","4"
"org.codehaus.plexus.security:plexus-security-acegi-integration:1.0-alpha-9","4"
"com.holmos:holmos-webtest:1.0.2u3","4"
"org.glassfish.packager:shoal:3.1-b10","4"
"org.apache.geronimo.framework:j2ee-system:2.1.4","4"
"org.apache.geronimo.configs:webservices-common:2.2","4"
"org.apache.cxf:cxf-tools-wsdlto-databinding-jaxb:2.3.4","4"
"org.glassfish.packager:shoal:3.1-b32","4"
"org.springframework.osgi:spring-osgi-core:1.0","4"
"net.conquiris:conquiris-lucene:3.5.5","4"
"org.neo4j:neo4j-enterprise:1.7.2","4"
"org.glassfish.packager:glassfish-jts:3.1-b12","4"
"org.ow2.jonas:jonas-sec-interceptors-jrmp:5.1.0-RC2","4"
"org.springframework.integration:spring-integration-mail:1.0.3.RELEASE","4"
"org.kohsuke.stapler:stapler-jelly:1.141","4"
"org.glassfish.packager:glassfish-jts:3.1-b06","4"
"org.apache.archiva:archiva-model:1.3.2","4"
"org.jasig.resource-aggregator:resource-aggregator-plugin:1.0.2","4"
"org.linkedin:org.linkedin.util-groovy:1.7.2","4"
"org.drools:drools-jsr94:5.3.0.Final","4"
"org.glassfish.grizzly:grizzly-http-server-core:2.2.3","4"
"org.ow2.cmi:cmi-core-common:2.0-RC5","4"
"org.ow2.easybeans:easybeans-component-cmi:1.1.0-RC2_JONAS","4"
"org.ow2.easybeans:easybeans-deployment:2.0.0-RC1","4"
"org.jboss.arquillian.container:arquillian-openejb:1.0.0.Alpha2","4"
"org.xwiki.rendering:xwiki-rendering-api:3.5-milestone-1","4"
"org.apache.camel:camel-jcr:2.8.0","4"
"commons-jelly:commons-jelly:1.0-RC1","4"
"org.kuali.student.security:ks-sts:1.2.2-M4","4"
"org.apache.archiva:archiva-configuration:1.3.5","4"
"org.apache.archiva:archiva-configuration:1.3.2","4"
"com.hp.hpl.jena:sdb:1.3.4","4"
"com.facebook.jcommon:collections:0.1.3","4"
"org.apache.chemistry.opencmis:chemistry-opencmis-commons-impl:0.1.0-incubating","4"
"org.apache.struts:struts-core:1.3.10","4"
"org.glassfish.connectors:connectors-internal-api:3.2-b01","4"
"org.apache.geronimo.configs:tomcat7-deployer:3.0-M1","4"
"org.glassfish.common:glassfish-api:3.1-b39","4"
"org.glassfish.common:glassfish-api:3.1-b37","4"
"org.apache.axis2:axis2-java2wsdl:1.5.6","4"
"org.glassfish.common:glassfish-api:3.1-b36","4"
"org.glassfish.common:glassfish-api:3.1-b35","4"
"org.glassfish.common:glassfish-api:3.1-b33","4"
"org.codehaus.openxma:xmartclient:4.0.2","4"
"org.glassfish.admin:monitoring-core:3.0.1-b06","4"
"org.codehaus.plexus:plexus-archiver:3.5","4"
"org.glassfish.common:glassfish-api:3.1-b25","4"
"org.glassfish.common:glassfish-api:3.1-b20","4"
"org.glassfish.common:glassfish-api:3.1-b14","4"
"org.glassfish.common:glassfish-api:3.1-b11","4"
"org.eclipse.jetty:jetty-annotations:7.1.0.v20100505","4"
"org.ow2.carol:carol:3.0.8","4"
"org.ow2.carol:carol:3.0.6","4"
"org.ow2.carol:carol:3.0.7","4"
"org.glassfish.common:glassfish-api:3.1-b04","4"
"org.ow2.carol:carol:3.0.4","4"
"org.ow2.carol:carol:3.0.5","4"
"org.glassfish.common:glassfish-api:3.1-b02","4"
"org.jclouds.api:servermanager:1.5.3","4"
"org.apache.pluto:pluto-container:1.1.4","4"
"org.apache.camel:camel-spring:2.8.5","4"
"org.apache.camel:camel-spring:2.8.0","4"
"com.sun.enterprise:test-harness:1.0.16","4"
"org.jbehave.web:jbehave-web-distribution:3.0-rc2","4"
"org.apache.myfaces.portlet-bridge:portlet-bridge-demo:2.0.0-alpha-2","4"
"org.glassfish.admin:monitoring-core:3.0.1-b11","4"
"org.ow2.util.maven:maven-deploymentplan-plugin:1.0.37","4"
"org.ow2.jonas:jonas-security-jacc-handlers:5.0.4","4"
"org.apache.wicket:wicket-guice:1.4.5","4"
"org.springframework:spring-orm:2.5.6","4"
"org.apache.myfaces.core:myfaces-impl:2.1.1","4"
"org.glassfish.admin:cli-optional:3.0-b71","4"
"org.glassfish.admin:cli-optional:3.0-b72","4"
"org.glassfish.admin:cli-optional:3.0-b69","4"
"commons-modeler:commons-modeler:1.1","4"
"org.sonatype.sisu:sisu-inject-plexus:1.4.3","4"
"org.glassfish.jersey.core:jersey-server:2.0-m10","4"
"org.glassfish.security:security:3.0-b61","4"
"com.mysema.querydsl:querydsl-jpa:2.7.1","4"
"org.apache.jackrabbit:jackrabbit-text-extractors:1.5.0","4"
"org.ow2.jasmine.monitoring:jasmine-eos-rules-manager-server:1.2.5","4"
"org.apache.geronimo.framework:jsr88-cli:2.1.4","4"
"org.glassfish.security:security:10.0-b28","4"
"com.ning.billing:killbill-api:0.1.6","4"
"org.codehaus.groovy:groovy-all:1.6.2","4"
"org.springframework:spring-tx:3.0.6.RELEASE","4"
"org.ow2.jonas.tools.maven:maven-wsgen-plugin:5.1.1","4"
"org.nanocontainer:nanocontainer-aop:1.1.2","4"
"org.glassfish.orb:orb-iiop:3.0-b74a","4"
"org.codehaus.sonar:sonar-maven-plugin:2.3.1","4"
"org.apache.camel:camel-example-management:2.3.0","4"
"org.codehaus.openxma:xmartclient:4.1.6","4"
"org.apache.cxf:cxf-api:2.0.10","4"
"org.apache.myfaces.core:myfaces-impl:2.0.7","4"
"org.semispace:semispace-google-app:1.0.0","4"
"org.glassfish.deployment:deployment-client:3.1-b22","4"
"org.apache.tuscany.sca:tuscany-implementation-java:2.0","4"
"com.cedarsoft.commons:test-utils:5.0.0","4"
"com.lohika.alp:alp-selenium:0.7","4"
"org.glassfish.common:glassfish-api:3.0","4"
"org.glassfish.common:glassfish-api:3.1","4"
"org.ow2.weblab.portlets:weblab-facet:1.3.1","4"
"com.sun.jersey:jersey-json:1.2","4"
"org.apache.wicket:wicket-guice:1.3.5","4"
"org.apache.wicket:wicket-guice:1.3.0","4"
"org.pustefixframework.maven.plugins:pustefix-webapp-plugin:0.18.23","4"
"org.apache.myfaces.extensions.cdi.modules:myfaces-extcdi-jsf12-module-impl:1.0.5","4"
"org.pustefixframework.webservices:pustefix-webservices-core:0.18.13","4"
"org.pustefixframework.webservices:pustefix-webservices-core:0.18.19","4"
"org.pustefixframework.webservices:pustefix-webservices-core:0.18.11","4"
"net.sourceforge.jadex:jadex-kernel-extension-envsupport-opengl:2.0-rc8","4"
"org.codehaus.groovy:groovy-all:1.5.5","4"
"org.apache.any23.plugins:apache-any23-basic-crawler:1.0.0-incubating","4"
"com.redhat.rhevm.api:rhevm-api:0.9-milestone-4.4","4"
"org.jclouds.api:cloudwatch:1.5.0-beta.4","4"
"org.glassfish.web:war-util:3.0-b73","4"
"org.springframework:spring-web:3.0.7.RELEASE","4"
"org.apache.poi:poi:3.0.2-FINAL","4"
"org.wicketstuff.htmlvalidator:wicketstuff-jing:1.9","4"
"org.apache.ws.commons.axiom:axiom-api:1.2.12","4"
"org.apache.ws.commons.axiom:axiom-api:1.2.11","4"
"org.apache.openjpa:openjpa-kernel:1.2.2","4"
"net.liftweb:lift-util_2.8.0:2.1-RC1","4"
"org.glassfish.fighterfish:osgi-web-container:1.0.2","4"
"org.glassfish.fighterfish:osgi-web-container:1.0.3","4"
"org.glassfish.admin:monitoring-core:3.0-b71","4"
"org.glassfish.jersey.examples:sse-twitter-aggregator:2.0-m11","4"
"org.glassfish.admin:monitoring-core:3.0-b69","4"
"org.apache.geronimo.modules:geronimo-transaction:2.1.5","4"
"org.apache.openjpa:openjpa-lib:2.0.0-M3","4"
"org.jbehave:jbehave-spring:3.5-beta-1","4"
"com.adobe.flex.framework:flex-framework:3.2.0.3958","4"
"org.hibernate:hibernate-annotations:3.3.1.GA","4"
"org.jclouds.labs:opsource-servers:1.5.0-beta.3","4"
"org.jboss.resteasy:resteasy-links:2.3.2.Final","4"
"pdfbox:pdfbox:0.7.3","4"
"org.codehaus.plexus.security:plexus-security-configuration:1.0-alpha-9","4"
"org.glassfish.packager:glassfish-jdbc:3.0-b63","4"
"org.glassfish.packager:glassfish-jdbc:3.0-b64","4"
"org.jbehave:jbehave-core:3.0-beta-6","4"
"net.jangaroo:properties-compiler:0.8.6","4"
"org.entando.entando.plugins:entando-plugin-jpmyportalplus:3.0.0","4"
"org.glassfish.common:container-common:3.0.1-b10","4"
"com.rempl:rempl-api:1.0","4"
"org.apache.directory.shared:shared-ldap:0.9.12","4"
"org.apache.openjpa:openjpa-kernel:2.0.0-M3","4"
"org.apache.directory.shared:shared-ldap:0.9.18","4"
"org.glassfish.core:kernel:3.1.1","4"
"org.apache.geronimo.framework:geronimo-gbean-deployer:3.0.0","4"
"org.jbehave.web:jbehave-web-io:3.0-rc2","4"
"org.vafer:dependency:0.3","4"
"javax.xml.ws:jaxws-api:2.2.3-promoted-b06","4"
"org.jclouds.provider:eucalyptus-partnercloud-s3:1.4.2","4"
"com.cedarsoft.commons:string-conversion:1.5.1","4"
"org.picocontainer:picocontainer-tck:1.3","4"
"net.databinder:dispatch-http_2.8.1:0.8.8","4"
"org.ow2.bundles:ow2-bundles-externals-jgroups:1.0.2","4"
"org.ow2.bundles:ow2-bundles-externals-jgroups:1.0.1","4"
"org.ow2.bundles:ow2-bundles-externals-jgroups:1.0.3","4"
"axis:axis:1.4","4"
"com.mycila:mycila-guice:2.9.ga","4"
"org.glassfish.hk2:hk2-locator:2.1.12","4"
"org.springframework.security:spring-security-portlet:2.0.0","4"
"org.glassfish.hk2:hk2-locator:2.1.14","4"
"org.glassfish.hk2:hk2-locator:2.1.16","4"
"org.glassfish.hk2:hk2-locator:2.1.17","4"
"fr.opensagres.xdocreport:fr.opensagres.xdocreport.remoting.reporting.server:1.0.0","4"
"org.glassfish.hk2:hk2-junitrunner:2.1.51","4"
"com.github.axet:vget:1.0.15","4"
"org.springframework:spring-context:1.2.2","4"
"org.jclouds.provider:cloudfiles-us:1.2.0","4"
"org.glassfish.web:war-util:3.1-b26","4"
"org.apache.maven.shared:maven-filtering:1.0-beta-2","4"
"org.reflext:reflext.test:1.1.0-beta11","4"
"org.glassfish.security:security:3.0.1","4"
"org.apache.cxf:cxf-rt-databinding-jaxb:2.1.2","4"
"org.objectweb.fractal.julia:koch-runtime:2.5.2.3","4"
"org.drools:drools-jsr94:5.5.0.Final","4"
"org.springframework:spring-context:2.5.6.SEC02","4"
"org.glassfish.flashlight:flashlight-framework:3.0-b56","4"
"org.springframework:spring-web:3.0.5.RELEASE","4"
"org.apache.camel:camel-spring:2.3.0","4"
"com.getperka.cli:cli:1.13","4"
"net.liftweb:lift-util_2.9.0-1:2.4-M2","4"
"org.grails:grails-resources:2.1.0.RC3","4"
"com.googlecode.mycontainer:mycontainer-junit-js:1.2.56","4"
"org.glassfish.connectors:connectors-internal-api:3.0.1-b01","4"
"org.glassfish.connectors:connectors-internal-api:3.0.1-b07","4"
"org.apache.jackrabbit:jackrabbit-text-extractors:1.6.5","4"
"org.glassfish.packager:glassfish-registration:3.2-b01","4"
"org.apache.cxf:cxf-api:2.6.2","4"
"org.apache.cxf:cxf-api:2.6.3","4"
"com.sun.enterprise:consolidatedbundle-maven-plugin:1.1.0","4"
"org.wicketstuff:yav-examples:1.5.0","4"
"org.codehaus.enunciate:enunciate-core-tools:1.3","4"
