"artifact","direct_dependencies"
"org.glassfish.connectors:connectors-inbound-runtime:3.1-b12","2"
"org.glassfish.security:realms:3.0-b29","2"
"org.codehaus.redback:redback-common-jdo:1.2.8","2"
"org.apache.cxf:cxf-rt-bindings-object:2.3.11","2"
"org.codehaus.redback:redback-common-jdo:1.3","2"
"com.sun.xml.messaging.saaj:saaj-impl:1.3.3","2"
"asm:asm-util:2.2.1","2"
"com.sun.enterprise:hk2-core:1.6.4","2"
"org.atmosphere:atmosphere-gwt-client:0.8.0-RC1","2"
"org.apache.karaf.admin:org.apache.karaf.admin.core:2.1.3","2"
"fi.jumi:jumi-core:0.2.241","2"
"org.glassfish.packager:glassfish-management:3.1-b06","2"
"org.apache.wicket:wicket:1.5-RC5.1","2"
"org.jvnet.hudson.dtkit:dtkit-metrics-model:0.8","2"
"org.springframework:spring-web:2.5.4","2"
"org.codehaus.httpcache4j.clients:clients-httpclient:1.0","2"
"org.ow2.jasmine.monitoring:jasmine-eos-common-client:1.3.1","2"
"org.glassfish.packager:glassfish-management:3.1-b12","2"
"org.glassfish.packager:glassfish-management:3.1-b16","2"
"org.glassfish.packager:glassfish-management:3.1-b17","2"
"org.jvnet.jaxb2_commons:basic:0.4.1.5","2"
"org.atmosphere:atmosphere-core:0.2","2"
"com.google.inject:guice:3.0-rc2","2"
"org.xwiki.commons:xwiki-commons-component-api:4.1-milestone-1","2"
"org.xwiki.commons:xwiki-commons-component-api:4.1-milestone-2","2"
"org.ow2.mind:common-frontend:0.2.3","2"
"org.apache.uima:uimaj-tools:2.3.1","2"
"org.ow2.util:util-log:1.0.6","2"
"org.ow2.util:util-log:1.0.5","2"
"org.ow2.util:util-log:1.0.4","2"
"org.ow2.util:util-log:1.0.3","2"
"org.ow2.util:util-log:1.0.9","2"
"org.ow2.util:util-log:1.0.8","2"
"org.ow2.util:util-log:1.0.7","2"
"org.awake-sql:awake-sql:1.0.13","2"
"org.apache.directory.server:apacheds-ldif-partition:1.5.7","2"
"org.ow2.easybeans:easybeans-component-smartclient-client:1.2.0","2"
"org.glassfish.scripting:jruby-all:1.0-b08","2"
"org.jbehave:jbehave-core:2.1.1","2"
"org.apache.lucene:lucene-lucli:3.0.0","2"
"org.glassfish.web:web-embed-impl:3.0.1-b01","2"
"org.codehaus.enunciate:enunciate-core-rt:1.21-RC1","2"
"org.apache.jackrabbit:jackrabbit-jcr-server:1.6.0","2"
"com.cedarsoft.commons:renderer:5.0.1","2"
"org.ninjaframework:ninja-demo-application-app-engine:0.5.9","2"
"org.apache.cxf:cxf-rt-transports-http-jetty:2.1.10","2"
"com.sun.jersey.contribs:jersey-guice:1.5","2"
"com.sun.grizzly:grizzly-config:1.9.18-g","2"
"com.sun.grizzly:grizzly-config:1.9.18-k","2"
"org.glassfish.hk2:hk2-deprecated:2.1.12","2"
"com.sun.grizzly:grizzly-config:1.9.18-o","2"
"com.legsem.legstar:legstar-commons-transport:1.5.2","2"
"org.glassfish.hk2:hk2-deprecated:2.1.17","2"
"org.apache.cocoon:cocoon-sitemap-impl:1.0.0","2"
"org.apache.directory.server:apacheds-jdbm-store:1.5.7","2"
"org.ow2.util:util-plan-schemas:1.0.33","2"
"com.sun.mojarra:mojarra-scales:1.3.1","2"
"org.ow2.util:util-plan-schemas:1.0.37","2"
"org.ow2.util:util-plan-schemas:1.0.23","2"
"org.ow2.mind:adl-frontend:2.0-alpha1","2"
"org.glassfish.packager:glassfish-common:3.1.1-b10","2"
"org.ow2.util:util-plan-schemas:1.0.29","2"
"org.ow2.jonas:jonas-ant-tasks:5.1.4","2"
"org.ow2.jonas:jonas-ant-tasks:5.1.1","2"
"com.github.jmkgreen.morphia:morphia:1.2.2","2"
"org.ow2.jonas:jonas-ant-tasks:5.1.2","2"
"org.slf4j:slf4j-log4j12:1.5.11","2"
"org.ow2.util:util-plan-schemas:1.0.12","2"
"org.ow2.util:util-plan-schemas:1.0.13","2"
"org.ow2.util:util-plan-schemas:1.0.16","2"
"org.ow2.util:util-plan-schemas:1.0.15","2"
"org.apache.pdfbox:pdfbox:1.0.0","2"
"org.ow2.util:util-plan-schemas:1.0.19","2"
"com.sun.jersey:jersey-server:1.1.1-ea","2"
"org.glassfish.grizzly:grizzly-core:2.2.3","2"
"struts:struts:1.2.7","2"
"org.hibernate:hibernate-ehcache:3.3.2.GA","2"
"org.apache.felix:org.apache.felix.fileinstall:3.0.2","2"
"org.apache.activemq:apollo-stomp:1.5","2"
"org.apache.camel:camel-juel:2.7.3","2"
"net.liftweb:lift-json_2.9.2:2.5-M3","2"
"org.glassfish.common:amx-j2ee:3.2-b02","2"
"com.sun.jersey.contribs:jersey-multipart:1.13-b01","2"
"org.apache.wicket:wicket-datetime:1.4.19","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b08","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b05","2"
"org.atmosphere:atmosphere-bayeux:0.6.5","2"
"org.glassfish.connectors:connectors-inbound-runtime:3.0.1-b10","2"
"org.atmosphere:atmosphere-bayeux:0.6.3","2"
"org.glassfish.flashlight:flashlight-framework:3.0.1-b07","2"
"org.glassfish.flashlight:flashlight-framework:3.0.1-b08","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b22","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b25","2"
"org.glassfish.flashlight:flashlight-framework:3.0.1-b15","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b24","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b23","2"
"org.glassfish.flashlight:flashlight-framework:3.0.1-b11","2"
"org.glassfish.flashlight:flashlight-framework:3.0.1-b12","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b09","2"
"org.glassfish.flashlight:flashlight-framework:3.0.1-b18","2"
"org.glassfish.flashlight:flashlight-framework:3.0.1-b20","2"
"org.glassfish.ejb:ejb-internal-api:3.0-b73","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b10","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b15","2"
"net.databinder:dispatch-core_2.8.2:0.8.8","2"
"org.glassfish.ejb:ejb-internal-api:3.0-b71","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b13","2"
"org.glassfish.ejb:ejb-internal-api:3.0-b72","2"
"org.jvnet.hudson.main:maven-interceptor:1.274","2"
"org.fusesource.scalate:scalate-core:1.4.0","2"
"org.glassfish.ejb:ejb-internal-api:3.0-b69","2"
"org.glassfish.ejb:ejb-internal-api:3.0-b64","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b41","2"
"org.apache.cocoon:cocoon-store-impl:1.0.0","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b33","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b31","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b30","2"
"org.glassfish.common:amx-core-impl:3.2-b06","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b36","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b35","2"
"org.glassfish.flashlight:flashlight-framework:3.1-b38","2"
"org.jvnet.hudson.main:maven-interceptor:1.293","2"
"org.jboss.deployers:jboss-deployers-client-spi:2.0.0.Beta11","2"
"net.liftweb:lift-json_2.8.0:2.3","2"
"org.ow2.util:util-pool-impl:1.0.17","2"
"org.apache.camel:camel-example-cafe:2.5.0","2"
"org.glassfish.scripting:jruby-all:1.0-b18","2"
"org.glassfish.scripting:jruby-all:1.0-b17","2"
"org.codehaus.gmaven.runtime:gmaven-runtime-support:1.2","2"
"org.jboss.deployers:jboss-deployers-client-spi:2.0.0.Beta21","2"
"org.jboss.deployers:jboss-deployers-client-spi:2.0.4.GA","2"
"org.glassfish.transaction:transaction-internal-api:3.0.1-b06","2"
"net.stickycode.composite:sticky-composite-logging-api:1.4","2"
"org.glassfish.transaction:transaction-internal-api:3.0.1-b19","2"
"org.glassfish.transaction:transaction-internal-api:3.0.1-b10","2"
"com.lowagie:itext:2.1.2","2"
"com.lowagie:itext:2.1.4","2"
"com.sun.grizzly:grizzly-messagesbus-webserver:1.8.6-RC3","2"
"org.gcontracts:gcontracts-core:1.2.0","2"
"org.mortbay.jetty:jetty-naming:6.1.6","2"
"org.atmosphere.samples:atmosphere-simple-jersey:0.6","2"
"com.proofpoint.platform:bootstrap:0.55","2"
"org.apache.geronimo.components:geronimo-jaspi:2.0.0","2"
"org.apache.archiva:archiva-xmlrpc-api:1.3.2","2"
"com.ning.billing:killbill-entitlement:0.1.6","2"
"org.ocpsoft.rewrite:rewrite-api:1.0.2.Final","2"
"org.neo4j:neo4j-lucene-index:1.7.M01","2"
"org.codehaus.cargo:cargo-core-container-jonas:1.0-beta-2","2"
"org.springframework:spring-context:2.5.2","2"
"org.springframework:spring-context:2.5.1","2"
"com.sun.enterprise:config:0.4.17","2"
"org.ow2.fractal.juliac:juliac-runtime:2.5","2"
"org.glassfish.web:jstl-connector:3.1-b31","2"
"org.glassfish.web:jstl-connector:3.1-b30","2"
"com.fasterxml.clustermate:clustermate-json:0.8.0","2"
"org.kuali.rice:rice-kew-api:2.1.0-M1","2"
"org.glassfish.web:jstl-connector:3.1-b17","2"
"org.glassfish.web:jstl-connector:3.1-b14","2"
"org.xwiki.platform:xwiki-core-properties:2.2.3","2"
"org.netbeans.api:org-openide-actions:RELEASE72","2"
"org.apache.maven.archiva:archiva-model:1.0-beta-2","2"
"org.glassfish.web:jstl-connector:3.1-b40","2"
"net.liftweb:lift-json_2.8.0:2.4-M4","2"
"org.ow2.carol.cmi:cmi-core-common:2.0-RC4","2"
"org.hibernate:hibernate-jpamodelgen:1.0.0.Final","2"
"org.apache.cxf:cxf-rt-core:2.2.11","2"
"org.apache.camel:camel-ftp:2.9.1","2"
"org.sonatype.sisu:sisu-inject-bean:2.1.1","2"
"org.ow2.jonas:jonas-jmx:5.0.4","2"
"org.ow2.util:util-event-impl:1.0.31","2"
"org.apache.poi:poi:3.6","2"
"org.apache.poi:poi:3.8","2"
"org.glassfish.web:jstl-connector:3.1-b12","2"
"org.glassfish.web:jstl-connector:3.1-b10","2"
"org.glassfish.packager:glassfish-hk2:3.1.1","2"
"org.glassfish.web:jstl-connector:3.1-b06","2"
"com.payneteasy.superfly:superfly-client-opt:1.2-2","2"
"org.kuali.student.core:ks-core-ui:1.2.2-M3","2"
"org.mortbay.jetty:jetty:6.1.6","2"
"org.mortbay.jetty:jetty:6.1.5","2"
"info.cukes:cucumber-core:1.0.10","2"
"org.mortbay.jetty:jetty:6.1.4","2"
"org.mortbay.jetty:jetty:6.1.1","2"
"org.mortbay.jetty:jetty:6.1.9","2"
"org.apache.felix:org.apache.felix.fileinstall:2.0.0","2"
"org.glassfish.packager:glassfish-osgi-http:3.1.1-b10","2"
"org.springframework:spring-tx:3.0.1.RELEASE","2"
"org.jibx:jibx-extras:1.2.3","2"
"org.glassfish.packager:glassfish-osgi-http:3.1.1-b02","2"
"org.glassfish.packager:glassfish-osgi-http:3.1.1-b01","2"
"org.mortbay.jetty:jetty:6.1.23","2"
"org.mortbay.jetty:jetty:6.1.24","2"
"org.mortbay.jetty:jetty:6.1.25","2"
"org.jbehave:jbehave-groovy:3.6.4","2"
"org.mortbay.jetty:jetty:6.1.26","2"
"org.eclipse.jetty:jetty-server:8.0.1.v20110908","2"
"org.glassfish.upgrade:upgrade-tool:3.0-b72","2"
"org.mortbay.jetty:jetty:6.1.20","2"
"org.mortbay.jetty:jetty:6.1.21","2"
"org.ow2.cmi:cmi-rpc:2.2.1","2"
"org.codehaus.jtstand:jtstand-chart:1.4.1","2"
"org.glassfish.transaction:transaction-internal-api:3.0","2"
"org.subethamail:subethasmtp-smtp:1.0.3","2"
"org.apache.tiles:tiles-core:2.0.6","2"
"org.mortbay.jetty:jetty:6.1.14","2"
"com.sun.jersey.contribs.bill-burke-book:ex05_2:1.13-b01","2"
"org.mortbay.jetty:jetty:6.1.16","2"
"org.mortbay.jetty:jetty:6.1.17","2"
"org.mortbay.jetty:jetty:6.1.18","2"
"org.mortbay.jetty:jetty:6.1.19","2"
"org.apache.maven.wagon:wagon-ssh-external:1.0-beta-1","2"
"org.jdtaus.banking:jdtaus-banking-spi:RELEASE","2"
"org.jclouds.provider:savvis-symphonyvpdc:1.1.0","2"
"org.glassfish.common:glassfish-mbeanserver:3.0-Preview-b47a","2"
"org.datanucleus:datanucleus-xml:2.0.0-m3","2"
"org.codehaus.plexus:plexus-active-collections:1.0-beta-1","2"
"org.xwiki.rendering:xwiki-rendering-syntax-xwiki20:4.2-milestone-1","2"
"ch.qos.logback:logback-classic:0.9.8","2"
"org.codehaus.enunciate:enunciate-core-rt:1.23","2"
"org.codehaus.enunciate:enunciate-core-rt:1.24","2"
"com.cedarsoft.commons:renderer:4.0.0","2"
"org.codehaus.enunciate:enunciate-core-rt:1.20","2"
"com.sun.jersey.contribs:jersey-multipart:1.9-ea01","2"
"org.codehaus.enunciate:enunciate-core-rt:1.17","2"
"org.codehaus.enunciate:enunciate-core-rt:1.14","2"
"org.codehaus.enunciate:enunciate-core-rt:1.13","2"
"net.thucydides:thucydides-jbehave-archetype:0.9.90","2"
"org.codehaus.plexus.registry:plexus-registry-api:1.0-alpha-2","2"
"org.jomc:jomc-ri:1.0-alpha-19","2"
"org.codehaus.plexus:plexus-compiler-javac:1.5.3","2"
"org.wicketstuff:push-timer:1.5-RC1.1","2"
"com.cedarsoft.commons:struct:2.0.3","2"
"org.antlr:stringtemplate:3.2.1","2"
"org.apache.jackrabbit:jackrabbit-webdav:2.2.4","2"
"org.apache.jackrabbit:jackrabbit-webdav:2.2.0","2"
"org.apache.jackrabbit:jackrabbit-webdav:2.2.7","2"
"net.liftweb:lift-actor:2.0-M2","2"
"org.glassfish.webservices:soap-tcp:3.1-b30","2"
"org.glassfish.webservices:soap-tcp:3.1-b31","2"
"org.jvnet.jaxb2_commons:tools:0.4.1.5","2"
"com.sun.xml.bind:jaxb-impl:1.0.6","2"
"org.eclipse.jetty:jetty-server:7.1.3.v20100526","2"
"org.glassfish.webservices:soap-tcp:3.1-b12","2"
"org.glassfish.webservices:soap-tcp:3.1-b10","2"
"org.powermock:powermock-api-support:1.4.8","2"
"org.springframework:spring-core:1.2.6","2"
"org.atmosphere:atmosphere-commons:0.6.1","2"
"org.apache.wicket:wicket-guice:1.4.10","2"
"org.apache.geronimo.ext.tomcat:jasper:6.0.20.0","2"
"org.glassfish.packager:glassfish-grizzly-full:3.0-b61","2"
"org.hibernate:hibernate-entitymanager:3.5.6-Final","2"
"org.glassfish.packager:glassfish-grizzly-full:3.0-b63","2"
"org.mongodb:casbah-core_2.9.1:2.4.0","2"
"net.databinder:unfiltered-netty_2.9.0:0.6.1","2"
"org.glassfish.packager:glassfish-grizzly-full:3.0-b74","2"
"org.codehaus.plexus:plexus-ant-factory:1.0-alpha-1","2"
"org.apache.wicket:wicket-core:6.4.0","2"
"org.jclouds.provider:cloudloadbalancers-us:1.1.0","2"
"org.glassfish.hk2:config-generator:1.6.18","2"
"org.jboss.cl:jboss-classloading-vfs:2.0.2.GA","2"
"org.apache.tuscany.sca:tuscany-databinding-jaxb:2.0-M5","2"
"org.apache.oodt:oodt-commons:0.2","2"
"org.apache.struts:struts-core:1.3.8","2"
"org.apache.maven.reporting:maven-reporting-api:2.2.1","2"
"org.ow2.jonas:jonas-management-javaee:5.1.3","2"
"org.apache.maven.reporting:maven-reporting-api:2.2.0","2"
"org.apache.pdfbox:pdfbox:1.2.1","2"
"org.ow2.cmi:cmi-core-server:2.1.0","2"
"org.glassfish.external:ant:3.2-b05","2"
"org.glassfish.ejb:ejb-container:3.0-b73","2"
"org.glassfish.web:jstl-connector:3.0.1-b08","2"
"org.ow2.easybeans:easybeans-example-messagedrivenbean:1.1.0-M2","2"
"org.codehaus.sonar:sonar-channel:2.7","2"
"com.sun.corba:glassfish-corba-newtimer:3.0.0-b036","2"
"org.codehaus.enunciate:enunciate-core-rt:1.15-RC1","2"
"org.codehaus.enunciate:enunciate-core-rt:1.15-RC2","2"
"org.sakaiproject.portal:sakai-portal-render-api:2.9.0-b03","2"
"org.springframework.ws:spring-xml:2.1.2.RELEASE","2"
"org.ow2.easywsdl:easywsdl-tool-xsd2xml:1.3","2"
"com.sun.corba:glassfish-corba-newtimer:3.0.0-b020","2"
"org.glassfish.common:amx-core-impl:3.1-b03","2"
"org.glassfish.common:amx-core-impl:3.1-b08","2"
"org.glassfish.common:amx-core-impl:3.1-b05","2"
"org.glassfish.common:amx-core-impl:3.1-b06","2"
"org.apache.geronimo.modules:geronimo-tomcat6:2.2","2"
"org.glassfish.web:jstl-connector:3.0.1-b20","2"
"org.codehaus.jtstand:jtstand-chart:1.3.1","2"
"org.apache.directory.server:apacheds-server-jndi:1.5.4","2"
"org.apache.directory.server:apacheds-server-jndi:1.5.5","2"
"org.codehaus.jtstand:jtstand-chart:1.3.7","2"
"org.springframework:spring-aspects:3.1.0.RELEASE","2"
"org.apache.activemq:apollo-scala:1.0-beta4","2"
"org.ow2.jonas:jonas-generators-raconfig:5.1.0-M3","2"
"org.jboss.remotingjmx:remoting-jmx:1.0.2.Final","2"
"org.glassfish.persistence.cmp:cmp-support-sqlstore:3.0.1-b08","2"
"xerces:xercesImpl:2.9.1","2"
"org.glassfish.jersey.media:jersey-media-multipart:2.0-m10","2"
"net.sf.apt-jelly:apt-jelly-freemarker:2.6","2"
"net.sf.apt-jelly:apt-jelly-freemarker:2.9","2"
"net.sf.apt-jelly:apt-jelly-freemarker:2.8","2"
"org.apache.camel:camel-protobuf:2.7.1","2"
"org.mockito:mockito-core:1.9.0","2"
"org.ow2.easybeans:easybeans-component-smartclient-client:1.0.2","2"
"com.sun.enterprise:auto-depends:1.0.12","2"
"org.jboss.deployers:jboss-deployers-core:2.2.2.GA","2"
"org.eclipse.jetty:jetty-webapp:8.0.0.RC0","2"
"com.google.api.client:google-api-client-xml:1.0.9-alpha","2"
"org.mockito:mockito-core:1.8.5","2"
"org.glassfish.web:jstl-connector:3.0-b72","2"
"org.glassfish.web:jstl-connector:3.0-b74","2"
"org.glassfish.web:jstl-connector:3.0-b73","2"
"org.ow2.easybeans:easybeans-component-smartclient-server:1.1.0-M1b-JONAS","2"
"org.glassfish.web:jstl-connector:3.0-b63","2"
"org.glassfish.web:jstl-connector:3.0-b64","2"
"org.xwiki.commons:xwiki-commons-logging-logback:4.1-milestone-2","2"
"org.apache.lucene:lucene-queryparser:4.0.0-ALPHA","2"
"org.quickgeo:quickgeo-core:0.1.0","2"
"org.apache.maven.wagon:wagon-http-shared:1.0-beta-6","2"
"net.jangaroo:properties-compiler:2.0-preview-1","2"
"org.apache.maven.wagon:wagon-http-shared:1.0-beta-2","2"
"org.apache.continuum:continuum-scm:1.3.1","2"
"org.glassfish.cluster:gms-adapter:3.2-b04","2"
"commons-modeler:commons-modeler:2.0.1","2"
"com.github.jlgrock.javascript-framework:maven-utils:1.15.0","2"
"org.codehaus.fabric3:fabric3-spi:0.2","2"
"org.apache.camel:camel-atom:2.7.0","2"
"org.openl.rules:org.openl.rules.security:5.9.0","2"
"com.thoughtworks.paranamer:paranamer-ant:1.5","2"
"org.ow2.bundles:ow2-util-ee-metadata-common:1.0.20","2"
"org.glassfish.packager:glassfish-jta:3.0.1-b20","2"
"checkstyle:checkstyle:5.1","2"
"org.ow2.easybeans:easybeans-ee-ra:1.2.0-M5","2"
"org.ow2.easybeans:easybeans-ee-ra:1.2.0-M2","2"
"org.eclipse.jetty:jetty-server:8.1.4.v20120524","2"
"com.sun.xml.ws:policy:2.3.1","2"
"org.sonatype.security:security-rest-model:2.1","2"
"org.codehaus.woodstox:wstx-asl:3.2.3","2"
"org.codehaus.woodstox:wstx-asl:3.2.1","2"
"org.glassfish.packager:glassfish-jta:3.0.1-b19","2"
"org.glassfish.admin:monitoring-core:3.1-b36","2"
"org.glassfish.admin:monitoring-core:3.1-b31","2"
"org.glassfish.admin:monitoring-core:3.1-b30","2"
"org.apache.maven.scm:maven-scm-provider-svn-commons:1.0-beta-3","2"
"org.glassfish.admin:monitoring-core:3.1-b35","2"
"org.milyn:milyn-commons:1.3","2"
"org.milyn:milyn-commons:1.4","2"
"org.milyn:milyn-commons:1.2","2"
"org.apache.wicket:wicket-ioc:1.4.14","2"
"org.sakaiproject.samigo:samigo-qti:2.9.0-b03","2"
"com.nhncorp.ntaf:ntaf:20101008-p1","2"
"org.jclouds.api:cloudstack:1.5.0-beta.5","2"
"org.sonatype.sisu.inject:guice-bean-binders:1.4.2","2"
"org.codehaus.enunciate:enunciate-xfire-client:1.3","2"
"org.mortbay.jetty:jetty-plus:6.1.5","2"
"org.glassfish.admin:config-api:3.2-b02","2"
"org.glassfish.admin:config-api:3.2-b06","2"
"org.glassfish.admin:config-api:3.2-b03","2"
"org.glassfish.admin:monitoring-core:3.1-b25","2"
"org.jclouds.provider:savvis-symphonyvpdc:1.3.2","2"
"org.apache.pdfbox:pdfbox:1.4.0","2"
"org.glassfish.admin:monitoring-core:3.1-b24","2"
"org.glassfish.admin:monitoring-core:3.1-b23","2"
"org.ow2.jonas:jonas-jca-scout-glue:5.1.0-RC4","2"
"org.jclouds:jclouds-assemblies:1.0-beta-9d","2"
"net.liftweb:lift-actor_2.8.1:2.4-M1","2"
"org.glassfish.packager:glassfish-jta:3.0-b61","2"
"org.apache.wicket:wicket-objectsizeof-agent:1.3.0-beta3","2"
"org.glassfish.packager:glassfish-jta:3.0-b71","2"
"org.apache.camel:camel-irc:2.0.0","2"
"org.objectfabric:objectfabric-jvm:0.9","2"
"org.ow2.jonas:jonas-jmx:5.1.0-M3","2"
"junit:junit-dep:4.8.2","2"
"org.xwiki.rendering:xwiki-rendering-wikimodel:4.3-rc-1","2"
"org.glassfish.grizzly.samples:grizzly-websockets-chat:2.1.4","2"
"org.ow2.easybeans:easybeans-component-cmi:1.0.0.RC3_JONAS","2"
"org.glassfish.grizzly.samples:grizzly-websockets-chat:2.1.1","2"
"org.jclouds:jclouds-allloadbalancer:1.4.0","2"
"org.apache.maven.plugins:maven-archetype-plugin:1.0-alpha-4","2"
"org.neo4j:neo4j-com:1.7.2","2"
"org.clapper:grizzled-slf4j_2.9.0:0.6.7","2"
"org.glassfish.deployment:deployment-common:3.0-b63","2"
"org.apache.archiva:archiva-xml-tools:1.2","2"
"org.sonatype.nexus:nexus-configuration:1.0.0-beta-5","2"
"org.apache.cocoon:cocoon-template-impl:1.1.0","2"
"org.jboss.shrinkwrap:shrinkwrap-extension-descriptors:1.0.0-beta-5","2"
"net.java.truevfs:truevfs-access:0.10","2"
"de.schlichtherle.truezip:truezip-driver:7.0-rc2","2"
"org.glassfish.orb:orb-connector:3.0.1-b20","2"
"org.nuiton:nuiton-validator:2.5","2"
"com.typesafe.akka:akka-file-mailbox_2.10.0-RC2:2.1.0-RC2","2"
"com.netflix.curator:curator-x-discovery:1.2.5","2"
"jfree:jfreechart:1.0.9","2"
"com.sun.jersey:jersey-server:1.1.5","2"
"org.glassfish.packager:glassfish-grizzly-full:3.0-b74a","2"
"org.springframework:spring-beans:2.5.5","2"
"org.springframework:spring-beans:2.5.4","2"
"org.unitils:unitils-dbmaintainer:3.1","2"
"org.apache.maven.wagon:wagon-webdav:1.0-beta-1","2"
"com.sun.jersey:jersey-json:1.0.1","2"
"org.ow2.easybeans:easybeans-component-smartclient-client:1.1.0-RC2_JONAS","2"
"net.conquiris:conquiris-jersey-client:3.5.8","2"
"org.ow2.cmi:cmi-core-client:2.1.0","2"
"org.glassfish.registration:registration-impl:3.0.1-b14","2"
"org.kuali.rice:rice-ksb-api:2.0.0","2"
"org.jbpm:jbpm-flow:5.1.2.Final","2"
"org.apache.axis2:axis2-saaj-api:1.3","2"
"org.apache.aries.jmx:org.apache.aries.jmx.core:0.3","2"
"org.glassfish.orb:orb-connector:3.0.1-b08","2"
"org.glassfish.orb:orb-connector:3.0.1-b06","2"
"org.glassfish.registration:registration-impl:3.0.1-b01","2"
"org.dspace.dependencies.solr:dspace-solr-clustering:1.4.0.1","2"
"org.glassfish.orb:orb-connector:3.0.1-b16","2"
"org.seleniumhq.selenium:selenium-ie-driver:2.25.0","2"
"org.glassfish.orb:orb-connector:3.0.1-b15","2"
"org.glassfish.orb:orb-connector:3.0.1-b11","2"
"org.glassfish.orb:orb-connector:3.0.1-b19","2"
"org.apache.openejb.itests:failover-ejb:4.5.1","2"
"org.jibx.schema.org.apache.maven:org.jibx.schema.org.apache.maven.maven_v4_0_0:1.0.0","2"
"org.efaps:maven-slf4jlogger:1.0.1","2"
"org.glassfish.appclient.server:appclient-server-core:3.0-b73","2"
"org.seleniumhq.selenium:selenium-remote-driver:2.4.0","2"
"org.apache.cxf:cxf-tools-common:2.1.3","2"
"org.codehaus.fabric3:fabric3-spi:1.4","2"
"org.springframework:spring-core:3.1.3.RELEASE","2"
"org.xwiki.rendering:xwiki-rendering-syntax-event:4.1-milestone-1","2"
"org.apache.httpcomponents:httpclient:4.2.2","2"
"org.glassfish.admin:monitoring-core:3.1-b06","2"
"com.sun.enterprise:hk2-core:1.1.1","2"
"com.sun.enterprise:hk2-core:1.1.0","2"
"com.sun.grizzly:grizzly-comet-webserver:1.8.6-RC3","2"
"net.databinder:unfiltered-agents_2.8.2:0.6.1","2"
"org.apache.felix:org.apache.felix.shell:1.4.3","2"
"org.apache.geronimo.modules:geronimo-deployment:1.2-beta","2"
"org.jvnet.hudson.plugins:jabber:0.10","2"
"org.jvnet.hudson.svnkit:svnkit:1.1.4-hudson-4","2"
"org.springframework:spring-core:3.1.2.RELEASE","2"
"org.apache.bcel:bcel:5.2","2"
"org.apache.maven:maven-artifact-manager:2.0.1","2"
"org.apache.maven:maven-artifact-manager:2.0.3","2"
"org.apache.maven:maven-artifact-manager:2.0.2","2"
"org.apache.maven:maven-artifact-manager:2.0.5","2"
"org.apache.maven:maven-artifact-manager:2.0.7","2"
"org.apache.maven:maven-artifact-manager:2.0.6","2"
"org.apache.maven:maven-artifact-manager:2.0.9","2"
"org.atmosphere:atmosphere-jersey:0.6.1","2"
"org.atmosphere:atmosphere-jersey:0.6.4","2"
"org.glassfish.deployment:deployment-common:3.0.1-b08","2"
"org.eclipse.jetty:jetty-jaspi:7.0.2.RC0","2"
"org.xwiki.rendering:xwiki-rendering-legacy-api:4.3-milestone-2","2"
"com.sun.enterprise:auto-depends-plugin:0.3.74","2"
"com.sun.enterprise:auto-depends-plugin:0.3.73","2"
"org.apache.struts:struts2-gxp-plugin:2.3.7","2"
"ch.qos.logback:logback-classic:1.0.6","2"
"ch.qos.logback:logback-classic:1.0.7","2"
"org.ow2.jonas:jonas-security:5.2.0","2"
"com.sun.enterprise:auto-depends-plugin:0.3.55","2"
"ch.qos.logback:logback-classic:1.0.4","2"
"com.sun.enterprise:auto-depends-plugin:0.3.67","2"
"org.eclipse.jetty:jetty-webapp:7.1.0.v20100505","2"
"org.eclipse.jetty:jetty-server:9.0.0.M3","2"
"org.apache.geronimo.configs:connector-deployer:2.2","2"
"org.eobjects.metamodel:MetaModel-full:1.7.1","2"
"net.javacrumbs:smock-common:0.4","2"
"edu.washington.cs.knowitall.common-scala:common-scala_2.9.2:1.0.5","2"
"org.glassfish.deployment:deployment-common:3.0.1-b18","2"
"org.apache.wicket:wicket-core:1.5.1","2"
"org.apache.wicket:wicket-core:1.5.7","2"
"org.glassfish.flashlight:flashlight-framework:3.1.1-b09","2"
"org.apache.wicket:wicket-core:1.5.0","2"
"org.apache.struts:struts2-embeddedjsp-plugin:2.2.3","2"
"org.glassfish.flashlight:flashlight-framework:3.1.1-b11","2"
"org.glassfish.packager:glassfish-scripting:3.0-b64","2"
"org.apache.wicket:wicket-core:1.5.9","2"
"net.databinder:unfiltered-uploads_2.8.1:0.6.3","2"
"org.codehaus.plexus:plexus-jabber:1.0-alpha-4","2"
