"artifact","label"
"flexlib:flexlib-bin:r169","7326"
"com.adobe.flex.framework:flex-framework:3.0.0.477","7328"
"com.adobe.flex.framework:flex:3.0.0.477","7328"
"com.adobe.flex.framework:framework:3.0.0.477","7329"
"com.adobe.flex.framework:playerglobal:3.0.0.477","7330"
"com.adobe.flex.framework:rpc:3.0.0.477","7331"
"com.adobe.flex.framework:utilities:3.0.0.477","7332"
"com.adobe.flex.sdk:datavisualization:3.0.0.477","7333"
"org.ow2.jasmine.monitoring:jasmine-eos-rules-enginedashboard-client:1.2.1-M9","7335"
"org.ow2.jasmine.monitoring:jasmine-eos-rules-common-client:1.2.1-M9","7335"
"org.ow2.jasmine.monitoring:jasmine-eos-rules-manager-client:1.2.1-M9","7336"
"org.ow2.jasmine.monitoring:jasmine-eos-rules-editor-client:1.2.1-M9","7338"
"flexlib:undotextfields:1.0.0","7338"
"org.ow2.jasmine.kerneos:kerneos-common-client:1.2.1","7339"
"org.ow2.jasmine.kerneos:kerneos-api:1.2.1","7340"
"org.apache.maven.plugins:maven-enforcer-plugin:1.0-alpha-3","1866"
"org.apache.maven:maven-core:2.0.5","457"
"org.apache.maven:maven-plugin-parameter-documenter:2.0.5","7343"
"org.apache.maven:maven-error-diagnostics:2.0.5","7344"
"org.apache.maven:maven-plugin-registry:2.0.5","7345"
"org.apache.maven:maven-monitor:2.0.5","7346"
"org.apache.maven.shared:maven-enforcer-rule-api:1.0-alpha-2","7347"
"com.nesscomputing.components:ness-httpclient:1.3.0","7363"
"com.nesscomputing.components:ness-core:1.3.1","7349"
"com.nesscomputing.components:ness-lifecycle:1.2.2","7350"
"com.nesscomputing.components:ness-logging:1.1.0","5445"
"org.slf4j:jul-to-slf4j:1.6.4","7352"
"com.nesscomputing:ness-syslog4j:0.9.47-NESS-3","132"
"com.nesscomputing.components:ness-config:2.2.0","112"
"com.nesscomputing.components:ness-tinyhttp:1.1.0","7355"
"commons-configuration:commons-configuration:1.7","112"
"com.google.inject.extensions:guice-multibindings:3.0","7357"
"com.google.code.findbugs:jsr305:2.0.1","7358"
"com.nesscomputing.testing:findbugs-annotations:2.0.0","7359"
"org.skife.config:config-magic:0.14","4"
"org.slf4j:slf4j-api:1.6.6","7361"
"org.codehaus.jackson:jackson-mapper-asl:1.9.9","7363"
"org.codehaus.jackson:jackson-core-asl:1.9.9","7363"
"org.apache.geronimo.configs:jasper:3.0-M1","2182"
"org.apache.geronimo.configs:j2ee-server:3.0-M1","2182"
"org.apache.geronimo.framework:rmi-naming:3.0-M1","2182"
"org.apache.geronimo.framework:j2ee-system:3.0-M1","2182"
"org.apache.geronimo.framework:geronimo-obr:3.0-M1","7368"
"org.apache.servicemix.bundles:org.apache.servicemix.bundles.jline:0.9.94_1","7369"
"org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-jexl:1.1_1","7370"
"org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-lang:2.4_3","7371"
"org.apache.geronimo.specs:geronimo-jaxb_2.2_spec:1.0","7372"
"org.apache.geronimo.bundles:jaxb-impl:2.2_1","7373"
"org.apache.geronimo.bundles:woodstox:3.2.9_1","7374"
"org.apache.geronimo.framework:geronimo-blueprint:3.0-M1","7375"
"org.apache.geronimo.framework:geronimo-interceptor:3.0-M1","7376"
"org.apache.geronimo.framework:geronimo-naming:3.0-M1","7377"
"org.apache.geronimo.framework:geronimo-crypto:3.0-M1","7419"
"org.apache.xbean:xbean-naming:3.7","7379"
"org.apache.aries.jmx:org.apache.aries.jmx:0.1-incubating","7380"
"org.apache.aries.jmx:org.apache.aries.jmx.blueprint:0.1-incubating","7381"
"org.apache.aries.jndi:org.apache.aries.jndi.core:0.1-incubating","7382"
"org.apache.aries.jndi:org.apache.aries.jndi.url:0.1-incubating","7383"
"org.apache.geronimo.framework:geronimo-core:3.0-M1","7388"
"org.apache.geronimo.framework:geronimo-system:3.0-M1","7388"
"org.apache.geronimo.framework:geronimo-cli:3.0-M1","7387"
"org.apache.geronimo.framework:geronimo-main:3.0-M1","7387"
"org.apache.felix:org.apache.felix.bundlerepository:1.6.2","7388"
"org.apache.geronimo.framework:geronimo-common:3.0-M1","3558"
"org.apache.geronimo.framework:geronimo-management:3.0-M1","2182"
"org.apache.geronimo.framework:geronimo-pax-logging:3.0-M1","2182"
"org.apache.geronimo.specs:geronimo-ejb_3.1_spec:1.0","7392"
"org.apache.geronimo.modules:geronimo-j2ee:3.0-M1","7393"
"org.apache.geronimo.framework:server-security-config:3.0-M1","7400"
"org.apache.geronimo.framework:j2ee-security:3.0-M1","7396"
"org.apache.geronimo.framework:geronimo-jmx-remoting:3.0-M1","7396"
"org.apache.geronimo.components:geronimo-jaspi:1.1","7398"
"org.apache.geronimo.specs:geronimo-osgi-locator:1.0","7398"
"org.apache.geronimo.framework:geronimo-security:3.0-M1","7400"
"org.apache.geronimo.bundles:sxc-jaxb:0.7.2_1","7400"
"org.apache.geronimo.bundles:sxc-runtime:0.7.2_1","7401"
"org.apache.geronimo.configs:transaction-1_6:3.0-M1","3502"
"org.apache.geronimo.modules:geronimo-connector-1_6:3.0-M1","7404"
"org.tranql:tranql-connector:1.6","7404"
"org.apache.geronimo.components:geronimo-connector:3.0","7405"
"org.apache.geronimo.modules:geronimo-transaction-1_6:3.0-M1","7406"
"org.apache.geronimo.components:geronimo-transaction:3.0","7407"
"org.apache.aries.blueprint:org.apache.aries.blueprint:0.1-incubating","7409"
"org.apache.aries:org.apache.aries.util:0.1-incubating","7409"
"org.apache.aries.transaction:org.apache.aries.transaction.blueprint:0.1-incubating","2886"
"org.apache.geronimo.modules:geronimo-jasper:3.0-M1","3550"
"org.apache.geronimo.ext.tomcat:jasper:7.0.0.1","7413"
"org.apache.geronimo.ext.tomcat:shared:7.0.0.1","7413"
"org.apache.geronimo.ext.tomcat:util:7.0.0.1","7414"
"org.apache.geronimo.ext.tomcat:jasper-el:7.0.0.1","7415"
"org.apache.servicemix.bundles:org.apache.servicemix.bundles.ant:1.7.0_1","7416"
"org.apache.geronimo.framework:geronimo-kernel:3.0-M1","3558"
"org.apache.geronimo.specs:geronimo-osgi-registry:1.0","7418"
"org.ops4j.pax.logging:pax-logging-api:1.5.0","7419"
"org.apache.xbean:xbean-finder:3.7","7421"
"org.apache.xbean:xbean-bundleutils:3.7","7421"
"org.apache.xbean:xbean-reflect:3.7","7422"
"org.apache.geronimo.specs:geronimo-stax-api_1.2_spec:1.0","7423"
"org.apache.geronimo.specs:geronimo-jsp_2.2_spec:1.0","7424"
"org.apache.geronimo.specs:geronimo-el_2.2_spec:1.0","7425"
"com.pojosontheweb:woko-web-lithium:2.0-beta","7427"
"com.pojosontheweb:woko-web-core:2.0-beta","7427"
"org.kuali.student.admin:ks-admin:1.2","2137"
"org.kuali.rice:rice-impl:1.0.3.2","112"
"opensymphony:oscache:2.3.2","7430"
"org.acegisecurity:acegi-security:1.0.6","1721"
"org.acegisecurity:acegi-security-cas:1.0.6","7433"
"cas:cas-server:3.0.4","7433"
"cas:cas:2.0.12","351"
"cas:casclient:2.1.1","351"
"org.jasig.cas:cas-client-core:3.1.6","7436"
"org.codehaus.groovy:groovy-all-minimal:1.5.4","7437"
"struts:struts:1.2.9","1343"
"struts:struts-el:1.2.9","7439"
"displaytag:displaytag:1.1","7440"
"bcel:bcel:5.1","1761"
"org.kuali.student.common:ks-common-api:1.2","7442"
"org.kuali.student.common:ks-common-impl:1.2","2137"
"org.kuali.student.common:ks-common-util:1.2","112"
"org.kuali.student.core:ks-core-api:1.2","7445"
"classworlds:classworlds:1.0-beta-2","7446"
"com.projectdarkstar.client:sgs-tutorial-client:0.9.10","7447"
"com.proofpoint.platform:rack-experimental:0.56","7449"
"org.jruby:jruby-complete:1.6.2","7449"
"com.proofpoint.platform:http-server:0.56","7468"
"com.proofpoint.platform:log:0.56","2988"
"org.slf4j:jul-to-slf4j:1.6.2","7452"
"ch.qos.logback:logback-classic:0.9.30","7454"
"ch.qos.logback:logback-core:0.9.30","7454"
"com.proofpoint.platform:node:0.56","7455"
"com.proofpoint.platform:configuration:0.56","14"
"org.hibernate:hibernate-validator:4.2.0.Final","14"
"com.proofpoint.platform:discovery-experimental:0.56","243"
"com.proofpoint.platform:http-client-experimental:0.56","243"
"org.apache.httpcomponents:httpasyncclient:4.0-beta1","243"
"org.apache.httpcomponents:httpcore:4.2-beta1","7461"
"org.apache.httpcomponents:httpcore-nio:4.2-beta1","7462"
"org.apache.httpcomponents:httpclient:4.2-beta1","243"
"com.proofpoint.platform:json:0.56","7464"
"com.proofpoint.platform:event-experimental:0.56","7465"
"com.google.inject.extensions:guice-servlet:3.0","7466"
"org.eclipse.jetty:jetty-server:8.1.1.v20120215","7468"
"org.eclipse.jetty:jetty-continuation:8.1.1.v20120215","7468"
"org.eclipse.jetty:jetty-http:8.1.1.v20120215","7470"
"org.eclipse.jetty:jetty-io:8.1.1.v20120215","7470"
"org.eclipse.jetty:jetty-util:8.1.1.v20120215","7471"
"org.eclipse.jetty:jetty-servlet:8.1.1.v20120215","7468"
"org.eclipse.jetty:jetty-servlets:8.1.1.v20120215","7474"
"org.eclipse.jetty:jetty-client:8.1.1.v20120215","7474"
"org.eclipse.jetty:jetty-security:8.1.1.v20120215","7468"
"org.eclipse.jetty:jetty-jmx:8.1.1.v20120215","7476"
"com.proofpoint.platform:stats:0.56","7478"
"com.proofpoint.platform:units:0.56","7478"
"com.proofpoint.platform:trace-token:0.56","7479"
"com.proofpoint.platform:bootstrap:0.56","1866"
"com.proofpoint.platform:testing:0.56","1866"
"org.testng:testng:6.2.1","1866"
"com.beust:jcommander:1.12","7483"
"org.yaml:snakeyaml:1.6","7484"
"com.proofpoint.platform:jmx:0.56","7357"
"com.proofpoint.platform:experimental:0.56","7486"
"org.weakref:jmxutils:1.8","7487"
"com.proofpoint.platform:jmx-http-rpc-experimental:0.56","7490"
"org.codehaus.jackson:jackson-mapper-asl:1.9.5","7490"
"org.codehaus.jackson:jackson-core-asl:1.9.5","7490"
"org.jvnet.hudson.tools:maven-hpi-plugin:1.24","457"
"org.mortbay.jetty:maven-jetty-plugin:6.1.1","737"
"org.mortbay.jetty:jetty:6.1.1","7494"
"org.mortbay.jetty:jetty-util:6.1.1","7494"
"org.mortbay.jetty:servlet-api-2.5:6.1.1","7495"
"org.apache.maven:maven-plugin-tools-api:2.0","1906"
"org.mortbay.jetty:jetty-plus:6.1.1","17"
"org.mortbay.jetty:jetty-naming:6.1.1","7498"
"org.mortbay.jetty:jetty-management:6.1.1","5421"
"org.mortbay.jetty:jsp-2.1:6.1.1","1874"
"org.mortbay.jetty:jsp-api-2.1:6.1.1","7501"
"org.apache.maven.plugins:maven-archetype-plugin:1.0-alpha-4","1725"
"org.apache.maven.archetype:maven-archetype-core:1.0-alpha-4","1725"
"org.apache.maven.archetype:maven-archetype-creator:1.0-alpha-4","7505"
"org.apache.maven.archetype:maven-archetype-model:1.0-alpha-4","7505"
"org.codehaus.plexus:plexus-container-default:1.0-alpha-7","457"
"javanettasks:javanettasks:1.0.16","292"
"nekohtml:nekohtml:0.9.5","7508"
"httpunit:httpunit:1.5.4","7509"
"org.kohsuke.stapler:maven-stapler-plugin:1.7","457"
"org.kohsuke.stapler:stapler:1.85","238"
"org.apache.maven:maven-core:2.0.1","457"
"org.apache.maven:maven-settings:2.0.1","7513"
"org.apache.maven:maven-plugin-parameter-documenter:2.0.1","7514"
"org.apache.maven.reporting:maven-reporting-api:2.0.1","7516"
"org.apache.maven.doxia:doxia-sink-api:1.0-alpha-6","7516"
"org.apache.maven:maven-error-diagnostics:2.0.1","7517"
"org.apache.maven:maven-plugin-registry:2.0.1","7518"
"org.apache.maven:maven-monitor:2.0.1","7519"
"qdox:qdox:1.6.1","7520"
"org.apache.maven.wagon:wagon-webdav:1.0-beta-1","125"
"org.apache.maven.wagon:wagon-provider-api:1.0-beta-1","7089"
"opensymphony:xwork:2.0.0-j4","7523"
"org.openengsb.docs:openengsb-docs-manual:1.2.0.M2","7524"
"org.parallelj:parallelj-tools:0.4.0","2560"
"org.parallelj:parallelj-core:0.4.0","94"
"org.apache.camel:camel-itest:1.6.2","112"
"org.apache.camel:camel-cxf:1.6.2","112"
"org.apache.camel:camel-core:1.6.2","565"
"org.apache.camel:camel-spring:1.6.2","112"
"org.eclipse.jetty.osgi:jetty-osgi-boot-jsp:7.5.3.v20111011","351"
"org.eclipse.jetty:jetty-deploy:7.5.3.v20111011","7541"
"org.eclipse.jetty:jetty-webapp:7.5.3.v20111011","7541"
"org.eclipse.jetty:jetty-servlet:7.5.3.v20111011","7541"
"org.eclipse.jetty:jetty-security:7.5.3.v20111011","7541"
"org.eclipse.jetty:jetty-server:7.5.3.v20111011","7541"
"org.eclipse.jetty:jetty-continuation:7.5.3.v20111011","7537"
"org.eclipse.jetty:jetty-http:7.5.3.v20111011","7541"
"org.eclipse.jetty:jetty-io:7.5.3.v20111011","7541"
"org.eclipse.jetty:jetty-xml:7.5.3.v20111011","7541"
"org.eclipse.jetty:jetty-util:7.5.3.v20111011","7541"
"org.eclipse.osgi:org.eclipse.osgi:3.6.0.v20100517","7542"
"org.eclipse.osgi:org.eclipse.osgi.services:3.2.100.v20100503","351"
"org.mortbay.jetty:jsp-2.1-glassfish:2.1.v20100127","449"
"org.mortbay.jetty:jsp-api-2.1-glassfish:2.1.v20100127","7545"
"com.sun.jersey.contribs:jersey-multipart:1.6-ea04","3251"
"com.sun.jersey:jersey-core:1.6-ea04","7547"
"com.sun.jersey:jersey-grizzly:1.6-ea04","429"
"com.sun.jersey:jersey-server:1.6-ea04","429"
"org.mobicents.servlet.sip.examples:shootist-sip-servlet-distributable:1.7.0.FINAL","7550"
"org.jboss.byteman:byteman-dtest:2.0.3","1206"
"org.jboss.byteman:byteman:2.0.3","7552"
"org.jboss.byteman:byteman-submit:2.0.3","7553"
"com.sun.grizzly.samples:grizzly-comet-chat-iframe:1.9.12","7554"
"org.glassfish.appclient:gf-client:3.1-b26","214"
"org.glassfish.appclient:gf-client-module:3.1-b26","214"
"org.glassfish.common:common-util:3.1-b26","7557"
"org.glassfish.ejb:ejb-container:3.1-b26","8495"
"org.glassfish:javax.ejb:3.1-b26","7559"
"org.glassfish.security:security:3.1-b26","7590"
"org.glassfish.security:ssl-impl:3.1-b26","7561"
"org.glassfish:javax.security.auth.message:3.1-b26","7562"
"org.glassfish:javax.security.jacc:3.1-b26","7563"
"org.glassfish.external:ldapbp-repackaged:3.1-b26","8578"
"org.glassfish.external:libpam4j-repackaged:3.1-b26","7565"
"org.glassfish.core:kernel:3.1-b26","8495"
"com.sun.grizzly:grizzly-framework:1.9.21","7567"
"com.sun.grizzly:grizzly-http:1.9.21","7570"
"com.sun.grizzly:grizzly-rcm:1.9.21","7569"
"com.sun.grizzly:grizzly-portunif:1.9.21","7570"
"org.glassfish.flashlight:flashlight-framework:3.1-b26","700"
"org.glassfish.flashlight:flashlight-agent:3.1-b26","7572"
"org.glassfish.core:logging:3.1-b26","7573"
"org.glassfish.admin:monitoring-core:3.1-b26","7574"
"org.glassfish.admin:config-api:3.1-b26","8495"
"org.glassfish.common:stats77:3.1-b26","7576"
"org.glassfish.deployment:deployment-common:3.1-b26","700"
"org.glassfish.deployment:deployment-javaee-core:3.1-b26","7578"
"org.glassfish.persistence:persistence-common:3.1-b26","7579"
"org.glassfish.connectors:connectors-internal-api:3.1-b26","7582"
"org.glassfish.common:internal-api:3.1-b26","8495"
"org.glassfish.transaction:transaction-internal-api:3.1-b26","7582"
"org.glassfish.ejb:ejb-internal-api:3.1-b26","7583"
"org.glassfish.ha:ha-api:3.1.5","7584"
"org.glassfish.cluster:gms-bootstrap:3.1-b26","7585"
"org.glassfish.common:container-common:3.1-b26","485"
"org.glassfish.admin:admin-util:3.1-b26","8495"
"com.sun.grizzly:grizzly-comet:1.9.21","7588"
"org.glassfish.deployment:dol:3.1-b26","7590"
"org.glassfish:javax.servlet:3.1-b26","7590"
"org.glassfish:javax.transaction:3.1-b26","7591"
"org.glassfish:javax.enterprise.deploy:3.1-b26","7592"
"org.glassfish:javax.resource:3.1-b26","7593"
"org.glassfish.common:annotation-framework:3.1-b26","7594"
"org.glassfish.security:appclient.security:3.1-b26","7597"
"org.glassfish.security:ejb.security:3.1-b26","7597"
"com.sun.corba:glassfish-corba-csiv2-idl:3.1.0-b010","7597"
"org.glassfish.common:glassfish-api:3.1-b26","214"
"org.glassfish.security:webservices.security:3.1-b26","3251"
"org.glassfish.web:web-glue:3.1-b26","7590"
"org.glassfish.web:web-cli:3.1-b26","7603"
"org.glassfish.common:amx-j2ee:3.1-b26","7603"
"org.glassfish.common:amx-core:3.1-b26","7603"
"org.glassfish:javax.management.j2ee:3.1-b26","7604"
"org.glassfish.web:war-util:3.1-b26","7590"
"org.glassfish:javax.servlet.jsp:3.1-b26","7606"
"org.glassfish.web:web-naming:3.1-b26","485"
"org.glassfish.web:web-core:3.1-b26","7608"
"org.glassfish.admin:admin-core:3.1-b26","7609"
"org.glassfish.web:web-gui-plugin-common:3.1-b26","7610"
"org.glassfish.web:web-embed-api:3.1-b26","7612"
"org.glassfish:simple-glassfish-api:3.1-b26","7612"
"org.glassfish.metro:webservices-osgi:2.1-b17","3251"
"javax.xml:jaxrpc-api-osgi:1.1-b01","7614"
"org.glassfish.metro:webservices-extra-jdk-packages:2.1-b17","7615"
"com.sun.xml.bind:jaxb-osgi:2.2.2-promoted-b95","7616"
"org.glassfish.security:websecurity:3.1-b26","7617"
"org.glassfish.webservices:jsr109-impl:3.1-b26","7619"
"com.sun.grizzly:grizzly-http-servlet:1.9.21","7619"
"org.glassfish.common:glassfish-naming:3.1-b26","7621"
"com.sun.corba:glassfish-corba-omgapi:3.1.0-b010","7621"
"org.glassfish.connectors:work-management:3.1-b26","214"
"org.glassfish.connectors:connectors-inbound-runtime:3.1-b26","7625"
"org.glassfish.connectors:connectors-runtime:3.1-b26","7625"
"org.glassfish.common:glassfish-ee-api:3.1-b26","7625"
"org.glassfish.orb:orb-connector:3.1-b26","7627"
"com.sun.corba:glassfish-corba-orbgeneric:3.1.0-b010","7627"
"com.sun.corba:glassfish-corba-orb:3.1.0-b010","7630"
"com.sun.corba:glassfish-corba-newtimer:3.1.0-b010","7629"
"com.sun.corba:glassfish-corba-codegen:3.1.0-b010","7630"
"org.glassfish.orb:orb-iiop:3.1-b26","7632"
"com.sun.corba:glassfish-corba-asm:3.1.0-b010","7632"
"org.glassfish.core:glassfish:3.1-b26","686"
"org.glassfish.appclient:acc-config:3.1-b26","7634"
"org.glassfish.transaction:jts:3.1-b26","7636"
"org.glassfish.transaction:jta:3.1-b26","7636"
"org.glassfish.jms:jms-core:3.1-b26","7637"
"org.glassfish:javax.jms:3.1-b26","7638"
"org.glassfish.persistence:eclipselink-wrapper:3.1-b26","7643"
"org.eclipse.persistence:org.eclipse.persistence.core:2.1.1","7640"
"org.eclipse.persistence:org.eclipse.persistence.jpa:2.1.1","7641"
"org.eclipse.persistence:org.eclipse.persistence.jpa.modelgen:2.1.1","7642"
"org.eclipse.persistence:org.eclipse.persistence.oracle:2.1.1","7643"
"org.eclipse.persistence:org.eclipse.persistence.antlr:2.1.1","7644"
"org.eclipse.persistence:org.eclipse.persistence.asm:2.1.1","7645"
"org.glassfish.persistence:jpa-connector:3.1-b26","7646"
"org.glassfish.persistence.cmp:cmp-internal-api:3.1-b26","7647"
"org.glassfish:javax.annotation:3.1-b26","7648"
"javax.xml.bind:jaxb-api-osgi:2.2.2-promoted-b95","7649"
"org.glassfish.metro:webservices-api-osgi:2.1-b17","7650"
"com.googlecode.rocoto:rocoto-system:3.1","13"
"com.sun.jersey.contribs.jersey-oauth:oauth-client:1.4-ea03","7654"
"com.sun.jersey:jersey-client:1.4-ea03","7654"
"com.sun.jersey:jersey-core:1.4-ea03","7654"
"org.apache.cxf:cxf-codegen-plugin:2.2.6","773"
"org.apache.maven.shared:maven-artifact-resolver:1.0","7656"
"org.apache.cxf:cxf-tools-common:2.2.6","17"
"org.apache.cxf:cxf-api:2.2.6","773"
"org.apache.cxf:cxf-rt-core:2.2.6","3837"
"org.apache.cxf:cxf-tools-wsdlto-core:2.2.6","773"
"org.apache.cxf:cxf-tools-validator:2.2.6","783"
"org.apache.cxf:cxf-common-schemas:2.2.6","7662"
"org.apache.cxf:cxf-common-utilities:2.2.6","112"
"org.apache.cxf:cxf-tools-wsdlto-databinding-jaxb:2.2.6","7664"
"org.apache.cxf:cxf-tools-wsdlto-frontend-jaxws:2.2.6","2128"
"org.glassfish.main.flashlight:flashlight-extra-jdk-packages:3.1.2","7666"
"com.proofpoint.platform:packaging:0.69","7667"
"org.atmosphere:atmosphere-bayeux:0.6.5","7671"
"org.atmosphere:atmosphere-runtime:0.6.5","7671"
"org.atmosphere:atmosphere-compat-jbossweb:0.6.5","7670"
"org.atmosphere:atmosphere-compat-weblogic:0.6.5","7671"
"org.atmosphere:atmosphere-compat-tomcat:0.6.5","7672"
"org.cometd.java:cometd-java-server:1.1.0","7675"
"org.cometd.java:cometd-api:1.1.0","7674"
"org.eclipse.jetty:jetty-util:7.0.2.v20100331","7675"
"org.eclipse.jetty:jetty-continuation:7.0.2.v20100331","7676"
"org.hibernate:hibernate-envers:3.6.2.Final","105"
"org.hibernate:hibernate-core:3.6.2.Final","105"
"org.hibernate:hibernate-entitymanager:3.6.2.Final","105"
"org.hibernate:hibernate-tools:3.2.0.ga","1866"
"freemarker:freemarker:2.3.8","7681"
"org.hibernate:jtidy:r8-20060801","7682"
"org.eclipse.jetty.aggregate:jetty-webapp:7.1.0.RC0","351"
"org.pustefixframework.maven.plugins:pustefix-generate-plugin:0.18.23","1240"
"org.jasig.cas.client:cas-client-integration-tomcat-common:3.2.1","3876"
"org.jasig.cas.client:cas-client-core:3.2.1","7686"
"org.pustefixframework.maven.plugins:pustefix-iwrapper-plugin:0.18.9","1240"
"org.pustefixframework:pustefix-core:0.18.9","112"
"org.pustefixframework:pustefix-live:0.18.9","7689"
"com.sun:tools:1.7.0","7690"
"com.sun.jersey.samples.atompub-contacts:atompub-contacts-server:1.9-ea03","1243"
"com.sun.jersey.contribs:jersey-atom-abdera:1.9-ea03","1243"
"org.apache.abdera:abdera-server:1.0","1721"
"org.apache.abdera:abdera-client:1.0","1243"
"org.apache.abdera:abdera-extensions-html:1.0","3137"
"com.sun.jersey:jersey-core:1.9-ea03","7696"
"com.sun.jersey:jersey-json:1.9-ea03","3694"
"com.sun.jersey:jersey-grizzly2:1.9-ea03","214"
"org.glassfish.grizzly:grizzly-http:2.1.1","214"
"org.glassfish.grizzly:grizzly-framework:2.1.1","214"
"org.glassfish.grizzly:grizzly-http-server:2.1.1","7702"
"org.glassfish.grizzly:grizzly-rcm:2.1.1","7702"
"org.glassfish.grizzly:grizzly-http-servlet:2.1.1","214"
"com.sun.jersey:jersey-server:1.9-ea03","7696"
"com.sun.jersey.samples.atompub-contacts:atompub-contacts-models:1.9-ea03","7705"
"org.coosproject:actorframe-j2se:1.3.0","7707"
"org.coosproject:util-j2se:1.3.0","7707"
"ch.qos.logback:logback-classic:0.9.18","7709"
"ch.qos.logback:logback-core:0.9.18","7709"
"org.xwiki.rendering:xwiki-rendering-transformation-wikiword:4.3-rc-1","1425"
"org.xwiki.rendering:xwiki-rendering-api:4.3-rc-1","1425"
"org.xwiki.commons:xwiki-commons-xml:4.3-rc-1","1425"
"org.xwiki.commons:xwiki-commons-text:4.3-rc-1","7713"
"org.xwiki.commons:xwiki-commons-configuration-api:4.3-rc-1","7714"
"org.xwiki.commons:xwiki-commons-properties:4.3-rc-1","112"
"org.xwiki.commons:xwiki-commons-component-api:4.3-rc-1","121"
"org.apache.tuscany.sca:tuscany-binding-erlang:1.5","7724"
"org.apache.tuscany.sca:tuscany-core-spi:1.5","7724"
"org.apache.tuscany.sca:tuscany-extensibility:1.5","7719"
"org.apache.tuscany.sca:tuscany-sca-api:1.5","7720"
"org.apache.tuscany.sca:tuscany-sca-api-extension:1.5","7721"
"org.apache.tuscany.sca:tuscany-assembly:1.5","7724"
"org.apache.tuscany.sca:tuscany-monitor:1.5","7723"
"org.apache.tuscany.sca:tuscany-definitions:1.5","7724"
"org.apache.tuscany.sca:tuscany-policy:1.5","7725"
"org.apache.tuscany.sca:tuscany-interface:1.5","7726"
"org.apache.tuscany.sca:tuscany-contribution:1.5","887"
"org.apache.tuscany.sca:tuscany-assembly-xml:1.5","887"
"org.apache.tuscany.sca:tuscany-contribution-namespace:1.5","7724"
"org.apache.tuscany.sca:tuscany-contribution-java:1.5","7730"
"org.sonatype.appbooter.plexus-platforms:plexus-platform-jsw:1.6.0","7731"
"se.vgregion.paf-web:paf-web-viewer-module-portlet:1.0","7739"
"se.vgregion.javg:javg-rt-support:1.3","7736"
"org.springframework.webflow:spring-webflow:2.0.8.RELEASE","7736"
"org.springframework.webflow:spring-binding:2.0.8.RELEASE","7735"
"org.springframework.webflow:spring-js:2.0.8.RELEASE","7736"
"org.springframework.webflow:spring-faces:2.0.8.RELEASE","7737"
"org.springframework:spring-core:3.0.2.RELEASE","7739"
"org.springframework:spring-asm:3.0.2.RELEASE","7739"
"org.springframework:spring-web:3.0.2.RELEASE","13"
"org.springframework:spring-beans:3.0.2.RELEASE","7741"
"org.springframework:spring-webmvc:3.0.2.RELEASE","7739"
"org.springframework:spring-expression:3.0.2.RELEASE","7743"
"org.springframework:spring-webmvc-portlet:3.0.2.RELEASE","7744"
"org.springframework:spring-context:3.0.2.RELEASE","13"
"org.springframework:spring-aop:3.0.2.RELEASE","13"
"org.springframework:spring-context-support:3.0.2.RELEASE","7747"
"org.springframework:spring-aspects:3.0.2.RELEASE","7749"
"org.springframework:spring-test:3.0.2.RELEASE","7749"
"org.aspectj:aspectjweaver:1.6.5","7750"
"org.jclouds.provider:skalicloud-sdg-my:1.5.0-beta.3","13687"
"org.jclouds.api:elasticstack:1.5.0-beta.3","121"
"org.jclouds:jclouds-compute:1.5.0-beta.3","121"
"org.jclouds:jclouds-scriptbuilder:1.5.0-beta.3","7754"
"org.jclouds:jclouds-core:1.5.0-beta.3","121"
"org.apache.maven:maven-plugin-tools-pluggy:2.0-alpha-3","457"
"org.apache.maven:maven-model:2.0-alpha-3","7758"
"plexus:plexus-utils:1.0-alpha-3","7758"
"org.apache.maven:maven-plugin-tools-api:2.0-alpha-3","457"
"org.apache.maven:maven-plugin-descriptor:2.0-alpha-3","457"
"org.apache.maven:maven-plugin-api:2.0-alpha-3","7761"
"plexus:plexus-container-default:1.0-alpha-4","457"
"org.apache.maven:maven-project:2.0-alpha-3","7764"
"org.apache.maven:maven-artifact:2.0-alpha-3","7764"
"org.codehaus.modello:modello-core:1.0-alpha-1","7765"
"org.apache.maven:maven-plugin-tools-java:2.0-alpha-3","5763"
"org.atmosphere:atmosphere-gwt:1.1.0.beta2","14"
"com.nesscomputing.components:ness-core:1.5.0","7358"
"com.github.scala-incubator.io:scala-io-docs_2.9.1:0.4.0-seq","7772"
"com.github.scala-incubator.io:scala-io-core_2.9.1:0.4.0-seq","7771"
"com.github.jsuereth.scala-arm:scala-arm_2.9.1:1.1","7771"
"com.github.scala-incubator.io:scala-io-file_2.9.1:0.4.0-seq","7772"
"pdfbox:pdfbox:0.6.4","7773"
"org.codehaus.sonar:sonar-squid:3.4","85"
"org.codehaus.sonar:sonar-check-api:3.4","7775"
"org.codehaus.sonar:sonar-graph:3.4","85"
"org.picocontainer:picocontainer:2.14.1","7777"
"org.apache.struts:struts2-plexus-plugin:2.1.8","457"
"org.apache.struts:struts2-core:2.1.8","457"
"com.opensymphony:xwork-core:2.1.6","457"
"org.springframework:spring-test:2.5.6","457"
"ognl:ognl:2.7.3","1865"
"org.atmosphere.samples:atmosphere-guice-chat:1.0.0.beta4","7454"
